,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'マジカルフレイム', 'でんじは', 'パワージェム', 'ちょうはつ', 'たたりめ', 'めいそう', 'テラバースト', 'いたみわけ']","[95.8, 66.0, 35.4, 29.9, 23.3, 23.1, 19.3, 17.6, 15.3, 14.2]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'せっかち', 'むじゃき', 'ようき', 'おっとり', 'いじっぱり', 'てれや']","[87.5, 7.2, 3.7, 0.6, 0.3, 0.1, 0.1, 0.1, 0.0, 0.0]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'いのちのたま', 'こだわりスカーフ', 'ジャポのみ', 'とつげきチョッキ', 'ラムのみ', 'たべのこし', 'ばんのうがさ']","[43.9, 26.7, 23.1, 1.5, 1.3, 1.0, 0.9, 0.3, 0.1, 0.1]","['フェアリー', 'ノーマル', 'ステラ', 'じめん', 'みず', 'ほのお', 'でんき', 'ゴースト', 'はがね', 'くさ']","[29.5, 17.7, 16.9, 15.1, 7.8, 5.2, 3.1, 2.1, 0.8, 0.7]"
0149-000,2,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'げきりん', 'はねやすめ', 'アンコール', 'りゅうのまい', 'アイアンヘッド', 'スケイルショット', 'テラバースト', 'からげんき']","[84.2, 78.7, 40.1, 36.1, 29.0, 26.4, 19.3, 15.7, 10.4, 9.5]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'おだやか', 'ひかえめ', 'しんちょう', 'おくびょう', 'やんちゃ']","[79.1, 7.2, 6.2, 2.7, 1.2, 0.7, 0.5, 0.5, 0.3, 0.3]","['マルチスケイル', 'せいしんりょく']","[99.6, 0.4]","['こだわりハチマキ', 'ゴツゴツメット', 'いかさまダイス', 'あつぞこブーツ', 'たべのこし', 'シルクのスカーフ', 'じゃくてんほけん', 'ラムのみ', 'とつげきチョッキ', 'おんみつマント']","[39.9, 23.5, 13.9, 5.3, 3.5, 2.5, 2.5, 2.0, 1.8, 1.7]","['ノーマル', 'はがね', 'ひこう', 'フェアリー', 'じめん', 'でんき', 'ほのお', 'みず', 'ドラゴン', 'どく']","[71.0, 9.3, 8.9, 4.6, 2.3, 1.5, 0.8, 0.7, 0.5, 0.2]"
1002-000,3,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'こおりのつぶて', 'つるぎのまい', 'かみくだく', 'テラバースト', 'ぜったいれいど', 'かわらわり', 'カタストロフィ']","[97.1, 77.0, 56.4, 38.4, 32.4, 29.5, 28.6, 17.2, 6.7, 4.7]","['ようき', 'いじっぱり', 'せっかち', 'むじゃき', 'やんちゃ', 'さみしがり', 'おくびょう', 'わんぱく', 'しんちょう', 'がんばりや']","[53.3, 44.5, 0.4, 0.4, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'いのちのたま', 'こだわりスカーフ', 'とつげきチョッキ', 'オボンのみ', 'ラムのみ', 'ゴツゴツメット', 'とけないこおり', 'おうじゃのしるし']","[79.8, 8.2, 7.4, 1.2, 0.8, 0.7, 0.6, 0.2, 0.1, 0.1]","['でんき', 'ゴースト', 'ステラ', 'あく', 'こおり', 'じめん', 'ほのお', 'フェアリー', 'いわ', 'どく']","[38.8, 16.4, 13.4, 11.7, 10.7, 4.2, 1.9, 0.8, 0.5, 0.4]"
1003-000,4,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ステルスロック', 'ふきとばし', 'ヘビーボンバー', 'しっぺがえし', 'テラバースト', 'まきびし', 'じわれ', 'じごくづき']","[89.5, 59.0, 48.9, 48.2, 43.9, 30.0, 26.2, 14.9, 13.1, 5.0]","['いじっぱり', 'わんぱく', 'しんちょう', 'ゆうかん', 'なまいき', 'のんき', 'ずぶとい', 'おだやか', 'ようき', 'きまぐれ']","[38.9, 34.5, 21.2, 1.8, 1.0, 0.7, 0.5, 0.3, 0.2, 0.1]",['わざわいのうつわ'],[100.0],"['とつげきチョッキ', 'オボンのみ', 'たべのこし', 'こだわりハチマキ', 'ゴツゴツメット', 'カゴのみ', 'フィラのみ', 'レッドカード', 'じゃくてんほけん', 'メンタルハーブ']","[47.9, 30.3, 17.9, 0.8, 0.6, 0.5, 0.5, 0.4, 0.3, 0.2]","['どく', 'フェアリー', 'はがね', 'でんき', 'みず', 'くさ', 'ほのお', 'じめん', 'ひこう', 'あく']","[43.2, 37.2, 9.3, 3.2, 2.8, 1.2, 1.1, 0.8, 0.3, 0.3]"
0892-001,5,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'インファイト', 'アクアジェット', 'とんぼがえり', 'アイススピナー', 'ドレインパンチ', 'つるぎのまい', 'れいとうパンチ', 'みがわり', 'かみなりパンチ']","[100.0, 70.1, 68.4, 53.2, 27.1, 25.4, 18.2, 12.5, 5.2, 3.7]","['いじっぱり', 'ようき', 'わんぱく', 'ゆうかん', 'やんちゃ', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'すなお']","[83.5, 13.8, 1.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['こだわりスカーフ', 'こだわりハチマキ', 'パンチグローブ', 'きあいのタスキ', 'ゴツゴツメット', 'とつげきチョッキ', 'オボンのみ', 'たべのこし', 'しんぴのしずく', 'いのちのたま']","[36.6, 23.3, 21.8, 8.6, 1.9, 1.7, 1.5, 1.3, 1.2, 0.5]","['みず', 'どく', 'ノーマル', 'はがね', 'フェアリー', 'かくとう', 'でんき', 'じめん', 'ほのお', 'ステラ']","[74.6, 10.9, 4.7, 2.3, 2.0, 1.5, 1.4, 1.2, 0.3, 0.3]"
1008-000,6,1008,0,ミライドン,,ミライドン,"['イナズマドライブ', 'りゅうせいぐん', 'テラバースト', 'ボルトチェンジ', 'パラボラチャージ', 'とんぼがえり', 'マジカルシャイン', 'めいそう', 'こうそくいどう', 'りゅうのはどう']","[85.7, 71.4, 53.7, 51.8, 30.2, 27.9, 21.3, 16.1, 12.9, 9.7]","['ひかえめ', 'おくびょう', 'ずぶとい', 'きまぐれ', 'おだやか', 'おっとり', 'せっかち', 'むじゃき', 'れいせい', 'うっかりや']","[72.0, 26.1, 0.6, 0.5, 0.5, 0.1, 0.1, 0.0, 0.0, 0.0]",['ハドロンエンジン'],[100.0],"['とつげきチョッキ', 'こだわりスカーフ', 'こだわりメガネ', 'エレキシード', 'じゃくてんほけん', 'じしゃく', 'いのちのたま', 'だっしゅつパック', 'たべのこし', 'きあいのタスキ']","[41.6, 22.8, 10.4, 6.5, 6.0, 4.1, 2.9, 1.8, 0.7, 0.4]","['こおり', 'フェアリー', 'でんき', 'みず', 'はがね', 'ノーマル', 'ほのお', 'じめん', 'ステラ', 'くさ']","[47.0, 21.0, 19.7, 8.3, 1.1, 1.0, 0.4, 0.4, 0.3, 0.2]"
0977-000,7,977,0,ヘイラッシャ,,ヘイラッシャ,"['あくび', 'ねむる', 'ウェーブタックル', 'じわれ', 'まもる', 'ボディプレス', 'ゆきなだれ', 'ねごと', 'ヘビーボンバー', 'アクアブレイク']","[71.1, 69.7, 68.4, 62.6, 34.8, 22.1, 20.1, 13.8, 12.4, 6.8]","['わんぱく', 'のんき', 'いじっぱり', 'しんちょう', 'ずぶとい', 'ゆうかん', 'なまいき', 'まじめ', 'のうてんき', 'すなお']","[84.6, 8.6, 2.2, 1.8, 0.8, 0.4, 0.3, 0.2, 0.2, 0.1]","['てんねん', 'どんかん', 'みずのベール']","[98.9, 0.8, 0.4]","['ゴツゴツメット', 'たべのこし', 'とつげきチョッキ', 'カゴのみ', 'おんみつマント', 'オボンのみ', 'こだわりハチマキ', 'きれいなぬけがら', 'ラムのみ', 'タラプのみ']","[58.0, 36.8, 1.3, 1.3, 0.6, 0.4, 0.4, 0.2, 0.2, 0.2]","['フェアリー', 'ほのお', 'ゴースト', 'くさ', 'どく', 'じめん', 'はがね', 'あく', 'でんき', 'ひこう']","[60.0, 7.6, 7.2, 6.1, 5.0, 3.6, 3.4, 1.4, 1.1, 1.0]"
0901-001,8,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'しんくうは', 'だいちのちから', 'ハイパーボイス', 'つきのひかり', 'ムーンフォース', 'めいそう', 'あくび', 'ちょうはつ', 'テラバースト']","[98.7, 87.4, 83.0, 63.4, 22.0, 12.6, 12.0, 9.0, 5.9, 1.3]","['ひかえめ', 'れいせい', 'ずぶとい', 'がんばりや', 'おだやか', 'おくびょう', 'のんき', 'なまいき', 'うっかりや', 'わんぱく']","[78.0, 10.5, 5.4, 2.5, 2.5, 0.7, 0.3, 0.1, 0.0, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'シルクのスカーフ', 'たべのこし', 'いのちのたま', 'オボンのみ', 'ラムのみ', 'きあいのタスキ', 'ばんのうがさ', 'ゴツゴツメット', 'おんみつマント']","[49.8, 17.6, 7.4, 5.4, 4.2, 3.0, 2.9, 2.6, 1.6, 1.2]","['ノーマル', 'フェアリー', 'どく', 'みず', 'ゴースト', 'ほのお', 'かくとう', 'はがね', 'くさ', 'ステラ']","[67.1, 14.6, 13.0, 2.9, 1.0, 0.5, 0.2, 0.2, 0.1, 0.1]"
0898-002,9,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),"['アストラルビット', 'わるだくみ', 'サイコショック', 'ドレインキッス', 'テラバースト', 'アンコール', 'みがわり', 'ギガドレイン', 'サイコキネシス', 'くさむすび']","[99.6, 37.7, 36.5, 32.7, 27.4, 23.2, 21.9, 15.0, 14.1, 13.1]","['おくびょう', 'ひかえめ', 'ずぶとい', 'せっかち', 'ようき', 'むじゃき', 'うっかりや', 'まじめ', 'おだやか', 'やんちゃ']","[92.2, 6.7, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0]",['じんばいったい'],[100.0],"['きあいのタスキ', 'たべのこし', 'こだわりスカーフ', 'こだわりメガネ', 'オボンのみ', 'いのちのたま', 'グラスシード', 'ラムのみ', 'のろいのおふだ', 'とつげきチョッキ']","[36.9, 19.7, 11.7, 10.2, 5.8, 5.1, 3.6, 1.8, 1.5, 0.7]","['フェアリー', 'かくとう', 'くさ', 'ノーマル', 'ゴースト', 'ステラ', 'じめん', 'はがね', 'みず', 'あく']","[37.3, 19.3, 16.4, 6.8, 5.2, 4.7, 4.3, 2.9, 1.4, 0.7]"
1017-000,10,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'アンコール', 'じゃれつく', 'がんせきふうじ', 'はたきおとす', 'みがわり', 'でんこうせっか', 'やどりぎのタネ']","[96.3, 69.0, 38.5, 24.4, 21.9, 19.5, 17.8, 16.7, 16.4, 15.4]","['いじっぱり', 'ようき', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'おくびょう', 'ゆうかん']","[46.8, 41.5, 6.1, 3.1, 2.1, 0.2, 0.1, 0.1, 0.0, 0.0]",['まけんき'],"[52.8, 21.5, 13.7, 12.0]","['こだわりハチマキ', 'いかさまダイス', 'きあいのタスキ', 'とつげきチョッキ', 'たべのこし', 'いのちのたま', 'こだわりスカーフ']","[32.0, 22.4, 19.2, 9.6, 8.0, 4.8, 4.0]",['くさ'],"[49.6, 26.1, 19.1, 5.2]"
