,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
1003-000,1,1003,0,ディンルー,,ディンルー,"['じしん', 'ステルスロック', 'ふきとばし', 'カタストロフィ', 'まきびし', 'ヘビーボンバー', 'しっぺがえし', 'じわれ', 'テラバースト', 'ストーンエッジ']","[84.9, 67.7, 66.0, 63.3, 23.6, 22.3, 21.5, 12.7, 11.3, 5.6]","['わんぱく', 'いじっぱり', 'しんちょう', 'ずぶとい', 'なまいき', 'のんき', 'ゆうかん', 'おだやか', 'すなお', 'まじめ']","[46.6, 26.9, 21.4, 1.1, 1.0, 0.8, 0.8, 0.3, 0.1, 0.1]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'こだわりハチマキ', 'メンタルハーブ', 'ゴツゴツメット', 'フィラのみ', 'おんみつマント', 'レッドカード', 'じゃくてんほけん']","[55.9, 30.2, 9.3, 2.0, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2]","['どく', 'ほのお', 'フェアリー', 'みず', 'はがね', 'でんき', 'くさ', 'じめん', 'ひこう', 'あく']","[42.3, 16.9, 16.1, 11.8, 7.9, 1.9, 1.3, 0.8, 0.2, 0.2]"
0898-002,2,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),"['アストラルビット', 'くさむすび', 'トリック', 'サイコキネシス', 'サイコショック', 'アンコール', 'わるだくみ', 'ドレインキッス', 'テラバースト', 'ギガドレイン']","[99.3, 35.5, 33.5, 32.3, 31.1, 29.9, 27.9, 25.3, 23.0, 12.0]","['おくびょう', 'ひかえめ', 'せっかち', 'むじゃき', 'ずぶとい', 'おだやか', 'ようき', 'いじっぱり', 'うっかりや', 'まじめ']","[90.0, 8.9, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0]",['じんばいったい'],[100.0],"['きあいのタスキ', 'こだわりスカーフ', 'こだわりメガネ', 'たべのこし', 'ラムのみ', 'オボンのみ', 'いのちのたま', 'とつげきチョッキ', 'ひかりのねんど', 'しろいハーブ']","[35.9, 32.2, 11.9, 5.7, 3.8, 2.9, 2.0, 1.1, 0.7, 0.7]","['フェアリー', 'ノーマル', 'くさ', 'ゴースト', 'かくとう', 'じめん', 'ステラ', 'みず', 'いわ', 'あく']","[35.5, 15.8, 15.0, 11.7, 8.5, 5.8, 2.7, 2.2, 0.8, 0.7]"
1007-000,3,1007,0,コライドン,,コライドン,"['フレアドライブ', 'とんぼがえり', 'ニトロチャージ', 'げきりん', 'スケイルショット', 'アクセルブレイク', 'インファイト', 'つるぎのまい', 'ドレインパンチ', 'アイアンヘッド']","[72.4, 53.0, 40.7, 37.3, 33.5, 29.6, 29.5, 26.8, 25.9, 12.6]","['いじっぱり', 'ようき', 'しんちょう', 'きまぐれ', 'わんぱく', 'むじゃき', 'ひかえめ', 'さみしがり', 'せっかち', 'まじめ']","[56.5, 42.5, 0.3, 0.2, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]",['ひひいろのこどう'],[100.0],"['いかさまダイス', 'こだわりスカーフ', 'とつげきチョッキ', 'こだわりハチマキ', 'ラムのみ', 'オボンのみ', 'いのちのたま', 'きあいのタスキ', 'たべのこし', 'クリアチャーム']","[31.2, 30.9, 19.2, 9.5, 1.9, 1.2, 1.2, 1.0, 0.8, 0.6]","['ほのお', 'はがね', 'でんき', 'フェアリー', 'ノーマル', 'かくとう', 'じめん', 'ドラゴン', 'いわ', 'ひこう']","[74.6, 11.6, 8.2, 2.7, 1.0, 0.7, 0.3, 0.2, 0.2, 0.1]"
0987-000,4,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'でんじは', 'ちょうはつ', 'パワージェム', 'たたりめ', 'マジカルフレイム', 'いたみわけ', 'ほろびのうた', 'あまえる']","[95.7, 54.8, 40.4, 31.3, 31.3, 25.5, 22.5, 21.2, 13.4, 11.7]","['おくびょう', 'ずぶとい', 'ひかえめ', 'せっかち', 'おだやか', 'むじゃき', 'ようき', 'おっとり', 'のんき', 'まじめ']","[90.8, 5.5, 2.5, 0.3, 0.2, 0.1, 0.1, 0.1, 0.0, 0.0]",['こだいかっせい'],[100.0],"['きあいのタスキ', 'ブーストエナジー', 'こだわりメガネ', 'ジャポのみ', 'いのちのたま', 'こだわりスカーフ', 'ふうせん', 'おんみつマント', 'とつげきチョッキ', 'ゴツゴツメット']","[35.9, 31.2, 27.2, 1.7, 0.9, 0.7, 0.5, 0.4, 0.4, 0.2]","['フェアリー', 'ノーマル', 'ステラ', 'じめん', 'みず', 'ほのお', 'でんき', 'ゴースト', 'いわ', 'あく']","[33.8, 23.2, 13.7, 9.4, 4.7, 4.6, 2.3, 2.0, 2.0, 1.2]"
1002-000,5,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'こおりのつぶて', 'つるぎのまい', 'せいなるつるぎ', 'テラバースト', 'かみくだく', 'ぜったいれいど', 'ちょうはつ', 'かわらわり']","[91.0, 85.7, 52.4, 50.3, 30.7, 30.0, 28.2, 12.2, 5.0, 4.2]","['いじっぱり', 'ようき', 'むじゃき', 'やんちゃ', 'せっかち', 'しんちょう', 'わんぱく', 'すなお', 'さみしがり', 'まじめ']","[61.3, 36.7, 0.4, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'くろいメガネ', 'こだわりスカーフ', 'こわもてプレート', 'とけないこおり', 'とつげきチョッキ', 'オボンのみ', 'ラムのみ']","[72.3, 10.4, 7.3, 5.5, 0.7, 0.7, 0.6, 0.5, 0.5, 0.4]","['でんき', 'ステラ', 'ほのお', 'あく', 'こおり', 'じめん', 'ゴースト', 'いわ', 'くさ', 'フェアリー']","[34.4, 18.4, 16.8, 12.1, 6.5, 5.8, 3.8, 0.9, 0.3, 0.3]"
1008-000,6,1008,0,ミライドン,,ミライドン,"['イナズマドライブ', 'りゅうせいぐん', 'ボルトチェンジ', 'テラバースト', 'マジカルシャイン', 'とんぼがえり', 'オーバーヒート', 'パラボラチャージ', 'りゅうのはどう', 'こうそくいどう']","[92.2, 76.9, 57.4, 44.7, 28.9, 19.0, 16.4, 13.5, 12.6, 8.4]","['ひかえめ', 'おくびょう', 'おだやか', 'ずぶとい', 'きまぐれ', 'せっかち', 'ようき', 'むじゃき', 'うっかりや', 'おっとり']","[61.6, 36.7, 0.5, 0.4, 0.4, 0.1, 0.1, 0.0, 0.0, 0.0]",['ハドロンエンジン'],[100.0],"['こだわりスカーフ', 'とつげきチョッキ', 'こだわりメガネ', 'エレキシード', 'だっしゅつパック', 'いのちのたま', 'ひかりのねんど', 'じゃくてんほけん', 'きあいのタスキ', 'じしゃく']","[41.8, 22.8, 14.2, 7.6, 2.7, 2.2, 2.1, 1.7, 1.2, 1.2]","['フェアリー', 'こおり', 'みず', 'でんき', 'ほのお', 'ノーマル', 'じめん', 'ドラゴン', 'はがね', 'ステラ']","[27.4, 27.4, 19.9, 13.1, 7.1, 2.2, 0.7, 0.5, 0.5, 0.3]"
0149-000,7,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'げきりん', 'りゅうのまい', 'はねやすめ', 'からげんき', 'スケイルショット', 'アンコール', 'けたぐり', 'アイアンヘッド']","[86.5, 80.5, 47.3, 35.0, 25.1, 19.9, 19.2, 15.9, 14.3, 12.4]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'しんちょう', 'おだやか', 'やんちゃ', 'ひかえめ', 'さみしがり']","[83.8, 6.1, 2.8, 1.8, 1.7, 1.0, 0.5, 0.4, 0.4, 0.2]","['マルチスケイル', 'せいしんりょく']","[99.4, 0.6]","['こだわりハチマキ', 'いかさまダイス', 'ゴツゴツメット', 'おんみつマント', 'じゃくてんほけん', 'あつぞこブーツ', 'たべのこし', 'シルクのスカーフ', 'ラムのみ', 'とつげきチョッキ']","[50.2, 17.1, 7.8, 6.6, 4.4, 4.0, 3.0, 1.9, 1.6, 1.3]","['ノーマル', 'はがね', 'じめん', 'ひこう', 'フェアリー', 'ほのお', 'ドラゴン', 'みず', 'でんき', 'どく']","[78.6, 8.1, 4.9, 2.7, 2.4, 1.5, 0.5, 0.4, 0.4, 0.2]"
0888-000,8,888,0,ザシアン,れきせんのゆうしゃ,ザシアン(れきせん),"['アイアンヘッド', 'じゃれつく', 'くさわけ', 'つるぎのまい', 'テラバースト', 'インファイト', 'ワイルドボルト', 'でんこうせっか', 'せいなるつるぎ', 'みがわり']","[98.8, 67.3, 61.0, 52.8, 42.2, 27.0, 22.7, 12.2, 5.7, 4.4]","['ようき', 'いじっぱり', 'しんちょう', 'わんぱく', 'むじゃき', 'せっかち', 'まじめ', 'さみしがり', 'おくびょう', 'ゆうかん']","[59.7, 38.8, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふとうのけん'],[100.0],"['くちたけん', 'こだわりハチマキ', 'ゴツゴツメット', 'とつげきチョッキ', 'いのちのたま', 'こだわりスカーフ', 'たべのこし', 'エレキシード', 'いかずちプレート', 'イバンのみ']","[99.5, 0.2, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['じめん', 'みず', 'ノーマル', 'でんき', 'フェアリー', 'ステラ', 'いわ', 'かくとう', 'ほのお', 'くさ']","[29.0, 21.4, 17.1, 12.0, 7.4, 4.4, 3.1, 2.8, 0.7, 0.7]"
0250-000,9,250,0,ホウオウ,,ホウオウ,"['せいなるほのお', 'じこさいせい', 'ブレイブバード', 'じしん', 'ふきとばし', 'テラバースト', 'みがわり', 'ひかりのかべ', 'ギガドレイン', 'おにび']","[99.1, 64.7, 62.7, 58.6, 39.5, 30.9, 11.1, 10.7, 3.5, 3.3]","['わんぱく', 'いじっぱり', 'しんちょう', 'ようき', 'ひかえめ', 'ずぶとい', 'のんき', 'なまいき', 'ゆうかん', 'おだやか']","[41.7, 39.1, 12.6, 2.4, 0.6, 0.6, 0.5, 0.5, 0.4, 0.3]","['さいせいりょく', 'プレッシャー']","[99.3, 0.7]","['あつぞこブーツ', 'とつげきチョッキ', 'こだわりハチマキ', 'ゴツゴツメット', 'たべのこし', 'こだわりスカーフ', 'いのちのたま', 'ひかりのねんど', 'オボンのみ', 'おんみつマント']","[58.8, 28.4, 4.6, 3.8, 1.4, 1.3, 0.5, 0.4, 0.2, 0.1]","['でんき', 'フェアリー', 'くさ', 'じめん', 'ノーマル', 'あく', 'ほのお', 'はがね', 'みず', 'どく']","[31.1, 31.1, 22.8, 8.0, 1.9, 1.5, 1.5, 1.3, 0.2, 0.2]"
0645-001,10,645,1,ランドロス,れいじゅうフォルム,ランドロス(れいじゅう),"['じしん', 'とんぼがえり', 'ステルスロック', 'がんせきふうじ', 'ちょうはつ', 'じわれ', 'かみくだく', 'テラバースト', 'くさむすび', 'かわらわり']","[95.7, 87.6, 52.7, 48.4, 34.4, 14.6, 12.7, 12.6, 9.4, 8.4]","['わんぱく', 'いじっぱり', 'ようき', 'のんき', 'ゆうかん', 'しんちょう', 'なまいき', 'ずぶとい', 'むじゃき', 'おだやか']","[28.2, 26.7, 18.9, 9.4, 7.9, 5.5, 2.6, 0.1, 0.1, 0.1]",['いかく'],[100.0],"['ゴツゴツメット', 'とつげきチョッキ', 'オボンのみ', 'きあいのタスキ', 'こだわりスカーフ', 'こだわりハチマキ', 'おんみつマント', 'ラムのみ', 'たべのこし', 'いのちのたま']","[35.4, 27.3, 10.8, 9.7, 8.6, 4.9, 1.0, 0.4, 0.4, 0.3]","['みず', 'はがね', 'ノーマル', 'ひこう', 'ほのお', 'フェアリー', 'じめん', 'くさ', 'あく', 'こおり']","[39.6, 12.0, 10.4, 10.3, 9.8, 8.0, 3.0, 2.5, 1.7, 1.5]"
