,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0149-000,1,149,0,カイリュー,,カイリュー,"['じしん', 'りゅうのまい', 'しんそく', 'アンコール', 'はねやすめ', 'スケイルショット', 'けたぐり', 'テラバースト', 'げきりん', 'アイススピナー']","[75.0, 59.7, 57.7, 33.6, 30.8, 30.7, 22.9, 14.3, 13.4, 12.6]","['いじっぱり', 'ようき', 'ずぶとい', 'しんちょう', 'わんぱく', 'おだやか', 'ひかえめ', 'ゆうかん', 'おくびょう', 'うっかりや']","[77.4, 9.5, 3.8, 2.1, 2.0, 1.6, 0.9, 0.7, 0.4, 0.2]","['マルチスケイル', 'せいしんりょく']","[99.6, 0.4]","['いかさまダイス', 'あつぞこブーツ', 'こだわりハチマキ', 'ラムのみ', 'たべのこし', 'とつげきチョッキ', 'ゴツゴツメット', 'おんみつマント', 'じゃくてんほけん', 'するどいくちばし']","[29.5, 20.6, 11.1, 11.0, 7.7, 7.2, 3.8, 2.4, 1.4, 1.1]","['ノーマル', 'じめん', 'ひこう', 'フェアリー', 'はがね', 'ほのお', 'でんき', 'ドラゴン', 'みず', 'どく']","[31.0, 19.6, 18.1, 11.1, 11.1, 4.1, 3.4, 0.6, 0.5, 0.1]"
1018-000,2,1018,0,ブリジュラス,,ブリジュラス,"['ラスターカノン', 'りゅうせいぐん', 'ボディプレス', 'エレクトロビーム', 'ステルスロック', '１０まんボルト', 'ドラゴンテール', 'あくのはどう', 'ほえる', 'でんじは']","[67.9, 57.3, 47.4, 46.2, 38.9, 36.5, 21.9, 18.6, 14.4, 8.9]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'わんぱく', 'しんちょう', 'むじゃき', 'のんき', 'なまいき', 'れいせい']","[36.6, 21.2, 20.5, 6.7, 5.9, 5.3, 0.6, 0.6, 0.6, 0.5]","['じきゅうりょく', 'がんじょう', 'すじがねいり']","[57.7, 42.2, 0.0]","['パワフルハーブ', 'オボンのみ', 'ふうせん', 'たべのこし', 'こだわりメガネ', 'とつげきチョッキ', 'こだわりスカーフ', 'イバンのみ', 'レッドカード', 'ひかりのねんど']","[39.0, 15.0, 10.5, 9.9, 5.4, 5.2, 3.0, 3.0, 2.1, 1.3]","['ひこう', 'フェアリー', 'でんき', 'ステラ', 'むし', 'みず', 'かくとう', 'ゴースト', 'ドラゴン', 'あく']","[26.9, 25.0, 20.0, 11.3, 4.0, 2.9, 2.6, 2.2, 1.9, 1.5]"
0901-001,3,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'だいちのちから', 'しんくうは', 'ハイパーボイス', 'つきのひかり', 'あくび', 'めいそう', 'ムーンフォース', 'まもる', 'ちょうはつ']","[96.3, 77.7, 71.2, 58.8, 29.6, 20.9, 11.2, 10.9, 6.9, 4.6]","['ひかえめ', 'ずぶとい', 'れいせい', 'おくびょう', 'おだやか', 'がんばりや', 'のんき', 'なまいき', 'まじめ', 'おっとり']","[73.2, 12.5, 4.7, 4.3, 2.1, 2.1, 0.8, 0.1, 0.0, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'シルクのスカーフ', 'たべのこし', 'きあいのタスキ', 'オボンのみ', 'おんみつマント', 'アッキのみ', 'いのちのたま', 'ゴツゴツメット', 'のどスプレー']","[42.2, 19.9, 17.2, 7.0, 5.2, 1.4, 1.4, 1.1, 0.8, 0.7]","['ノーマル', 'フェアリー', 'どく', 'ゴースト', 'みず', 'でんき', 'ほのお', 'かくとう', 'むし', 'ひこう']","[56.2, 21.9, 13.4, 2.7, 2.2, 1.4, 0.8, 0.6, 0.5, 0.1]"
1000-000,4,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'トリック', 'わるだくみ', 'じこさいせい', '１０まんボルト', 'きあいだま', 'テラバースト', 'でんじは', 'サイコショック']","[93.6, 93.3, 47.4, 45.1, 43.9, 15.8, 15.7, 7.2, 6.5, 6.2]","['ひかえめ', 'おくびょう', 'ずぶとい', 'おだやか', 'おっとり', 'うっかりや', 'せっかち', 'のんき', 'むじゃき', 'まじめ']","[49.8, 34.5, 11.9, 2.8, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['こだわりスカーフ', 'こだわりメガネ', 'おんみつマント', 'とつげきチョッキ', 'ふうせん', 'ゴツゴツメット', 'たべのこし', 'メタルコート', 'グラスシード', 'せんせいのツメ']","[38.3, 14.6, 12.7, 10.8, 4.8, 3.5, 3.4, 1.9, 1.6, 1.6]","['ひこう', 'はがね', 'みず', 'かくとう', 'フェアリー', 'ノーマル', 'あく', 'ゴースト', 'こおり', 'じめん']","[45.3, 15.1, 11.6, 9.4, 5.6, 4.0, 3.6, 3.4, 0.4, 0.3]"
0908-000,5,908,0,マスカーニャ,,マスカーニャ,"['はたきおとす', 'トリックフラワー', 'トリプルアクセル', 'とんぼがえり', 'どくびし', 'トリック', 'ふいうち', 'けたぐり', 'やどりぎのタネ', 'じゃれつく']","[94.0, 70.2, 57.7, 48.7, 27.7, 21.5, 18.4, 16.7, 12.9, 9.2]","['ようき', 'いじっぱり', 'おくびょう', 'むじゃき', 'ひかえめ', 'せっかち', 'きまぐれ', 'やんちゃ', 'わんぱく', 'さみしがり']","[72.0, 25.6, 0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1]","['へんげんじざい', 'しんりょく']","[89.5, 10.5]","['こだわりハチマキ', 'きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'たべのこし', 'オボンのみ', 'チイラのみ', 'こだわりメガネ', 'とつげきチョッキ', 'こうかくレンズ']","[36.5, 28.4, 26.8, 1.9, 1.4, 1.0, 0.5, 0.4, 0.4, 0.3]","['あく', 'くさ', 'はがね', 'ゴースト', 'ステラ', 'フェアリー', 'ほのお', 'こおり', 'いわ', 'どく']","[46.2, 18.1, 12.1, 9.9, 4.6, 4.0, 1.6, 0.9, 0.9, 0.5]"
0445-000,6,445,0,ガブリアス,,ガブリアス,"['じしん', 'テラバースト', 'げきりん', 'スケイルショット', 'つるぎのまい', 'ステルスロック', 'アイアンヘッド', 'まきびし', 'ドラゴンテール', 'がんせきふうじ']","[98.0, 51.0, 43.6, 40.9, 36.2, 31.9, 26.0, 20.4, 18.2, 5.0]","['ようき', 'いじっぱり', 'わんぱく', 'しんちょう', 'むじゃき', 'せっかち', 'ひかえめ', 'やんちゃ', 'のうてんき', 'さみしがり']","[63.0, 27.3, 5.8, 1.9, 0.5, 0.2, 0.1, 0.1, 0.1, 0.1]","['さめはだ', 'すながくれ']","[97.8, 2.2]","['こだわりハチマキ', 'いかさまダイス', 'オボンのみ', 'こだわりスカーフ', 'ラムのみ', 'とつげきチョッキ', 'きあいのタスキ', 'ゴツゴツメット', 'いのちのたま', 'でんきだま']","[33.1, 25.8, 12.6, 5.2, 4.4, 3.7, 3.4, 3.1, 2.7, 1.6]","['ほのお', 'フェアリー', 'はがね', 'でんき', 'じめん', 'みず', 'ドラゴン', 'こおり', 'どく', 'ゴースト']","[27.2, 24.0, 23.2, 13.0, 5.7, 4.0, 1.0, 0.5, 0.5, 0.2]"
0730-000,7,730,0,アシレーヌ,,アシレーヌ,"['ムーンフォース', 'うたかたのアリア', 'アクアジェット', 'クイックターン', 'サイコノイズ', 'ほろびのうた', 'めいそう', 'アンコール', 'まもる', 'エナジーボール']","[92.1, 78.9, 43.2, 38.8, 28.4, 18.8, 17.3, 14.3, 13.8, 9.1]","['ひかえめ', 'ずぶとい', 'れいせい', 'のんき', 'おくびょう', 'おだやか', 'おっとり', 'なまいき', 'わんぱく', 'せっかち']","[57.8, 16.7, 9.7, 5.5, 4.9, 2.4, 0.9, 0.6, 0.3, 0.2]","['げきりゅう', 'うるおいボイス']","[81.9, 18.1]","['とつげきチョッキ', 'たべのこし', 'こだわりメガネ', 'オボンのみ', 'きあいのタスキ', 'おんみつマント', 'こだわりスカーフ', 'ゴツゴツメット', 'ラムのみ', 'のどスプレー']","[41.2, 23.0, 7.8, 7.5, 4.0, 3.6, 3.3, 2.7, 1.7, 1.3]","['みず', 'はがね', 'どく', 'くさ', 'ほのお', 'じめん', 'フェアリー', 'ひこう', 'でんき', 'あく']","[19.1, 19.0, 16.1, 12.5, 11.9, 5.5, 4.7, 3.8, 2.3, 2.1]"
0903-000,8,903,0,オオニューラ,,オオニューラ,"['インファイト', 'フェイタルクロー', 'じごくづき', 'つるぎのまい', 'シャドークロー', 'とんぼがえり', 'ねこだまし', 'どくびし', 'アクロバット', 'テラバースト']","[94.0, 93.5, 42.3, 31.4, 26.6, 23.3, 22.2, 14.9, 10.5, 10.3]","['いじっぱり', 'ようき', 'しんちょう', 'やんちゃ', 'わんぱく', 'さみしがり', 'むじゃき', 'せっかち', 'きまぐれ', 'ゆうかん']","[58.5, 35.8, 3.2, 0.7, 0.4, 0.3, 0.3, 0.2, 0.2, 0.1]","['かるわざ', 'どくしゅ', 'プレッシャー']","[58.3, 41.5, 0.2]","['きあいのタスキ', 'サイコシード', 'こだわりハチマキ', 'オボンのみ', 'ノーマルジュエル', 'こだわりスカーフ', 'いのちのたま', 'ふうせん', 'でかいきんのたま', 'グラスシード']","[21.4, 19.9, 14.9, 10.7, 9.6, 9.4, 2.5, 2.0, 1.6, 1.3]","['あく', 'ゴースト', 'ひこう', 'こおり', 'ステラ', 'かくとう', 'ほのお', 'みず', 'じめん', 'フェアリー']","[30.9, 21.6, 15.5, 9.0, 8.4, 6.2, 3.5, 1.9, 1.2, 0.6]"
0637-000,9,637,0,ウルガモス,,ウルガモス,"['ほのおのまい', 'ちょうのまい', 'あさのひざし', 'ギガドレイン', 'テラバースト', 'おにび', 'むしのさざめき', 'オーバーヒート', 'みがわり', 'ふきとばし']","[94.5, 79.6, 45.4, 43.8, 40.0, 30.0, 23.2, 18.1, 5.8, 5.2]","['おくびょう', 'ひかえめ', 'ずぶとい', 'おだやか', 'てれや', 'おっとり', 'いじっぱり', 'うっかりや', 'すなお', 'がんばりや']","[42.8, 32.6, 20.6, 1.9, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1]","['ほのおのからだ', 'むしのしらせ']","[95.7, 4.3]","['あつぞこブーツ', 'こだわりメガネ', 'ラムのみ', 'オボンのみ', 'こだわりスカーフ', 'アッキのみ', 'たべのこし', 'きあいのタスキ', 'いのちのたま', 'おんみつマント']","[54.5, 17.2, 7.8, 4.6, 3.6, 3.1, 2.5, 1.1, 0.9, 0.9]","['フェアリー', 'くさ', 'みず', 'ほのお', 'いわ', 'あく', 'こおり', 'むし', 'ひこう', 'はがね']","[43.1, 19.5, 8.2, 7.8, 6.4, 5.2, 3.7, 1.5, 0.8, 0.8]"
0911-000,10,911,0,ラウドボーン,,ラウドボーン,"['フレアソング', 'なまける', 'おにび', 'たたりめ', 'シャドーボール', 'あくび', 'みわくのボイス', 'だいちのちから', 'うたう', 'まもる']","[99.5, 91.1, 57.0, 51.4, 26.6, 26.2, 8.3, 7.3, 7.1, 5.5]","['ずぶとい', 'おだやか', 'ひかえめ', 'おくびょう', 'れいせい', 'むじゃき', 'のんき', 'なまいき', 'がんばりや', 'わんぱく']","[62.1, 17.3, 15.4, 3.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","['てんねん', 'もうか']","[98.3, 1.7]","['おんみつマント', 'たべのこし', 'あつぞこブーツ', 'からぶりほけん', 'オボンのみ', 'ゴツゴツメット', 'とつげきチョッキ', 'こだわりスカーフ', 'のどスプレー', 'ラムのみ']","[25.7, 25.6, 19.2, 8.9, 5.5, 3.0, 2.2, 2.1, 1.7, 1.0]","['みず', 'フェアリー', 'あく', 'ノーマル', 'くさ', 'ほのお', 'ひこう', 'はがね', 'どく', 'ゴースト']","[45.0, 26.6, 7.9, 7.5, 4.4, 4.0, 2.3, 0.8, 0.6, 0.2]"
