,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'でんじは', 'ちょうはつ', 'マジカルフレイム', 'いたみわけ', 'たたりめ', 'めいそう', 'パワージェム', 'あまえる']","[95.7, 54.8, 31.1, 30.2, 26.1, 26.1, 21.4, 20.1, 19.6, 14.8]","['おくびょう', 'ずぶとい', 'ひかえめ', 'せっかち', 'むじゃき', 'おだやか', 'ようき', 'れいせい', 'すなお', 'おっとり']","[88.6, 7.0, 2.7, 0.3, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'ジャポのみ', 'いのちのたま', 'こだわりスカーフ', 'おんみつマント', 'とつげきチョッキ', 'ふうせん', 'たべのこし']","[40.0, 30.3, 24.3, 1.4, 1.1, 0.8, 0.6, 0.3, 0.3, 0.1]","['フェアリー', 'ノーマル', 'ステラ', 'じめん', 'ほのお', 'みず', 'でんき', 'どく', 'はがね', 'ゴースト']","[39.1, 15.8, 13.0, 10.0, 6.2, 4.8, 2.9, 2.0, 2.0, 2.0]"
0149-000,2,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'りゅうのまい', 'はねやすめ', 'げきりん', 'スケイルショット', 'アンコール', 'アイアンヘッド', 'けたぐり', 'ドラゴンテール']","[81.7, 77.6, 40.4, 35.2, 33.2, 21.3, 19.6, 18.3, 18.1, 7.4]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'しんちょう', 'やんちゃ', 'おだやか', 'ひかえめ', 'おくびょう']","[80.1, 6.1, 4.7, 2.7, 1.5, 1.2, 0.7, 0.7, 0.5, 0.3]","['マルチスケイル', 'せいしんりょく']","[99.5, 0.5]","['こだわりハチマキ', 'ゴツゴツメット', 'いかさまダイス', 'あつぞこブーツ', 'たべのこし', 'シルクのスカーフ', 'とつげきチョッキ', 'じゃくてんほけん', 'おんみつマント', 'ラムのみ']","[34.6, 18.8, 17.9, 5.1, 4.9, 4.6, 3.4, 3.0, 2.2, 1.5]","['ノーマル', 'はがね', 'じめん', 'フェアリー', 'ひこう', 'ほのお', 'でんき', 'みず', 'ドラゴン', 'どく']","[69.0, 11.8, 7.2, 5.0, 4.3, 0.7, 0.5, 0.5, 0.4, 0.2]"
1002-000,3,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'こおりのつぶて', 'つるぎのまい', 'テラバースト', 'かみくだく', 'ぜったいれいど', 'ちょうはつ', 'かわらわり']","[93.7, 83.8, 46.9, 41.6, 37.2, 37.1, 22.6, 14.6, 6.4, 4.9]","['いじっぱり', 'ようき', 'むじゃき', 'せっかち', 'やんちゃ', 'わんぱく', 'さみしがり', 'おくびょう', 'しんちょう', 'まじめ']","[50.8, 46.8, 0.4, 0.4, 0.3, 0.2, 0.2, 0.2, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'くろいメガネ', 'オボンのみ', 'こだわりスカーフ', 'ラムのみ', 'とけないこおり', 'とつげきチョッキ', 'こわもてプレート']","[69.9, 12.7, 8.6, 3.4, 1.4, 1.1, 0.6, 0.4, 0.3, 0.3]","['でんき', 'あく', 'ステラ', 'ゴースト', 'ほのお', 'こおり', 'じめん', 'くさ', 'フェアリー', 'どく']","[42.0, 14.7, 10.3, 9.8, 9.6, 6.9, 3.5, 1.3, 0.4, 0.3]"
1003-000,4,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ステルスロック', 'ふきとばし', 'ヘビーボンバー', 'しっぺがえし', 'じわれ', 'まきびし', 'テラバースト', 'じごくづき']","[83.6, 62.1, 55.1, 53.2, 36.7, 24.3, 23.0, 19.0, 17.7, 5.5]","['いじっぱり', 'わんぱく', 'しんちょう', 'なまいき', 'ゆうかん', 'ずぶとい', 'のんき', 'おだやか', 'すなお', 'さみしがり']","[36.6, 35.0, 22.8, 1.4, 1.0, 0.9, 0.8, 0.4, 0.1, 0.1]",['わざわいのうつわ'],[100.0],"['とつげきチョッキ', 'オボンのみ', 'たべのこし', 'こだわりハチマキ', 'メンタルハーブ', 'ゴツゴツメット', 'フィラのみ', 'じゃくてんほけん', 'レッドカード', 'カゴのみ']","[41.5, 38.7, 13.6, 3.0, 0.9, 0.5, 0.5, 0.4, 0.2, 0.1]","['どく', 'フェアリー', 'はがね', 'ほのお', 'みず', 'でんき', 'くさ', 'じめん', 'こおり', 'ひこう']","[38.8, 23.3, 15.3, 8.3, 5.1, 3.7, 2.9, 1.1, 0.6, 0.5]"
0892-001,5,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'とんぼがえり', 'アイススピナー', 'ドレインパンチ', 'つるぎのまい', 'れいとうパンチ', 'みがわり', 'きあいパンチ']","[99.7, 71.6, 63.6, 38.0, 26.9, 26.5, 18.4, 12.9, 11.2, 8.2]","['いじっぱり', 'ようき', 'わんぱく', 'やんちゃ', 'さみしがり', 'しんちょう', 'むじゃき', 'ゆうかん', 'せっかち', 'まじめ']","[86.0, 9.9, 2.3, 0.3, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'こだわりスカーフ', 'こだわりハチマキ', 'きあいのタスキ', 'ゴツゴツメット', 'とつげきチョッキ', 'しんぴのしずく', 'たべのこし', 'オボンのみ', 'おんみつマント']","[30.4, 25.0, 21.0, 16.0, 2.3, 1.6, 0.9, 0.4, 0.4, 0.4]","['みず', 'ノーマル', 'フェアリー', 'ステラ', 'どく', 'はがね', 'じめん', 'ほのお', 'かくとう', 'でんき']","[65.5, 10.8, 7.2, 3.5, 3.5, 3.4, 1.5, 1.2, 1.2, 0.9]"
1017-000,6,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'でんこうせっか', 'アンコール', 'じゃれつく', 'くさわけ', 'がんせきふうじ', 'ちょうはつ']","[96.1, 72.3, 54.7, 24.2, 20.9, 19.7, 16.4, 15.7, 14.1, 10.3]","['いじっぱり', 'ようき', 'わんぱく', 'さみしがり', 'しんちょう', 'せっかち', 'ゆうかん', 'やんちゃ', 'むじゃき', 'おくびょう']","[63.7, 26.6, 4.7, 2.6, 2.0, 0.1, 0.1, 0.1, 0.1, 0.1]",['まけんき'],"[65.6, 13.7, 13.4, 7.3]","['いかさまダイス', 'こだわりハチマキ', 'きあいのタスキ', 'とつげきチョッキ', 'いのちのたま', 'こだわりスカーフ', 'たべのこし']","[47.7, 18.5, 15.4, 6.2, 4.6, 4.6, 3.1]",['くさ'],"[68.1, 14.5, 12.0, 5.4]"
1017-001,6,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'でんこうせっか', 'アンコール', 'じゃれつく', 'くさわけ', 'がんせきふうじ', 'ちょうはつ']","[96.1, 72.3, 54.7, 24.2, 20.9, 19.7, 16.4, 15.7, 14.1, 10.3]","['いじっぱり', 'ようき', 'わんぱく', 'さみしがり', 'しんちょう', 'せっかち', 'ゆうかん', 'やんちゃ', 'むじゃき', 'おくびょう']","[63.7, 26.6, 4.7, 2.6, 2.0, 0.1, 0.1, 0.1, 0.1, 0.1]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,6,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'でんこうせっか', 'アンコール', 'じゃれつく', 'くさわけ', 'がんせきふうじ', 'ちょうはつ']","[96.1, 72.3, 54.7, 24.2, 20.9, 19.7, 16.4, 15.7, 14.1, 10.3]","['いじっぱり', 'ようき', 'わんぱく', 'さみしがり', 'しんちょう', 'せっかち', 'ゆうかん', 'やんちゃ', 'むじゃき', 'おくびょう']","[63.7, 26.6, 4.7, 2.6, 2.0, 0.1, 0.1, 0.1, 0.1, 0.1]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,6,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'でんこうせっか', 'アンコール', 'じゃれつく', 'くさわけ', 'がんせきふうじ', 'ちょうはつ']","[96.1, 72.3, 54.7, 24.2, 20.9, 19.7, 16.4, 15.7, 14.1, 10.3]","['いじっぱり', 'ようき', 'わんぱく', 'さみしがり', 'しんちょう', 'せっかち', 'ゆうかん', 'やんちゃ', 'むじゃき', 'おくびょう']","[63.7, 26.6, 4.7, 2.6, 2.0, 0.1, 0.1, 0.1, 0.1, 0.1]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
0901-001,7,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'だいちのちから', 'しんくうは', 'ハイパーボイス', 'つきのひかり', 'めいそう', 'ムーンフォース', 'あくび', 'ちょうはつ', 'テラバースト']","[97.2, 82.5, 77.7, 62.5, 33.9, 16.8, 11.4, 8.8, 2.2, 1.5]","['ひかえめ', 'れいせい', 'ずぶとい', 'おだやか', 'がんばりや', 'おくびょう', 'のんき', 'なまいき', 'おっとり', 'いじっぱり']","[71.9, 11.3, 10.7, 2.4, 2.3, 0.7, 0.3, 0.2, 0.1, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'シルクのスカーフ', 'きあいのタスキ', 'ゴツゴツメット', 'いのちのたま', 'たべのこし', 'オボンのみ', 'アッキのみ', 'おんみつマント', 'ラムのみ']","[48.1, 15.5, 6.9, 6.7, 4.6, 4.3, 3.9, 2.2, 1.9, 1.5]","['ノーマル', 'ほのお', 'どく', 'フェアリー', 'みず', 'ゴースト', 'かくとう', 'はがね', 'くさ', 'ステラ']","[57.1, 14.5, 12.8, 9.6, 3.5, 1.4, 0.3, 0.2, 0.1, 0.1]"
