,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'マジカルフレイム', 'でんじは', 'パワージェム', 'ちょうはつ', 'いたみわけ', 'めいそう', 'あまえる', 'たたりめ']","[91.5, 72.7, 25.7, 24.0, 23.7, 22.0, 21.9, 19.1, 18.4, 17.9]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'せっかち', 'むじゃき', 'ようき', 'おっとり', 'がんばりや', 'うっかりや']","[74.2, 12.9, 11.4, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'ジャポのみ', 'こだわりスカーフ', 'ラムのみ', 'とつげきチョッキ', 'いのちのたま', 'たべのこし', 'ゴツゴツメット']","[61.0, 22.4, 7.1, 2.9, 2.9, 1.2, 0.9, 0.5, 0.2, 0.2]","['フェアリー', 'ステラ', 'みず', 'でんき', 'ほのお', 'ゴースト', 'ノーマル', 'じめん', 'はがね', 'くさ']","[32.3, 27.5, 19.0, 6.1, 5.8, 3.8, 1.7, 1.5, 1.3, 0.3]"
0149-000,2,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'りゅうのまい', 'はねやすめ', 'アンコール', 'アイアンヘッド', 'スケイルショット', 'テラバースト', 'げきりん', 'けたぐり']","[65.1, 61.8, 48.0, 39.6, 31.4, 30.7, 29.3, 16.8, 13.8, 10.4]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'うっかりや', 'ひかえめ', 'おだやか', 'しんちょう', 'れいせい']","[64.9, 13.6, 8.6, 5.8, 2.2, 0.8, 0.8, 0.6, 0.4, 0.3]","['マルチスケイル', 'せいしんりょく']","[99.5, 0.5]","['いかさまダイス', 'ゴツゴツメット', 'こだわりハチマキ', 'クリアチャーム', 'たべのこし', 'あつぞこブーツ', 'じゃくてんほけん', 'ラムのみ', 'とつげきチョッキ', 'おんみつマント']","[27.0, 14.5, 14.1, 8.5, 7.9, 7.9, 7.6, 3.9, 3.2, 1.7]","['ノーマル', 'はがね', 'ひこう', 'フェアリー', 'でんき', 'じめん', 'みず', 'ほのお', 'どく', 'ドラゴン']","[32.7, 27.6, 17.8, 8.2, 6.7, 3.9, 1.3, 0.8, 0.4, 0.4]"
1017-000,3,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'じゃれつく', 'アンコール', 'がんせきふうじ', 'でんこうせっか', 'はたきおとす', 'パワーウィップ', 'やどりぎのタネ']","[99.4, 70.7, 34.2, 32.3, 29.4, 25.3, 20.5, 15.2, 13.7, 10.7]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'おくびょう', 'ずぶとい']","[49.8, 37.3, 8.2, 2.7, 1.7, 0.1, 0.1, 0.1, 0.0, 0.0]",['まけんき'],"[71.8, 14.7, 10.4, 3.2]","['こだわりハチマキ', 'いかさまダイス', 'とつげきチョッキ', 'こだわりスカーフ', 'きあいのタスキ', 'ゴツゴツメット', 'いのちのたま']","[65.5, 6.9, 6.9, 6.9, 6.9, 3.4, 3.4]",['くさ'],"[74.9, 15.2, 6.0, 4.0]"
1017-001,3,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'じゃれつく', 'アンコール', 'がんせきふうじ', 'でんこうせっか', 'はたきおとす', 'パワーウィップ', 'やどりぎのタネ']","[99.4, 70.7, 34.2, 32.3, 29.4, 25.3, 20.5, 15.2, 13.7, 10.7]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'おくびょう', 'ずぶとい']","[49.8, 37.3, 8.2, 2.7, 1.7, 0.1, 0.1, 0.1, 0.0, 0.0]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,3,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'じゃれつく', 'アンコール', 'がんせきふうじ', 'でんこうせっか', 'はたきおとす', 'パワーウィップ', 'やどりぎのタネ']","[99.4, 70.7, 34.2, 32.3, 29.4, 25.3, 20.5, 15.2, 13.7, 10.7]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'おくびょう', 'ずぶとい']","[49.8, 37.3, 8.2, 2.7, 1.7, 0.1, 0.1, 0.1, 0.0, 0.0]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,3,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'じゃれつく', 'アンコール', 'がんせきふうじ', 'でんこうせっか', 'はたきおとす', 'パワーウィップ', 'やどりぎのタネ']","[99.4, 70.7, 34.2, 32.3, 29.4, 25.3, 20.5, 15.2, 13.7, 10.7]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'おくびょう', 'ずぶとい']","[49.8, 37.3, 8.2, 2.7, 1.7, 0.1, 0.1, 0.1, 0.0, 0.0]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
0892-001,4,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'ドレインパンチ', 'つるぎのまい', 'とんぼがえり', 'アイススピナー', 'れいとうパンチ', 'かみなりパンチ', 'ビルドアップ']","[99.9, 74.5, 50.6, 43.0, 33.4, 31.6, 28.1, 12.3, 10.4, 7.8]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'やんちゃ', 'むじゃき', 'さみしがり', 'まじめ', 'せっかち', 'てれや']","[76.0, 17.8, 4.5, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'こだわりスカーフ', 'きあいのタスキ', 'しんぴのしずく', 'こだわりハチマキ', 'ゴツゴツメット', 'オボンのみ', 'とつげきチョッキ', 'いのちのたま', 'ラムのみ']","[32.0, 23.2, 13.0, 8.3, 7.1, 4.8, 4.1, 4.0, 0.8, 0.6]","['みず', 'どく', 'でんき', 'はがね', 'ゴースト', 'かくとう', 'ほのお', 'フェアリー', 'ステラ', 'じめん']","[69.2, 15.7, 5.7, 5.1, 1.3, 1.0, 0.8, 0.5, 0.2, 0.2]"
1002-000,5,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'こおりのつぶて', 'テラバースト', 'かみくだく', 'つるぎのまい', 'サイコファング', 'ぜったいれいど', 'アイススピナー']","[94.5, 68.3, 62.0, 39.7, 35.0, 34.7, 23.0, 19.5, 10.9, 3.5]","['いじっぱり', 'ようき', 'やんちゃ', 'むじゃき', 'せっかち', 'さみしがり', 'わんぱく', 'おくびょう', 'がんばりや', 'ゆうかん']","[59.1, 38.6, 0.3, 0.3, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'オボンのみ', 'いのちのたま', 'こだわりスカーフ', 'ラムのみ', 'ゴツゴツメット', 'とつげきチョッキ', 'くろいメガネ', 'クリアチャーム']","[54.6, 21.5, 12.3, 7.9, 0.8, 0.7, 0.4, 0.3, 0.3, 0.2]","['でんき', 'あく', 'ゴースト', 'こおり', 'ステラ', 'フェアリー', 'どく', 'ほのお', 'くさ', 'ひこう']","[47.7, 29.1, 15.0, 2.4, 1.5, 1.0, 0.8, 0.6, 0.6, 0.4]"
0901-001,6,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'だいちのちから', 'しんくうは', 'ハイパーボイス', 'つきのひかり', 'あくび', 'ムーンフォース', 'めいそう', 'ちょうはつ', 'テラバースト']","[97.9, 84.4, 71.8, 49.1, 33.8, 30.0, 10.6, 10.3, 5.7, 2.3]","['ひかえめ', 'ずぶとい', 'れいせい', 'がんばりや', 'おくびょう', 'おだやか', 'のんき', 'なまいき', 'まじめ', 'いじっぱり']","[72.8, 13.2, 6.2, 2.6, 2.5, 2.3, 0.2, 0.1, 0.0, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'たべのこし', 'シルクのスカーフ', 'オボンのみ', 'ゴツゴツメット', 'きあいのタスキ', 'いのちのたま', 'おんみつマント', 'のどスプレー', 'アッキのみ']","[42.7, 21.9, 11.1, 8.0, 4.9, 2.4, 2.1, 1.3, 1.1, 0.7]","['ノーマル', 'どく', 'フェアリー', 'みず', 'ゴースト', 'かくとう', 'ほのお', 'ドラゴン', 'くさ', 'はがね']","[53.2, 32.6, 10.7, 1.8, 0.6, 0.3, 0.2, 0.2, 0.1, 0.1]"
1018-000,7,1018,0,ブリジュラス,,ブリジュラス,"['ラスターカノン', 'りゅうせいぐん', 'ステルスロック', 'ボディプレス', 'でんじは', 'エレクトロビーム', 'アイアンヘッド', 'ほえる', 'ミラーコート', 'てっぺき']","[54.0, 52.1, 51.1, 44.0, 26.4, 25.2, 16.2, 15.7, 14.6, 13.9]","['おくびょう', 'ひかえめ', 'わんぱく', 'ずぶとい', 'おだやか', 'しんちょう', 'うっかりや', 'ようき', 'のんき', 'むじゃき']","[23.2, 22.0, 21.3, 11.3, 6.8, 4.2, 2.6, 2.2, 1.4, 1.1]","['じきゅうりょく', 'がんじょう', 'すじがねいり']","[53.4, 46.5, 0.1]","['たべのこし', 'パワフルハーブ', 'オボンのみ', 'ジャポのみ', 'イバンのみ', 'こだわりメガネ', 'とつげきチョッキ', 'ゴツゴツメット', 'おんみつマント', 'レッドカード']","[23.6, 17.6, 14.5, 11.4, 7.4, 6.9, 6.1, 3.4, 2.8, 1.0]","['フェアリー', 'ステラ', 'ひこう', 'みず', 'どく', 'でんき', 'こおり', 'ゴースト', 'かくとう', 'ドラゴン']","[41.5, 13.2, 12.2, 7.0, 6.3, 4.1, 3.2, 2.9, 2.5, 2.3]"
