,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'パワージェム', 'マジカルフレイム', 'いたみわけ', 'テラバースト', 'あまえる', 'でんじは', 'みがわり', 'めいそう']","[95.7, 81.0, 29.3, 27.6, 22.5, 17.6, 17.1, 17.1, 15.6, 15.0]","['おくびょう', 'ひかえめ', 'ずぶとい', 'せっかち', 'おだやか', 'むじゃき', 'おっとり', 'ようき', 'うっかりや', 'わんぱく']","[78.4, 11.8, 8.4, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'ジャポのみ', 'いのちのたま', 'ラムのみ', 'たべのこし', 'ゴツゴツメット']","[56.4, 32.4, 6.0, 1.1, 1.1, 0.8, 0.7, 0.3, 0.2, 0.2]","['ステラ', 'フェアリー', 'みず', 'ほのお', 'でんき', 'ゴースト', 'じめん', 'ノーマル', 'はがね', 'くさ']","[37.1, 26.8, 17.0, 6.5, 3.8, 3.1, 1.9, 1.6, 1.0, 0.4]"
0149-000,2,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'りゅうのまい', 'はねやすめ', 'アイアンヘッド', 'スケイルショット', 'アンコール', 'テラバースト', 'げきりん', 'けたぐり']","[71.7, 65.5, 47.6, 43.4, 28.9, 23.2, 20.7, 20.1, 16.0, 13.2]","['いじっぱり', 'ようき', 'わんぱく', 'ずぶとい', 'ゆうかん', 'うっかりや', 'ひかえめ', 'しんちょう', 'おだやか', 'れいせい']","[66.2, 11.8, 8.6, 4.6, 3.9, 0.8, 0.8, 0.5, 0.5, 0.4]","['マルチスケイル', 'せいしんりょく']","[99.5, 0.5]","['いかさまダイス', 'こだわりハチマキ', 'ゴツゴツメット', 'クリアチャーム', 'あつぞこブーツ', 'じゃくてんほけん', 'とつげきチョッキ', 'たべのこし', 'ラムのみ', 'おんみつマント']","[20.7, 16.0, 14.6, 13.6, 8.2, 6.3, 5.8, 5.8, 3.9, 1.4]","['ノーマル', 'はがね', 'ひこう', 'でんき', 'じめん', 'フェアリー', 'みず', 'ほのお', 'ドラゴン', 'どく']","[36.8, 20.5, 17.7, 11.5, 5.5, 5.2, 1.3, 0.8, 0.3, 0.2]"
1017-000,3,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'じゃれつく', 'アンコール', 'でんこうせっか', 'がんせきふうじ', 'はたきおとす', 'みがわり', 'やどりぎのタネ']","[99.3, 75.0, 31.8, 29.6, 25.4, 25.2, 24.6, 18.1, 11.7, 10.4]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'せっかち', 'むじゃき', 'やんちゃ', 'まじめ', 'おくびょう']","[48.3, 38.3, 8.0, 2.9, 2.1, 0.1, 0.1, 0.0, 0.0, 0.0]",['まけんき'],"[65.0, 19.8, 11.7, 3.4]","['こだわりハチマキ', 'いかさまダイス', 'とつげきチョッキ', 'きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'ゴツゴツメット']","[63.3, 10.0, 6.7, 6.7, 6.7, 3.3, 3.3]",['くさ'],"[67.3, 21.7, 6.3, 4.8]"
1017-001,3,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'じゃれつく', 'アンコール', 'でんこうせっか', 'がんせきふうじ', 'はたきおとす', 'みがわり', 'やどりぎのタネ']","[99.3, 75.0, 31.8, 29.6, 25.4, 25.2, 24.6, 18.1, 11.7, 10.4]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'せっかち', 'むじゃき', 'やんちゃ', 'まじめ', 'おくびょう']","[48.3, 38.3, 8.0, 2.9, 2.1, 0.1, 0.1, 0.0, 0.0, 0.0]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,3,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'じゃれつく', 'アンコール', 'でんこうせっか', 'がんせきふうじ', 'はたきおとす', 'みがわり', 'やどりぎのタネ']","[99.3, 75.0, 31.8, 29.6, 25.4, 25.2, 24.6, 18.1, 11.7, 10.4]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'せっかち', 'むじゃき', 'やんちゃ', 'まじめ', 'おくびょう']","[48.3, 38.3, 8.0, 2.9, 2.1, 0.1, 0.1, 0.0, 0.0, 0.0]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,3,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'じゃれつく', 'アンコール', 'でんこうせっか', 'がんせきふうじ', 'はたきおとす', 'みがわり', 'やどりぎのタネ']","[99.3, 75.0, 31.8, 29.6, 25.4, 25.2, 24.6, 18.1, 11.7, 10.4]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'せっかち', 'むじゃき', 'やんちゃ', 'まじめ', 'おくびょう']","[48.3, 38.3, 8.0, 2.9, 2.1, 0.1, 0.1, 0.0, 0.0, 0.0]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
0892-001,4,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'インファイト', 'アクアジェット', 'とんぼがえり', 'アイススピナー', 'ドレインパンチ', 'つるぎのまい', 'れいとうパンチ', 'かみなりパンチ', 'ビルドアップ']","[99.9, 66.3, 63.7, 42.7, 37.5, 28.7, 17.4, 15.1, 13.9, 5.4]","['いじっぱり', 'ようき', 'わんぱく', 'やんちゃ', 'しんちょう', 'さみしがり', 'むじゃき', 'せっかち', 'まじめ', 'がんばりや']","[79.3, 18.1, 1.0, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['こだわりスカーフ', 'パンチグローブ', 'きあいのタスキ', 'こだわりハチマキ', 'とつげきチョッキ', 'オボンのみ', 'しんぴのしずく', 'たべのこし', 'ゴツゴツメット', 'いのちのたま']","[39.3, 25.2, 17.6, 7.5, 5.0, 1.6, 1.1, 0.5, 0.5, 0.4]","['みず', 'どく', 'はがね', 'でんき', 'ゴースト', 'かくとう', 'ほのお', 'フェアリー', 'ステラ', 'くさ']","[71.1, 11.3, 6.4, 5.6, 1.9, 1.4, 1.0, 0.5, 0.2, 0.2]"
1002-000,5,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'こおりのつぶて', 'テラバースト', 'かみくだく', 'つるぎのまい', 'サイコファング', 'ぜったいれいど', 'アイススピナー']","[90.6, 65.6, 58.3, 43.0, 38.3, 34.7, 25.1, 19.4, 7.2, 6.4]","['いじっぱり', 'ようき', 'やんちゃ', 'むじゃき', 'せっかち', 'さみしがり', 'わんぱく', 'すなお', 'がんばりや', 'おくびょう']","[64.8, 33.0, 0.4, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'オボンのみ', 'いのちのたま', 'こだわりスカーフ', 'ラムのみ', 'とつげきチョッキ', 'ゴツゴツメット', 'クリアチャーム', 'くろいメガネ']","[50.4, 21.6, 14.6, 9.0, 1.3, 0.9, 0.5, 0.4, 0.2, 0.2]","['でんき', 'あく', 'ゴースト', 'こおり', 'ステラ', 'フェアリー', 'どく', 'くさ', 'ほのお', 'かくとう']","[49.5, 27.2, 13.9, 2.5, 1.7, 1.3, 1.1, 0.7, 0.6, 0.3]"
0901-001,6,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'だいちのちから', 'しんくうは', 'ハイパーボイス', 'あくび', 'つきのひかり', 'ムーンフォース', 'めいそう', 'ちょうはつ', 'ボディプレス']","[97.2, 88.0, 63.2, 44.2, 35.6, 34.8, 12.8, 9.7, 8.3, 2.0]","['ひかえめ', 'ずぶとい', 'れいせい', 'がんばりや', 'おだやか', 'おくびょう', 'のんき', 'なまいき', 'わんぱく', 'ゆうかん']","[66.7, 18.0, 6.3, 3.4, 2.7, 2.5, 0.3, 0.1, 0.0, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'たべのこし', 'シルクのスカーフ', 'オボンのみ', 'きあいのタスキ', 'いのちのたま', 'おんみつマント', 'のどスプレー', 'アッキのみ', 'ゴツゴツメット']","[37.6, 31.9, 8.9, 8.8, 2.8, 2.2, 1.6, 1.3, 1.2, 0.5]","['ノーマル', 'どく', 'フェアリー', 'みず', 'ゴースト', 'かくとう', 'ほのお', 'くさ', 'ドラゴン', 'ステラ']","[51.0, 35.1, 9.7, 2.0, 0.8, 0.3, 0.2, 0.2, 0.2, 0.1]"
1018-000,7,1018,0,ブリジュラス,,ブリジュラス,"['ラスターカノン', 'りゅうせいぐん', 'ステルスロック', 'ボディプレス', 'エレクトロビーム', 'でんじは', '１０まんボルト', 'ドラゴンテール', 'ミラーコート', 'ほえる']","[57.7, 53.9, 51.4, 40.7, 25.2, 22.3, 16.6, 16.3, 14.8, 14.6]","['ひかえめ', 'おくびょう', 'わんぱく', 'ずぶとい', 'おだやか', 'しんちょう', 'ようき', 'のんき', 'なまいき', 'うっかりや']","[33.1, 20.9, 14.1, 11.1, 7.7, 3.8, 2.2, 1.6, 1.0, 1.0]","['がんじょう', 'じきゅうりょく', 'すじがねいり']","[51.5, 48.4, 0.1]","['パワフルハーブ', 'オボンのみ', 'たべのこし', 'こだわりメガネ', 'イバンのみ', 'ジャポのみ', 'とつげきチョッキ', 'ゴツゴツメット', 'おんみつマント', 'レッドカード']","[16.7, 15.6, 14.3, 12.4, 10.8, 9.6, 7.9, 4.3, 2.0, 0.6]","['フェアリー', 'ひこう', 'ステラ', 'みず', 'こおり', 'はがね', 'でんき', 'ゴースト', 'かくとう', 'ドラゴン']","[40.1, 15.2, 13.0, 7.2, 5.2, 3.3, 3.2, 3.1, 2.6, 2.4]"
