,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'マジカルフレイム', 'いたみわけ', 'パワージェム', 'でんじは', 'あまえる', 'めいそう', 'ちょうはつ', 'たたりめ']","[95.1, 78.0, 28.3, 26.1, 23.0, 21.1, 20.0, 18.9, 14.4, 13.9]","['おくびょう', 'ひかえめ', 'ずぶとい', 'おだやか', 'せっかち', 'おっとり', 'むじゃき', 'ようき', 'わんぱく', 'すなお']","[75.3, 12.8, 10.6, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'いのちのたま', 'ジャポのみ', 'ラムのみ', 'たべのこし', 'ゴツゴツメット']","[57.7, 29.1, 7.5, 1.2, 1.0, 1.0, 0.6, 0.4, 0.3, 0.2]","['フェアリー', 'みず', 'ステラ', 'ほのお', 'ゴースト', 'でんき', 'じめん', 'ノーマル', 'はがね', 'くさ']","[31.7, 22.4, 22.3, 8.3, 4.6, 4.2, 2.1, 1.7, 1.3, 0.4]"
0149-000,2,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'りゅうのまい', 'はねやすめ', 'スケイルショット', 'アイアンヘッド', 'アンコール', 'げきりん', 'テラバースト', 'でんじは']","[72.0, 62.0, 47.8, 39.1, 33.0, 31.9, 25.4, 15.0, 13.4, 12.4]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'うっかりや', 'おだやか', 'ひかえめ', 'しんちょう', 'れいせい']","[63.9, 15.9, 8.4, 4.1, 1.6, 1.3, 1.1, 0.9, 0.5, 0.4]","['マルチスケイル', 'せいしんりょく']","[99.4, 0.6]","['いかさまダイス', 'ゴツゴツメット', 'こだわりハチマキ', 'あつぞこブーツ', 'たべのこし', 'じゃくてんほけん', 'ラムのみ', 'クリアチャーム', 'するどいくちばし', 'おんみつマント']","[30.3, 17.6, 15.7, 8.9, 7.2, 6.7, 5.7, 1.9, 1.5, 1.4]","['ノーマル', 'はがね', 'ひこう', 'フェアリー', 'でんき', 'ほのお', 'みず', 'ドラゴン', 'じめん', 'どく']","[36.2, 29.1, 19.1, 9.4, 1.8, 1.6, 1.6, 0.4, 0.4, 0.2]"
1017-000,3,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'でんこうせっか', 'じゃれつく', 'がんせきふうじ', 'アンコール', 'はたきおとす', 'みがわり', 'ちょうはつ']","[99.4, 80.7, 33.7, 30.6, 28.1, 25.3, 19.6, 17.1, 12.0, 8.7]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'まじめ', 'おくびょう']","[51.4, 38.2, 5.2, 2.7, 2.2, 0.1, 0.1, 0.1, 0.0, 0.0]",['まけんき'],"[64.7, 22.5, 9.5, 3.4]","['こだわりハチマキ', 'とつげきチョッキ', 'いかさまダイス', 'きあいのタスキ', 'こだわりスカーフ', 'ラムのみ', 'いのちのたま']","[63.3, 6.7, 6.7, 6.7, 6.7, 6.7, 3.3]",['くさ'],"[65.9, 23.8, 6.1, 4.2]"
1017-001,3,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'でんこうせっか', 'じゃれつく', 'がんせきふうじ', 'アンコール', 'はたきおとす', 'みがわり', 'ちょうはつ']","[99.4, 80.7, 33.7, 30.6, 28.1, 25.3, 19.6, 17.1, 12.0, 8.7]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'まじめ', 'おくびょう']","[51.4, 38.2, 5.2, 2.7, 2.2, 0.1, 0.1, 0.1, 0.0, 0.0]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,3,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'でんこうせっか', 'じゃれつく', 'がんせきふうじ', 'アンコール', 'はたきおとす', 'みがわり', 'ちょうはつ']","[99.4, 80.7, 33.7, 30.6, 28.1, 25.3, 19.6, 17.1, 12.0, 8.7]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'まじめ', 'おくびょう']","[51.4, 38.2, 5.2, 2.7, 2.2, 0.1, 0.1, 0.1, 0.0, 0.0]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,3,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'でんこうせっか', 'じゃれつく', 'がんせきふうじ', 'アンコール', 'はたきおとす', 'みがわり', 'ちょうはつ']","[99.4, 80.7, 33.7, 30.6, 28.1, 25.3, 19.6, 17.1, 12.0, 8.7]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'やんちゃ', 'まじめ', 'おくびょう']","[51.4, 38.2, 5.2, 2.7, 2.2, 0.1, 0.1, 0.1, 0.0, 0.0]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
0892-001,4,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'とんぼがえり', 'ドレインパンチ', 'アイススピナー', 'つるぎのまい', 'れいとうパンチ', 'かみなりパンチ', 'ビルドアップ']","[99.9, 74.0, 59.0, 38.2, 36.1, 30.2, 21.1, 17.5, 6.7, 6.3]","['いじっぱり', 'ようき', 'わんぱく', 'やんちゃ', 'しんちょう', 'むじゃき', 'さみしがり', 'せっかち', 'まじめ', 'ゆうかん']","[73.1, 24.2, 0.9, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'こだわりスカーフ', 'こだわりハチマキ', 'きあいのタスキ', 'とつげきチョッキ', 'オボンのみ', 'しんぴのしずく', 'いのちのたま', 'たべのこし', 'ゴツゴツメット']","[32.1, 28.7, 15.4, 9.4, 7.8, 1.8, 1.5, 0.6, 0.6, 0.5]","['みず', 'どく', 'はがね', 'でんき', 'かくとう', 'ほのお', 'ゴースト', 'ステラ', 'フェアリー', 'くさ']","[69.3, 13.3, 7.8, 4.8, 1.8, 1.6, 0.4, 0.3, 0.3, 0.1]"
1000-000,5,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'トリック', 'じこさいせい', 'わるだくみ', '１０まんボルト', 'でんじは', 'たたりめ', 'きあいだま', 'テラバースト']","[92.2, 84.9, 52.8, 51.5, 41.4, 23.5, 13.4, 10.2, 7.0, 6.7]","['ひかえめ', 'おくびょう', 'ずぶとい', 'おだやか', 'おっとり', 'がんばりや', 'すなお', 'れいせい', 'てれや', 'せっかち']","[41.9, 35.1, 17.8, 4.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['こだわりスカーフ', 'こだわりメガネ', 'おんみつマント', 'ゴツゴツメット', 'たべのこし', 'ふうせん', 'とつげきチョッキ', 'じゃくてんほけん', 'いのちのたま', 'オボンのみ']","[36.8, 21.7, 21.2, 8.2, 4.3, 2.0, 1.6, 0.7, 0.6, 0.5]","['ひこう', 'みず', 'はがね', 'ノーマル', 'フェアリー', 'かくとう', 'ゴースト', 'ドラゴン', 'あく', 'ステラ']","[29.9, 29.6, 14.3, 8.5, 5.9, 5.0, 4.2, 0.7, 0.5, 0.3]"
0901-001,6,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'だいちのちから', 'しんくうは', 'ハイパーボイス', 'あくび', 'ムーンフォース', 'つきのひかり', 'めいそう', 'ちょうはつ', 'ボディプレス']","[97.5, 88.7, 82.4, 54.5, 18.7, 17.0, 15.2, 12.2, 6.5, 2.1]","['ひかえめ', 'れいせい', 'ずぶとい', 'がんばりや', 'おくびょう', 'おだやか', 'のんき', 'なまいき', 'さみしがり', 'いじっぱり']","[76.7, 8.8, 6.5, 3.5, 2.1, 2.1, 0.1, 0.1, 0.0, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'シルクのスカーフ', 'オボンのみ', 'たべのこし', 'いのちのたま', 'おんみつマント', 'きあいのタスキ', 'のどスプレー', 'アッキのみ', 'ゴツゴツメット']","[47.4, 12.5, 11.7, 11.6, 3.6, 2.7, 2.5, 2.0, 1.2, 0.5]","['ノーマル', 'どく', 'フェアリー', 'みず', 'ゴースト', 'かくとう', 'ほのお', 'ドラゴン', 'ステラ', 'はがね']","[67.8, 16.5, 10.5, 2.9, 0.8, 0.4, 0.2, 0.2, 0.2, 0.1]"
1002-000,7,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'こおりのつぶて', 'テラバースト', 'かみくだく', 'つるぎのまい', 'サイコファング', 'ぜったいれいど', 'うっぷんばらし']","[95.4, 66.3, 57.2, 44.5, 39.0, 38.9, 18.0, 14.9, 7.2, 6.8]","['いじっぱり', 'ようき', 'やんちゃ', 'むじゃき', 'せっかち', 'さみしがり', 'わんぱく', 'すなお', 'てれや', 'うっかりや']","[59.4, 38.3, 0.4, 0.3, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'いのちのたま', 'オボンのみ', 'ラムのみ', 'こだわりスカーフ', 'とつげきチョッキ', 'くろいメガネ', 'ゴツゴツメット', 'クリアチャーム']","[54.6, 20.4, 15.9, 3.6, 1.7, 1.1, 0.5, 0.4, 0.4, 0.2]","['でんき', 'あく', 'ゴースト', 'こおり', 'ステラ', 'くさ', 'どく', 'フェアリー', 'ほのお', 'かくとう']","[44.9, 27.5, 11.4, 3.9, 3.6, 2.1, 1.9, 1.7, 1.0, 0.6]"
