,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0149-000,1,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'はねやすめ', 'りゅうのまい', 'アイアンヘッド', 'アンコール', 'スケイルショット', 'でんじは', 'テラバースト', 'げきりん']","[59.6, 59.5, 47.9, 46.8, 28.5, 28.1, 23.4, 18.8, 14.5, 13.1]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'ひかえめ', 'おだやか', 'しんちょう', 'おくびょう', 'れいせい']","[53.9, 16.3, 15.0, 5.0, 4.7, 1.0, 0.8, 0.7, 0.5, 0.4]","['マルチスケイル', 'せいしんりょく']","[99.5, 0.5]","['いかさまダイス', 'ゴツゴツメット', 'たべのこし', 'こだわりハチマキ', 'じゃくてんほけん', 'あつぞこブーツ', 'ラムのみ', 'するどいくちばし', 'タラプのみ', 'とつげきチョッキ']","[23.5, 17.2, 15.4, 11.6, 8.6, 7.1, 4.9, 3.7, 1.4, 1.3]","['ノーマル', 'はがね', 'ひこう', 'フェアリー', 'でんき', 'みず', 'ほのお', 'ドラゴン', 'じめん', 'どく']","[31.3, 25.3, 21.3, 15.1, 2.3, 1.6, 1.5, 0.7, 0.4, 0.2]"
0987-000,2,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'でんじは', 'マジカルフレイム', 'いたみわけ', 'たたりめ', 'あまえる', 'めいそう', 'パワージェム', 'ちょうはつ']","[92.8, 66.9, 30.6, 25.4, 24.1, 22.4, 22.2, 19.9, 19.1, 17.4]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'せっかち', 'むじゃき', 'おっとり', 'ようき', 'うっかりや', 'まじめ']","[71.0, 14.2, 13.4, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'ゴツゴツメット', 'とつげきチョッキ', 'ジャポのみ', 'マゴのみ', 'いのちのたま', 'ラムのみ']","[60.0, 21.6, 8.7, 2.2, 1.4, 1.2, 1.1, 1.0, 0.5, 0.4]","['フェアリー', 'みず', 'でんき', 'ほのお', 'ゴースト', 'じめん', 'ノーマル', 'はがね', 'くさ', 'かくとう']","[44.3, 22.2, 8.6, 7.7, 6.0, 5.5, 3.0, 1.2, 0.7, 0.3]"
1017-000,3,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'でんこうせっか', 'じゃれつく', 'アンコール', 'やどりぎのタネ', 'がんせきふうじ', 'みがわり', 'はたきおとす']","[99.5, 79.2, 32.7, 29.1, 26.2, 20.9, 17.3, 16.9, 16.4, 14.7]","['ようき', 'いじっぱり', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'なまいき', 'おくびょう', 'せっかち']","[50.7, 41.3, 3.5, 2.2, 2.1, 0.1, 0.0, 0.0, 0.0, 0.0]",['まけんき'],"[61.7, 22.4, 13.4, 2.5]","['こだわりハチマキ', 'ゴツゴツメット', 'きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'とつげきチョッキ', 'たべのこし']","[52.4, 9.5, 9.5, 9.5, 9.5, 4.8, 4.8]",['くさ'],"[66.3, 23.6, 6.1, 4.0]"
1017-001,3,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'でんこうせっか', 'じゃれつく', 'アンコール', 'やどりぎのタネ', 'がんせきふうじ', 'みがわり', 'はたきおとす']","[99.5, 79.2, 32.7, 29.1, 26.2, 20.9, 17.3, 16.9, 16.4, 14.7]","['ようき', 'いじっぱり', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'なまいき', 'おくびょう', 'せっかち']","[50.7, 41.3, 3.5, 2.2, 2.1, 0.1, 0.0, 0.0, 0.0, 0.0]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,3,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'でんこうせっか', 'じゃれつく', 'アンコール', 'やどりぎのタネ', 'がんせきふうじ', 'みがわり', 'はたきおとす']","[99.5, 79.2, 32.7, 29.1, 26.2, 20.9, 17.3, 16.9, 16.4, 14.7]","['ようき', 'いじっぱり', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'なまいき', 'おくびょう', 'せっかち']","[50.7, 41.3, 3.5, 2.2, 2.1, 0.1, 0.0, 0.0, 0.0, 0.0]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,3,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'でんこうせっか', 'じゃれつく', 'アンコール', 'やどりぎのタネ', 'がんせきふうじ', 'みがわり', 'はたきおとす']","[99.5, 79.2, 32.7, 29.1, 26.2, 20.9, 17.3, 16.9, 16.4, 14.7]","['ようき', 'いじっぱり', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'なまいき', 'おくびょう', 'せっかち']","[50.7, 41.3, 3.5, 2.2, 2.1, 0.1, 0.0, 0.0, 0.0, 0.0]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
1000-000,4,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'トリック', 'じこさいせい', 'わるだくみ', '１０まんボルト', 'でんじは', 'たたりめ', 'テラバースト', 'パワージェム']","[92.4, 81.9, 56.3, 46.2, 31.7, 30.2, 16.3, 13.1, 7.9, 6.3]","['おくびょう', 'ひかえめ', 'ずぶとい', 'おだやか', 'きまぐれ', 'おっとり', 'れいせい', 'すなお', 'むじゃき', 'のんき']","[38.8, 38.3, 18.4, 3.3, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['こだわりスカーフ', 'こだわりメガネ', 'おんみつマント', 'ゴツゴツメット', 'ふうせん', 'たべのこし', 'とつげきチョッキ', 'じゃくてんほけん', 'オボンのみ', 'アッキのみ']","[41.4, 20.4, 15.4, 8.3, 4.2, 3.9, 1.3, 1.2, 0.6, 0.5]","['ひこう', 'みず', 'はがね', 'かくとう', 'ノーマル', 'フェアリー', 'ゴースト', 'ドラゴン', 'でんき', 'あく']","[29.6, 24.4, 17.9, 7.9, 7.2, 4.6, 4.3, 1.6, 0.8, 0.5]"
0901-001,5,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'だいちのちから', 'しんくうは', 'ハイパーボイス', 'あくび', 'つきのひかり', 'ムーンフォース', 'めいそう', 'まもる', 'ちょうはつ']","[95.9, 88.1, 83.4, 53.3, 25.3, 16.3, 16.0, 12.9, 2.1, 1.5]","['ひかえめ', 'れいせい', 'ずぶとい', 'がんばりや', 'おだやか', 'おくびょう', 'のんき', 'なまいき', 'おっとり', 'いじっぱり']","[74.3, 10.5, 8.4, 3.3, 2.0, 1.2, 0.2, 0.1, 0.0, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'たべのこし', 'オボンのみ', 'シルクのスカーフ', 'いのちのたま', 'おんみつマント', 'アッキのみ', 'のどスプレー', 'ヨプのみ', 'ゴツゴツメット']","[48.1, 13.9, 11.8, 10.2, 5.3, 1.7, 1.6, 1.3, 0.9, 0.7]","['ノーマル', 'どく', 'フェアリー', 'みず', 'ゴースト', 'かくとう', 'はがね', 'ほのお', 'ドラゴン', 'くさ']","[64.3, 15.4, 12.8, 4.2, 1.1, 0.6, 0.5, 0.4, 0.2, 0.2]"
0892-001,6,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'ドレインパンチ', 'アイススピナー', 'とんぼがえり', 'れいとうパンチ', 'つるぎのまい', 'ビルドアップ', 'みがわり']","[100.0, 75.0, 58.5, 37.2, 28.0, 26.7, 24.4, 21.4, 8.4, 5.6]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'やんちゃ', 'むじゃき', 'さみしがり', 'きまぐれ', 'ゆうかん', 'せっかち']","[70.5, 27.6, 0.6, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.0]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'きあいのタスキ', 'こだわりスカーフ', 'こだわりハチマキ', 'とつげきチョッキ', 'たべのこし', 'しんぴのしずく', 'オボンのみ', 'いのちのたま', 'ゴツゴツメット']","[36.5, 19.1, 18.4, 17.1, 3.1, 1.9, 0.7, 0.6, 0.5, 0.4]","['みず', 'どく', 'はがね', 'でんき', 'かくとう', 'ゴースト', 'ほのお', 'フェアリー', 'こおり', 'くさ']","[65.4, 18.5, 7.8, 3.4, 2.2, 1.0, 0.8, 0.6, 0.1, 0.1]"
1002-000,7,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'かみくだく', 'こおりのつぶて', 'テラバースト', 'つるぎのまい', 'サイコファング', 'じごくづき', 'ぜったいれいど']","[94.4, 69.6, 65.2, 41.5, 39.9, 31.8, 18.0, 16.5, 5.9, 5.5]","['いじっぱり', 'ようき', 'やんちゃ', 'むじゃき', 'さみしがり', 'わんぱく', 'せっかち', 'きまぐれ', 'しんちょう', 'おっとり']","[53.9, 43.7, 0.4, 0.3, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'いのちのたま', 'オボンのみ', 'ラムのみ', 'こだわりスカーフ', 'ゴツゴツメット', 'とつげきチョッキ', 'くろいメガネ', 'クリアチャーム']","[55.4, 20.8, 12.5, 3.7, 2.6, 1.2, 0.7, 0.7, 0.6, 0.2]","['でんき', 'あく', 'ゴースト', 'こおり', 'フェアリー', 'ほのお', 'くさ', 'どく', 'かくとう', 'はがね']","[40.2, 28.0, 16.2, 5.2, 3.6, 1.8, 1.3, 1.0, 0.6, 0.5]"
