,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0149-000,1,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'はねやすめ', 'りゅうのまい', 'アンコール', 'テラバースト', 'げきりん', 'アイアンヘッド', 'ほのおのパンチ', 'ほのおのうず']","[81.7, 80.9, 47.7, 35.1, 33.3, 31.5, 26.5, 9.1, 8.2, 7.1]","['いじっぱり', 'ようき', 'わんぱく', 'ずぶとい', 'ひかえめ', 'しんちょう', 'ゆうかん', 'おくびょう', 'れいせい', 'やんちゃ']","[74.9, 9.1, 7.3, 3.0, 1.3, 0.7, 0.7, 0.6, 0.4, 0.3]","['マルチスケイル', 'せいしんりょく']","[99.4, 0.6]","['こだわりハチマキ', 'あつぞこブーツ', 'ゴツゴツメット', 'ラムのみ', 'たべのこし', 'するどいくちばし', 'じゃくてんほけん', 'おんみつマント', 'とつげきチョッキ', 'シルクのスカーフ']","[25.0, 21.6, 15.7, 14.5, 7.2, 4.8, 3.0, 2.2, 1.0, 0.8]","['ノーマル', 'ひこう', 'はがね', 'フェアリー', 'みず', 'ほのお', 'でんき', 'ドラゴン', 'かくとう', 'どく']","[40.6, 38.9, 7.6, 6.5, 2.8, 1.7, 0.4, 0.3, 0.3, 0.3]"
0987-000,2,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'マジカルフレイム', 'サイコショック', 'めいそう', 'あまえる', 'いたみわけ', 'みがわり', 'パワージェム', 'ほろびのうた']","[90.4, 81.4, 38.5, 32.8, 26.0, 22.7, 20.4, 16.9, 15.4, 11.7]","['おくびょう', 'ひかえめ', 'ずぶとい', 'おだやか', 'せっかち', 'おっとり', 'むじゃき', 'ようき', 'すなお', 'まじめ']","[73.9, 21.4, 3.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'たべのこし', 'いのちのたま', 'たつじんのおび', 'ものしりメガネ', 'おんみつマント']","[53.4, 22.1, 12.4, 4.8, 3.8, 1.1, 1.0, 0.2, 0.1, 0.1]","['フェアリー', 'ほのお', 'ノーマル', 'みず', 'ゴースト', 'くさ', 'はがね', 'じめん', 'でんき', 'かくとう']","[51.7, 15.7, 12.1, 10.5, 4.2, 1.6, 1.4, 1.2, 1.0, 0.2]"
1000-000,3,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'じこさいせい', 'トリック', 'わるだくみ', '１０まんボルト', 'きあいだま', 'サイコショック', 'でんじは', 'テラバースト']","[88.7, 84.2, 46.5, 42.5, 40.4, 24.2, 14.7, 13.1, 10.6, 9.9]","['ひかえめ', 'おくびょう', 'ずぶとい', 'おだやか', 'がんばりや', 'れいせい', 'うっかりや', 'まじめ', 'てれや', 'おっとり']","[47.2, 29.1, 20.6, 1.7, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['こだわりメガネ', 'おんみつマント', 'こだわりスカーフ', 'ゴツゴツメット', 'ふうせん', 'とつげきチョッキ', 'じゃくてんほけん', 'たべのこし', 'いのちのたま', 'ひかりのねんど']","[29.5, 24.8, 19.6, 9.0, 4.8, 3.0, 2.6, 2.4, 0.9, 0.7]","['ひこう', 'みず', 'はがね', 'ノーマル', 'かくとう', 'ゴースト', 'フェアリー', 'あく', 'いわ', 'ドラゴン']","[37.5, 18.7, 13.0, 12.3, 6.9, 6.4, 3.1, 0.9, 0.2, 0.2]"
1002-000,4,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'かみくだく', 'こおりのつぶて', 'テラバースト', 'つるぎのまい', 'じごくづき', 'カタストロフィ', 'アイススピナー']","[93.7, 69.2, 66.1, 47.4, 41.8, 33.0, 17.5, 10.2, 4.7, 4.5]","['ようき', 'いじっぱり', 'わんぱく', 'むじゃき', 'やんちゃ', 'せっかち', 'おくびょう', 'さみしがり', 'しんちょう', 'がんばりや']","[50.3, 48.0, 0.3, 0.3, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'いのちのたま', 'とつげきチョッキ', 'くろいメガネ', 'ゴツゴツメット', 'こだわりスカーフ', 'ラムのみ', 'たべのこし', 'とけないこおり']","[53.1, 19.6, 13.2, 3.8, 2.4, 2.4, 2.2, 1.2, 0.3, 0.3]","['でんき', 'あく', 'ゴースト', 'フェアリー', 'くさ', 'こおり', 'ほのお', 'みず', 'どく', 'はがね']","[22.4, 21.8, 18.4, 13.2, 8.2, 6.5, 6.2, 1.0, 0.9, 0.4]"
1003-000,5,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ステルスロック', 'ふきとばし', 'ヘビーボンバー', 'テラバースト', 'じわれ', 'ちょうはつ', 'みがわり', 'しっぺがえし']","[88.7, 85.4, 64.7, 42.9, 21.9, 20.2, 13.9, 12.8, 8.6, 7.4]","['わんぱく', 'いじっぱり', 'しんちょう', 'ようき', 'ゆうかん', 'ずぶとい', 'のんき', 'なまいき', 'おだやか', 'きまぐれ']","[47.7, 33.4, 14.3, 1.5, 0.6, 0.4, 0.4, 0.3, 0.2, 0.2]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'フィラのみ', 'こだわりハチマキ', 'ゴツゴツメット', 'カゴのみ', 'おんみつマント', 'じゃくてんほけん', 'ウイのみ']","[51.8, 22.3, 13.5, 4.6, 2.2, 0.8, 0.7, 0.7, 0.7, 0.6]","['フェアリー', 'どく', 'みず', 'はがね', 'でんき', 'じめん', 'ほのお', 'くさ', 'あく', 'むし']","[35.3, 31.5, 14.8, 6.8, 5.2, 2.1, 1.7, 0.8, 0.6, 0.3]"
1004-000,6,1004,0,イーユイ,,イーユイ,"['あくのはどう', 'オーバーヒート', 'かえんほうしゃ', 'テラバースト', 'ふんえん', 'サイコキネシス', 'わるだくみ', 'みがわり', 'だいもんじ', 'おにび']","[99.2, 78.3, 63.7, 44.9, 34.5, 19.2, 12.7, 9.8, 6.2, 5.3]","['ひかえめ', 'おくびょう', 'おだやか', 'ずぶとい', 'おっとり', 'うっかりや', 'むじゃき', 'ようき', 'すなお', 'きまぐれ']","[75.7, 22.2, 0.5, 0.4, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['わざわいのたま'],[100.0],"['こだわりスカーフ', 'こだわりメガネ', 'とつげきチョッキ', 'きあいのタスキ', 'たべのこし', 'オボンのみ', 'いのちのたま', 'だっしゅつパック', 'カムラのみ', 'くろいメガネ']","[47.7, 26.3, 11.4, 3.6, 2.3, 2.3, 1.1, 0.9, 0.9, 0.6]","['フェアリー', 'ほのお', 'ゴースト', 'くさ', 'みず', 'あく', 'ひこう', 'こおり', 'かくとう', 'でんき']","[25.2, 18.7, 18.5, 16.7, 9.5, 8.4, 1.2, 0.9, 0.2, 0.2]"
0991-000,7,991,0,テツノツツミ,,テツノツツミ,"['フリーズドライ', 'ハイドロポンプ', 'アンコール', 'みがわり', 'クイックターン', 'れいとうビーム', 'テラバースト', 'ちょうはつ', 'エレキフィールド', 'ひやみず']","[99.5, 97.9, 64.6, 51.9, 31.5, 21.8, 19.4, 4.5, 2.2, 1.5]","['おくびょう', 'ひかえめ', 'むじゃき', 'ずぶとい', 'せっかち', 'おだやか', 'ようき', 'うっかりや', 'てれや', 'おっとり']","[84.0, 9.7, 4.5, 0.3, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1]",['クォークチャージ'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'いのちのたま', 'たべのこし', 'こだわりスカーフ', 'こうかくレンズ', 'ゴツゴツメット', 'たつじんのおび', 'ラムのみ']","[57.9, 17.4, 14.5, 4.0, 1.1, 0.7, 0.6, 0.6, 0.4, 0.4]","['みず', 'ゴースト', 'はがね', 'こおり', 'じめん', 'フェアリー', 'ほのお', 'くさ', 'かくとう', 'どく']","[49.8, 14.7, 13.3, 9.1, 3.9, 3.4, 2.0, 1.7, 1.4, 0.4]"
0778-000,8,778,0,ミミッキュ,,ミミッキュ,"['じゃれつく', 'かげうち', 'つるぎのまい', 'シャドークロー', 'のろい', 'ドレインパンチ', 'いたみわけ', 'トリック', 'おにび', 'みがわり']","[92.4, 88.6, 58.8, 57.3, 42.3, 10.9, 10.7, 6.0, 5.9, 5.7]","['いじっぱり', 'ようき', 'おくびょう', 'わんぱく', 'ゆうかん', 'しんちょう', 'せっかち', 'むじゃき', 'のんき', 'やんちゃ']","[60.5, 33.3, 1.5, 1.2, 1.0, 0.5, 0.3, 0.3, 0.2, 0.2]",['ばけのかわ'],[100.0],"['いのちのたま', 'こだわりスカーフ', 'おんみつマント', 'ひかりのこな', 'ゴツゴツメット', 'カムラのみ', 'レッドカード', 'ラムのみ', 'のろいのおふだ', 'フィラのみ']","[77.3, 6.2, 3.6, 2.1, 0.9, 0.9, 0.8, 0.8, 0.8, 0.7]","['ゴースト', 'フェアリー', 'かくとう', 'ノーマル', 'ほのお', 'はがね', 'くさ', 'じめん', 'みず', 'でんき']","[45.8, 31.3, 6.7, 5.9, 3.4, 1.7, 1.6, 0.6, 0.6, 0.6]"
0479-002,9,479,2,ロトム,ウォッシュロトム,ウォッシュロトム,"['ハイドロポンプ', 'ボルトチェンジ', 'おにび', 'トリック', 'ほうでん', 'テラバースト', 'イカサマ', '１０まんボルト', 'でんじは', 'シャドーボール']","[96.4, 92.7, 49.9, 43.6, 28.9, 20.9, 18.8, 18.6, 10.7, 4.2]","['ずぶとい', 'ひかえめ', 'おくびょう', 'おだやか', 'のんき', 'なまいき', 'いじっぱり', 'わんぱく', 'まじめ', 'すなお']","[41.1, 39.7, 12.6, 3.8, 0.7, 0.2, 0.2, 0.2, 0.2, 0.2]",['ふゆう'],[100.0],"['こだわりメガネ', 'ゴツゴツメット', 'こだわりスカーフ', 'オボンのみ', 'とつげきチョッキ', 'たべのこし', 'こうかくレンズ', 'おんみつマント', 'ひかりのねんど', 'フィラのみ']","[24.3, 22.9, 20.4, 19.1, 7.4, 2.1, 0.7, 0.5, 0.4, 0.2]","['はがね', 'フェアリー', 'でんき', 'ゴースト', 'ほのお', 'こおり', 'どく', 'くさ', 'みず', 'かくとう']","[49.5, 21.7, 12.8, 8.0, 2.3, 1.4, 1.1, 1.0, 0.5, 0.5]"
0977-000,10,977,0,ヘイラッシャ,,ヘイラッシャ,"['ウェーブタックル', 'あくび', 'まもる', 'じわれ', 'ねむる', 'ヘビーボンバー', 'ゆきなだれ', 'ねごと', 'じしん', 'ボディプレス']","[75.4, 74.0, 66.2, 56.0, 22.8, 21.0, 19.0, 13.1, 11.2, 10.2]","['わんぱく', 'いじっぱり', 'しんちょう', 'ずぶとい', 'のんき', 'ゆうかん', 'なまいき', 'まじめ', 'のうてんき', 'ようき']","[82.4, 6.3, 4.8, 2.4, 1.9, 0.4, 0.4, 0.2, 0.2, 0.2]","['てんねん', 'みずのベール', 'どんかん']","[98.7, 0.6, 0.6]","['たべのこし', 'ゴツゴツメット', 'とつげきチョッキ', 'オボンのみ', 'カゴのみ', 'おんみつマント', 'こだわりハチマキ', 'ラムのみ', 'せんせいのツメ', 'ひかりのこな']","[77.7, 12.1, 3.7, 2.0, 1.5, 1.3, 0.9, 0.2, 0.1, 0.1]","['フェアリー', 'くさ', 'はがね', 'どく', 'みず', 'じめん', 'ほのお', 'ひこう', 'でんき', 'ドラゴン']","[35.5, 19.8, 18.4, 7.2, 3.3, 3.2, 2.7, 2.2, 1.9, 1.6]"
