,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0149-000,1,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'はねやすめ', 'りゅうのまい', 'アンコール', 'テラバースト', 'げきりん', 'でんじは', 'エアスラッシュ', 'アイアンヘッド']","[79.3, 78.1, 61.4, 45.1, 27.2, 22.0, 19.1, 9.5, 9.2, 8.0]","['いじっぱり', 'ずぶとい', 'わんぱく', 'ようき', 'ひかえめ', 'ゆうかん', 'しんちょう', 'おっとり', 'れいせい', 'おくびょう']","[70.9, 8.5, 7.4, 7.2, 1.1, 0.8, 0.6, 0.5, 0.4, 0.4]","['マルチスケイル', 'せいしんりょく']","[99.5, 0.5]","['ゴツゴツメット', 'たべのこし', 'こだわりハチマキ', 'あつぞこブーツ', 'ラムのみ', 'するどいくちばし', 'おんみつマント', 'じゃくてんほけん', 'シルクのスカーフ', 'とつげきチョッキ']","[25.4, 18.9, 17.1, 11.0, 8.1, 6.5, 3.1, 2.9, 2.5, 0.6]","['ノーマル', 'ひこう', 'はがね', 'みず', 'フェアリー', 'でんき', 'ほのお', 'どく', 'ドラゴン', 'ゴースト']","[50.5, 29.6, 6.5, 5.5, 5.0, 0.9, 0.6, 0.5, 0.3, 0.1]"
0987-000,2,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'めいそう', 'マジカルフレイム', 'サイコショック', 'いたみわけ', 'みがわり', 'あまえる', 'ほろびのうた', 'テラバースト']","[94.9, 85.9, 35.4, 30.0, 24.4, 23.4, 17.8, 17.7, 13.8, 9.9]","['おくびょう', 'ひかえめ', 'ずぶとい', 'おだやか', 'せっかち', 'むじゃき', 'ようき', 'すなお', 'おっとり', 'まじめ']","[76.7, 18.2, 3.9, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'いのちのたま', 'たべのこし', 'ものしりメガネ', 'ゴツゴツメット', 'ふうせん']","[56.0, 25.6, 7.9, 4.6, 3.6, 0.6, 0.3, 0.2, 0.1, 0.1]","['フェアリー', 'みず', 'じめん', 'ほのお', 'ノーマル', 'ゴースト', 'はがね', 'くさ', 'でんき', 'かくとう']","[44.2, 32.0, 5.8, 5.4, 4.8, 4.2, 1.3, 0.9, 0.8, 0.4]"
1002-000,3,1002,0,パオジアン,,パオジアン,"['つららおとし', 'せいなるつるぎ', 'ふいうち', 'テラバースト', 'こおりのつぶて', 'かみくだく', 'つるぎのまい', 'ぜったいれいど', 'カタストロフィ', 'じごくづき']","[96.6, 69.1, 63.1, 54.4, 34.6, 34.1, 14.0, 9.7, 5.6, 5.5]","['ようき', 'いじっぱり', 'わんぱく', 'むじゃき', 'さみしがり', 'やんちゃ', 'せっかち', 'すなお', 'おくびょう', 'しんちょう']","[57.5, 40.5, 0.4, 0.3, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'ラムのみ', 'こだわりスカーフ', 'とつげきチョッキ', 'ゴツゴツメット', 'オボンのみ', 'くろいメガネ', 'とけないこおり']","[64.7, 9.5, 8.1, 6.0, 3.6, 3.6, 1.9, 0.4, 0.4, 0.3]","['でんき', 'ゴースト', 'くさ', 'フェアリー', 'あく', 'こおり', 'ほのお', 'どく', 'じめん', 'かくとう']","[44.7, 14.7, 14.7, 10.6, 6.8, 4.2, 1.4, 0.7, 0.5, 0.4]"
1000-000,4,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'じこさいせい', 'わるだくみ', 'トリック', '１０まんボルト', 'でんじは', 'たたりめ', 'きあいだま', 'サイコショック']","[90.7, 83.1, 58.1, 49.6, 36.3, 23.4, 13.2, 10.3, 9.0, 7.4]","['ひかえめ', 'ずぶとい', 'おくびょう', 'おだやか', 'まじめ', 'すなお', 'れいせい', 'のうてんき', 'てれや', 'きまぐれ']","[45.8, 26.1, 20.1, 6.8, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['こだわりメガネ', 'おんみつマント', 'こだわりスカーフ', 'ゴツゴツメット', 'ふうせん', 'たべのこし', 'じゃくてんほけん', 'とつげきチョッキ', 'グラスシード', 'オボンのみ']","[28.8, 25.7, 13.2, 11.4, 10.6, 3.6, 1.5, 1.4, 0.7, 0.7]","['みず', 'ひこう', 'はがね', 'ノーマル', 'かくとう', 'フェアリー', 'ゴースト', 'でんき', 'あく', 'じめん']","[33.0, 30.8, 11.1, 9.4, 4.8, 3.8, 3.7, 1.4, 1.1, 0.2]"
0892-001,5,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'つるぎのまい', 'ドレインパンチ', 'とんぼがえり', 'れいとうパンチ', 'アイススピナー', 'かみなりパンチ', 'ビルドアップ']","[99.9, 75.8, 59.0, 35.9, 34.0, 28.7, 21.8, 13.8, 10.8, 8.7]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'むじゃき', 'きまぐれ', 'やんちゃ', 'まじめ', 'さみしがり', 'がんばりや']","[70.4, 26.9, 1.3, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'こだわりスカーフ', 'こだわりハチマキ', 'きあいのタスキ', 'とつげきチョッキ', 'オボンのみ', 'しんぴのしずく', 'いのちのたま', 'ゴツゴツメット', 'たべのこし']","[51.7, 16.7, 15.5, 10.5, 1.5, 0.8, 0.6, 0.6, 0.5, 0.4]","['みず', 'どく', 'はがね', 'でんき', 'かくとう', 'ゴースト', 'フェアリー', 'ほのお', 'くさ', 'こおり']","[54.4, 25.6, 9.5, 4.3, 2.8, 1.1, 1.0, 0.5, 0.3, 0.2]"
0991-000,6,991,0,テツノツツミ,,テツノツツミ,"['フリーズドライ', 'ハイドロポンプ', 'アンコール', 'みがわり', 'クイックターン', 'れいとうビーム', 'テラバースト', 'ちょうはつ', 'ひやみず', 'エレキフィールド']","[99.7, 97.6, 71.3, 63.0, 24.2, 20.6, 12.3, 3.3, 2.1, 0.9]","['おくびょう', 'ひかえめ', 'むじゃき', 'ずぶとい', 'せっかち', 'ようき', 'うっかりや', 'おっとり', 'おだやか', 'てれや']","[90.1, 6.6, 1.5, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['クォークチャージ'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'いのちのたま', 'ゴツゴツメット', 'こだわりスカーフ', 'たべのこし', 'ラムのみ', 'ひかりのねんど', 'こうかくレンズ']","[67.7, 17.6, 5.6, 2.0, 2.0, 1.0, 0.9, 0.7, 0.4, 0.3]","['ゴースト', 'みず', 'こおり', 'はがね', 'フェアリー', 'じめん', 'ほのお', 'かくとう', 'くさ', 'どく']","[37.7, 30.3, 13.5, 5.1, 4.6, 4.0, 2.2, 1.2, 0.4, 0.4]"
1003-000,7,1003,0,ディンルー,,ディンルー,"['カタストロフィ', 'じしん', 'ステルスロック', 'ふきとばし', 'ちょうはつ', 'テラバースト', 'ヘビーボンバー', 'まもる', 'じわれ', 'しっぺがえし']","[90.9, 90.2, 71.1, 62.2, 17.2, 16.5, 14.0, 9.1, 6.0, 4.5]","['わんぱく', 'いじっぱり', 'しんちょう', 'ゆうかん', 'なまいき', 'ようき', 'のんき', 'ずぶとい', 'まじめ', 'おだやか']","[63.1, 20.9, 12.8, 0.5, 0.4, 0.4, 0.4, 0.3, 0.1, 0.1]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'たべのこし', 'とつげきチョッキ', 'こだわりハチマキ', 'フィラのみ', 'ゴツゴツメット', 'レッドカード', 'おんみつマント', 'カゴのみ', 'じゃくてんほけん']","[57.1, 25.2, 10.2, 1.9, 1.7, 0.6, 0.6, 0.4, 0.4, 0.3]","['フェアリー', 'どく', 'みず', 'はがね', 'でんき', 'じめん', 'くさ', 'あく', 'ほのお', 'むし']","[50.8, 25.5, 14.2, 4.1, 1.7, 1.2, 0.6, 0.5, 0.4, 0.3]"
0901-000,8,901,0,ガチグマ,,ガチグマ,"['からげんき', 'じしん', 'つるぎのまい', 'ドレインパンチ', 'くさわけ', 'ぶちかまし', 'シャドークロー', 'ビルドアップ', 'じゃれつく', 'まもる']","[90.2, 75.5, 35.0, 32.5, 23.5, 21.4, 19.0, 13.4, 13.0, 11.1]","['いじっぱり', 'ようき', 'ゆうかん', 'わんぱく', 'しんちょう', 'のんき', 'なまいき', 'まじめ', 'さみしがり', 'やんちゃ']","[64.7, 19.0, 9.6, 3.0, 2.0, 0.3, 0.2, 0.1, 0.1, 0.1]","['こんじょう', 'ぼうだん', 'きんちょうかん']","[95.2, 4.8, 0.0]","['かえんだま', 'たべのこし', 'とつげきチョッキ', 'オボンのみ', 'ゴツゴツメット', 'クリアチャーム', 'カゴのみ', 'こだわりハチマキ', 'せんせいのツメ', 'おんみつマント']","[89.0, 5.3, 4.7, 0.3, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","['ノーマル', 'ゴースト', 'みず', 'フェアリー', 'どく', 'かくとう', 'くさ', 'ほのお', 'はがね', 'じめん']","[27.5, 24.0, 16.8, 14.9, 5.2, 2.9, 2.4, 2.0, 1.7, 1.3]"
0645-001,9,645,1,ランドロス,れいじゅうフォルム,ランドロス(れいじゅう),"['じしん', 'とんぼがえり', 'テラバースト', 'がんせきふうじ', 'ステルスロック', 'いわなだれ', 'ストーンエッジ', 'ビルドアップ', 'ちょうはつ', 'みがわり']","[99.4, 81.5, 59.7, 42.5, 22.6, 21.9, 19.8, 10.8, 9.9, 9.4]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'のんき', 'ゆうかん', 'やんちゃ', 'むじゃき', 'ひかえめ', 'ずぶとい']","[59.4, 24.3, 13.2, 1.3, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1]",['いかく'],[100.0],"['こだわりスカーフ', 'こだわりハチマキ', 'オボンのみ', 'たべのこし', 'とつげきチョッキ', 'ゴツゴツメット', 'きあいのタスキ', 'ラムのみ', 'いのちのたま', 'おんみつマント']","[34.2, 21.5, 12.1, 11.6, 9.5, 4.8, 2.3, 0.8, 0.7, 0.4]","['ひこう', 'みず', 'フェアリー', 'はがね', 'こおり', 'じめん', 'でんき', 'ほのお', 'くさ', 'かくとう']","[53.6, 19.6, 10.6, 7.1, 3.3, 2.7, 1.7, 0.3, 0.3, 0.2]"
0485-000,10,485,0,ヒードラン,,ヒードラン,"['だいちのちから', 'マグマストーム', 'テラバースト', 'ラスターカノン', 'おにび', 'ちょうはつ', 'ふんえん', 'ステルスロック', 'ヘビーボンバー', 'まもる']","[79.7, 70.1, 57.4, 57.2, 18.8, 18.2, 18.0, 15.0, 14.5, 13.9]","['ひかえめ', 'おだやか', 'ずぶとい', 'おくびょう', 'れいせい', 'のんき', 'なまいき', 'まじめ', 'わんぱく', 'のうてんき']","[48.1, 20.3, 18.6, 7.8, 1.7, 0.6, 0.5, 0.3, 0.2, 0.2]","['もらいび', 'ほのおのからだ']","[80.9, 19.1]","['とつげきチョッキ', 'たべのこし', 'オボンのみ', 'ゴツゴツメット', 'ふうせん', 'こだわりメガネ', 'こだわりスカーフ', 'いのちのたま', 'こうかくレンズ', 'おんみつマント']","[46.9, 25.3, 9.6, 6.4, 6.0, 1.7, 0.7, 0.6, 0.3, 0.3]","['くさ', 'フェアリー', 'むし', 'ひこう', 'みず', 'ほのお', 'こおり', 'ゴースト', 'はがね', 'でんき']","[53.0, 25.6, 15.6, 2.3, 1.5, 0.9, 0.3, 0.1, 0.1, 0.1]"
