,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
1003-000,1,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ふきとばし', 'ステルスロック', 'まきびし', 'しっぺがえし', 'ヘビーボンバー', 'じわれ', 'ストーンエッジ', 'ねむる']","[88.9, 52.3, 49.2, 45.1, 30.6, 29.1, 23.9, 23.9, 11.2, 10.3]","['わんぱく', 'いじっぱり', 'しんちょう', 'ゆうかん', 'ずぶとい', 'のんき', 'なまいき', 'おだやか', 'れいせい', 'さみしがり']","[41.8, 32.2, 23.7, 0.6, 0.3, 0.3, 0.2, 0.2, 0.2, 0.1]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'こだわりハチマキ', 'ゴツゴツメット', 'メンタルハーブ', 'フィラのみ', 'ラムのみ', 'リュガのみ', 'カゴのみ']","[42.6, 37.2, 13.4, 3.5, 1.0, 0.9, 0.3, 0.2, 0.1, 0.1]","['どく', 'はがね', 'フェアリー', 'ほのお', 'みず', 'でんき', 'くさ', 'じめん', 'ひこう', 'ゴースト']","[37.3, 20.1, 15.9, 15.0, 6.3, 1.9, 1.5, 0.9, 0.6, 0.2]"
1002-000,2,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'こおりのつぶて', 'つるぎのまい', 'テラバースト', 'せいなるつるぎ', 'かみくだく', 'ぜったいれいど', 'ちょうはつ', 'かわらわり']","[92.8, 74.7, 57.3, 42.7, 41.9, 37.3, 27.5, 10.9, 5.9, 2.3]","['いじっぱり', 'ようき', 'むじゃき', 'わんぱく', 'やんちゃ', 'せっかち', 'さみしがり', 'ゆうかん', 'しんちょう', 'ひかえめ']","[59.6, 38.5, 0.5, 0.4, 0.3, 0.2, 0.2, 0.1, 0.1, 0.0]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'とけないこおり', 'くろいメガネ', 'つららのプレート', 'こだわりスカーフ', 'こわもてプレート', 'あつぞこブーツ', 'ラムのみ']","[63.4, 20.3, 4.8, 3.2, 2.7, 1.2, 1.2, 1.0, 0.6, 0.4]","['でんき', 'ゴースト', 'ほのお', 'あく', 'ステラ', 'こおり', 'じめん', 'いわ', 'くさ', 'フェアリー']","[56.4, 10.9, 10.4, 6.3, 6.0, 5.3, 2.7, 0.5, 0.4, 0.3]"
1007-000,3,1007,0,コライドン,,コライドン,"['フレアドライブ', 'スケイルショット', 'とんぼがえり', 'インファイト', 'げきりん', 'つるぎのまい', 'アクセルブレイク', 'ニトロチャージ', 'アイアンヘッド', 'ドレインパンチ']","[69.3, 51.6, 41.7, 41.3, 35.8, 29.8, 29.1, 27.2, 22.6, 13.3]","['ようき', 'いじっぱり', 'しんちょう', 'ゆうかん', 'きまぐれ', 'まじめ', 'やんちゃ', 'さみしがり', 'むじゃき', 'わんぱく']","[55.0, 44.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0]",['ひひいろのこどう'],[100.0],"['いかさまダイス', 'こだわりスカーフ', 'こだわりハチマキ', 'とつげきチョッキ', 'いのちのたま', 'ラムのみ', 'オボンのみ', 'たべのこし', 'きあいのタスキ', 'あついいわ']","[36.9, 24.1, 23.5, 6.2, 3.2, 1.9, 1.0, 0.6, 0.5, 0.3]","['ほのお', 'はがね', 'でんき', 'フェアリー', 'かくとう', 'ドラゴン', 'ノーマル', 'ゴースト', 'いわ', 'ひこう']","[65.6, 22.9, 6.2, 2.3, 0.9, 0.8, 0.8, 0.2, 0.1, 0.1]"
0898-002,4,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),"['アストラルビット', 'サイコキネシス', 'くさむすび', 'アンコール', 'トリック', 'わるだくみ', 'テラバースト', 'サイコショック', 'ドレインキッス', 'みがわり']","[99.2, 40.8, 39.2, 32.9, 31.9, 29.0, 25.6, 24.8, 24.7, 7.9]","['おくびょう', 'ひかえめ', 'せっかち', 'ようき', 'むじゃき', 'まじめ', 'ゆうかん', 'きまぐれ', 'わんぱく', 'れいせい']","[92.8, 6.6, 0.2, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]",['じんばいったい'],[100.0],"['きあいのタスキ', 'こだわりスカーフ', 'こだわりメガネ', 'たべのこし', 'いのちのたま', 'ラムのみ', 'オボンのみ', 'のろいのおふだ', 'しろいハーブ', 'とつげきチョッキ']","[34.3, 25.0, 21.7, 6.8, 2.5, 2.1, 1.9, 1.0, 1.0, 0.8]","['フェアリー', 'ノーマル', 'かくとう', 'じめん', 'ゴースト', 'くさ', 'ドラゴン', 'ステラ', 'あく', 'みず']","[34.8, 12.4, 12.2, 12.0, 11.2, 11.1, 1.7, 1.2, 0.9, 0.8]"
1008-000,5,1008,0,ミライドン,,ミライドン,"['イナズマドライブ', 'りゅうせいぐん', 'ボルトチェンジ', 'マジカルシャイン', 'テラバースト', 'パラボラチャージ', 'オーバーヒート', 'とんぼがえり', 'りゅうのはどう', 'こうそくいどう']","[94.0, 79.4, 58.1, 39.5, 32.6, 20.8, 18.1, 13.0, 9.5, 7.5]","['ひかえめ', 'おくびょう', 'おだやか', 'ようき', 'ずぶとい', 'きまぐれ', 'おっとり', 'せっかち', 'むじゃき', 'まじめ']","[59.4, 39.7, 0.4, 0.2, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0]",['ハドロンエンジン'],[100.0],"['こだわりスカーフ', 'とつげきチョッキ', 'こだわりメガネ', 'だっしゅつパック', 'エレキシード', 'いのちのたま', 'きあいのタスキ', 'じゃくてんほけん', 'じしゃく', 'ひかりのねんど']","[30.7, 25.2, 18.6, 9.8, 8.1, 2.5, 1.1, 0.9, 0.6, 0.6]","['フェアリー', 'こおり', 'でんき', 'みず', 'ノーマル', 'ほのお', 'ゴースト', 'ステラ', 'はがね', 'ひこう']","[38.7, 23.8, 15.8, 13.5, 2.5, 2.4, 1.2, 0.7, 0.3, 0.3]"
0892-001,6,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'とんぼがえり', 'みがわり', 'ドレインパンチ', 'つるぎのまい', 'アイススピナー', 'きあいパンチ', 'からげんき']","[99.9, 84.5, 75.9, 44.2, 17.8, 14.7, 12.3, 11.0, 10.8, 5.1]","['いじっぱり', 'ようき', 'わんぱく', 'がんばりや', 'やんちゃ', 'ゆうかん', 'てれや', 'ずぶとい', 'うっかりや', 'しんちょう']","[85.4, 8.2, 5.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['こだわりハチマキ', 'きあいのタスキ', 'こだわりスカーフ', 'パンチグローブ', 'しんぴのしずく', 'しずくプレート', 'ゴツゴツメット', 'おんみつマント', 'いのちのたま', 'とつげきチョッキ']","[36.3, 21.5, 17.2, 16.7, 1.9, 1.5, 1.5, 0.8, 0.7, 0.5]","['みず', 'ノーマル', 'ステラ', 'ゴースト', 'ほのお', 'フェアリー', 'はがね', 'じめん', 'かくとう', 'どく']","[67.8, 11.5, 5.8, 2.9, 2.8, 2.6, 1.9, 1.7, 1.3, 0.7]"
0977-000,7,977,0,ヘイラッシャ,,ヘイラッシャ,"['じわれ', 'ねむる', 'まもる', 'ウェーブタックル', 'あくび', 'じしん', 'ゆきなだれ', 'ねごと', 'アクアブレイク', 'のろい']","[73.8, 68.0, 66.2, 65.9, 62.7, 11.9, 10.6, 9.9, 7.6, 5.8]","['わんぱく', 'ずぶとい', 'のんき', 'いじっぱり', 'しんちょう', 'なまいき', 'のうてんき', 'ゆうかん', 'がんばりや', 'てれや']","[86.7, 5.6, 2.7, 2.1, 1.7, 0.3, 0.2, 0.2, 0.2, 0.2]","['てんねん', 'どんかん', 'みずのベール']","[99.8, 0.1, 0.1]","['たべのこし', 'ゴツゴツメット', 'カゴのみ', 'オボンのみ', 'おんみつマント', 'こだわりハチマキ', 'ラムのみ', 'とつげきチョッキ', 'せんせいのツメ', 'フォーカスレンズ']","[69.2, 28.1, 0.9, 0.5, 0.5, 0.2, 0.2, 0.2, 0.1, 0.0]","['フェアリー', 'はがね', 'ノーマル', 'ほのお', 'じめん', 'ゴースト', 'くさ', 'あく', 'でんき', 'どく']","[42.8, 14.1, 11.5, 9.2, 7.1, 5.0, 4.9, 1.7, 1.1, 1.1]"
0987-000,8,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'でんじは', 'ちょうはつ', 'たたりめ', 'いたみわけ', 'パワージェム', 'あまえる', 'マジカルフレイム', 'めいそう']","[95.9, 46.5, 43.7, 39.0, 28.0, 25.2, 24.9, 16.9, 16.4, 12.5]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'せっかち', 'ようき', 'さみしがり', 'おっとり', 'いじっぱり', 'おとなしい']","[87.8, 8.5, 2.7, 0.3, 0.2, 0.1, 0.1, 0.1, 0.0, 0.0]",['こだいかっせい'],[100.0],"['きあいのタスキ', 'ブーストエナジー', 'こだわりメガネ', 'いのちのたま', 'こだわりスカーフ', 'ジャポのみ', 'ラムのみ', 'ふうせん', 'おんみつマント', 'ゴツゴツメット']","[39.0, 37.3, 18.3, 1.6, 1.3, 0.6, 0.4, 0.4, 0.3, 0.1]","['フェアリー', 'ノーマル', 'ステラ', 'じめん', 'ほのお', 'あく', 'みず', 'はがね', 'ゴースト', 'でんき']","[37.7, 24.0, 13.7, 8.5, 3.9, 2.9, 2.8, 1.9, 1.4, 0.9]"
0645-001,9,645,1,ランドロス,れいじゅうフォルム,ランドロス(れいじゅう),"['じしん', 'とんぼがえり', 'ステルスロック', 'ちょうはつ', 'がんせきふうじ', 'かみくだく', 'テラバースト', 'じわれ', 'ストーンエッジ', 'いわなだれ']","[99.3, 94.4, 58.7, 53.6, 25.5, 11.7, 9.2, 7.5, 7.4, 6.9]","['わんぱく', 'のんき', 'いじっぱり', 'ゆうかん', 'ようき', 'しんちょう', 'なまいき', 'ずぶとい', 'ひかえめ', 'れいせい']","[36.3, 21.1, 19.7, 8.3, 7.6, 4.2, 2.3, 0.1, 0.1, 0.1]",['いかく'],[100.0],"['ゴツゴツメット', 'とつげきチョッキ', 'こだわりハチマキ', 'こだわりスカーフ', 'オボンのみ', 'きあいのタスキ', 'おんみつマント', 'ラムのみ', 'でんきだま', 'いのちのたま']","[55.7, 20.4, 9.0, 5.4, 5.3, 1.4, 0.6, 0.6, 0.4, 0.3]","['みず', 'ノーマル', 'はがね', 'フェアリー', 'ほのお', 'ひこう', 'くさ', 'あく', 'こおり', 'じめん']","[40.1, 18.4, 14.1, 12.2, 5.6, 3.7, 1.9, 1.6, 1.3, 0.8]"
0970-000,10,970,0,キラフロル,,キラフロル,"['キラースピン', 'ステルスロック', 'パワージェム', 'マッドショット', 'どくびし', 'こらえる', 'だいちのちから', 'マジカルシャイン', 'まきびし', 'メテオビーム']","[88.1, 68.1, 51.2, 42.8, 37.2, 23.7, 22.7, 15.1, 11.8, 8.1]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'わんぱく', 'ようき', 'なまいき', 'しんちょう', 'せっかち', 'のんき']","[55.5, 31.5, 6.9, 2.5, 1.4, 0.7, 0.3, 0.2, 0.2, 0.2]","['どくげしょう', 'ふしょく']","[99.1, 0.9]","['きあいのタスキ', 'レッドカード', 'ふうせん', 'パワフルハーブ', 'こだわりスカーフ', 'イバンのみ', 'こだわりメガネ', 'ゴツゴツメット', 'とつげきチョッキ', 'ジャポのみ']","[42.7, 35.6, 14.0, 4.8, 0.7, 0.5, 0.4, 0.3, 0.3, 0.2]","['フェアリー', 'じめん', 'くさ', 'ノーマル', 'あく', 'ゴースト', 'ひこう', 'はがね', 'いわ', 'どく']","[24.5, 19.3, 17.0, 13.9, 10.2, 9.0, 2.2, 1.0, 0.8, 0.6]"
