,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0149-000,1,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'はねやすめ', 'りゅうのまい', 'アンコール', 'テラバースト', 'げきりん', 'でんじは', 'エアスラッシュ', 'アイアンヘッド']","[73.8, 72.7, 65.3, 45.4, 26.1, 20.4, 16.9, 13.1, 11.0, 8.5]","['いじっぱり', 'ずぶとい', 'ようき', 'わんぱく', 'れいせい', 'ひかえめ', 'ゆうかん', 'しんちょう', 'おくびょう', 'うっかりや']","[68.6, 9.7, 7.9, 7.3, 1.5, 1.1, 0.7, 0.6, 0.5, 0.3]","['マルチスケイル', 'せいしんりょく']","[99.5, 0.5]","['ゴツゴツメット', 'たべのこし', 'あつぞこブーツ', 'こだわりハチマキ', 'ラムのみ', 'するどいくちばし', 'じゃくてんほけん', 'おんみつマント', 'クリアチャーム', 'いのちのたま']","[23.3, 22.6, 14.0, 13.6, 7.8, 4.2, 3.0, 2.7, 2.2, 1.4]","['ノーマル', 'ひこう', 'はがね', 'フェアリー', 'みず', 'でんき', 'ほのお', 'ドラゴン', 'どく', 'ゴースト']","[50.2, 25.5, 7.1, 6.3, 3.9, 3.3, 2.2, 0.4, 0.4, 0.2]"
0987-000,2,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'マジカルフレイム', 'めいそう', 'いたみわけ', 'あまえる', 'サイコショック', 'でんじは', 'ほろびのうた', 'みがわり']","[94.9, 79.9, 32.2, 23.2, 22.5, 20.9, 20.0, 17.3, 12.9, 11.9]","['おくびょう', 'ひかえめ', 'ずぶとい', 'せっかち', 'おだやか', 'むじゃき', 'すなお', 'がんばりや', 'ようき', 'おっとり']","[71.4, 17.6, 9.9, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'いのちのたま', 'たべのこし', 'ジャポのみ', 'ゴツゴツメット', 'ふうせん']","[58.8, 26.1, 7.0, 4.1, 1.8, 0.6, 0.3, 0.2, 0.2, 0.1]","['フェアリー', 'みず', 'ほのお', 'じめん', 'ゴースト', 'ノーマル', 'くさ', 'はがね', 'でんき', 'かくとう']","[44.2, 27.1, 9.2, 5.3, 5.2, 4.6, 1.6, 1.1, 0.9, 0.3]"
1000-000,3,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'じこさいせい', 'トリック', 'わるだくみ', '１０まんボルト', 'でんじは', 'たたりめ', 'テラバースト', 'きあいだま']","[91.5, 86.4, 55.5, 45.3, 43.6, 23.1, 11.5, 8.2, 7.8, 6.7]","['ひかえめ', 'おくびょう', 'ずぶとい', 'おだやか', 'まじめ', 'すなお', 'れいせい', 'むじゃき', 'せっかち', 'がんばりや']","[47.3, 23.8, 22.8, 4.7, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['こだわりメガネ', 'おんみつマント', 'こだわりスカーフ', 'ゴツゴツメット', 'ふうせん', 'たべのこし', 'じゃくてんほけん', 'とつげきチョッキ', 'グラスシード', 'ひかりのこな']","[33.5, 22.7, 18.8, 9.3, 5.4, 3.3, 1.6, 1.2, 1.0, 0.7]","['みず', 'ひこう', 'はがね', 'ノーマル', 'フェアリー', 'かくとう', 'ゴースト', 'あく', 'でんき', 'ドラゴン']","[31.5, 27.6, 12.7, 9.6, 6.0, 5.9, 4.2, 0.8, 0.5, 0.3]"
1017-000,4,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'じゃれつく', 'つるぎのまい', 'でんこうせっか', 'はたきおとす', 'くさわけ', 'アンコール', 'とんぼがえり', 'やどりぎのタネ']","[98.4, 64.7, 34.5, 30.8, 26.2, 21.8, 21.6, 19.8, 8.1, 7.6]","['ようき', 'いじっぱり', 'さみしがり', 'わんぱく', 'しんちょう', 'むじゃき', 'おくびょう', 'やんちゃ', 'ゆうかん', 'せっかち']","[59.2, 35.5, 3.0, 1.4, 0.7, 0.1, 0.0, 0.0, 0.0, 0.0]",['まけんき'],"[60.3, 29.4, 6.1, 4.1]","['こだわりハチマキ', 'こだわりスカーフ', 'きあいのタスキ', 'いのちのたま', 'とつげきチョッキ', 'たべのこし', 'ラムのみ']","[51.9, 14.8, 13.0, 9.3, 5.6, 3.7, 1.9]",['くさ'],"[71.2, 15.1, 9.5, 4.2]"
1017-001,4,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'じゃれつく', 'つるぎのまい', 'でんこうせっか', 'はたきおとす', 'くさわけ', 'アンコール', 'とんぼがえり', 'やどりぎのタネ']","[98.4, 64.7, 34.5, 30.8, 26.2, 21.8, 21.6, 19.8, 8.1, 7.6]","['ようき', 'いじっぱり', 'さみしがり', 'わんぱく', 'しんちょう', 'むじゃき', 'おくびょう', 'やんちゃ', 'ゆうかん', 'せっかち']","[59.2, 35.5, 3.0, 1.4, 0.7, 0.1, 0.0, 0.0, 0.0, 0.0]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,4,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'じゃれつく', 'つるぎのまい', 'でんこうせっか', 'はたきおとす', 'くさわけ', 'アンコール', 'とんぼがえり', 'やどりぎのタネ']","[98.4, 64.7, 34.5, 30.8, 26.2, 21.8, 21.6, 19.8, 8.1, 7.6]","['ようき', 'いじっぱり', 'さみしがり', 'わんぱく', 'しんちょう', 'むじゃき', 'おくびょう', 'やんちゃ', 'ゆうかん', 'せっかち']","[59.2, 35.5, 3.0, 1.4, 0.7, 0.1, 0.0, 0.0, 0.0, 0.0]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,4,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'じゃれつく', 'つるぎのまい', 'でんこうせっか', 'はたきおとす', 'くさわけ', 'アンコール', 'とんぼがえり', 'やどりぎのタネ']","[98.4, 64.7, 34.5, 30.8, 26.2, 21.8, 21.6, 19.8, 8.1, 7.6]","['ようき', 'いじっぱり', 'さみしがり', 'わんぱく', 'しんちょう', 'むじゃき', 'おくびょう', 'やんちゃ', 'ゆうかん', 'せっかち']","[59.2, 35.5, 3.0, 1.4, 0.7, 0.1, 0.0, 0.0, 0.0, 0.0]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
1002-000,5,1002,0,パオジアン,,パオジアン,"['つららおとし', 'せいなるつるぎ', 'ふいうち', 'テラバースト', 'こおりのつぶて', 'かみくだく', 'つるぎのまい', 'ぜったいれいど', 'じごくづき', 'サイコファング']","[96.4, 68.1, 63.2, 48.2, 39.0, 35.7, 17.4, 10.2, 5.7, 4.4]","['ようき', 'いじっぱり', 'むじゃき', 'わんぱく', 'せっかち', 'やんちゃ', 'さみしがり', 'てれや', 'おくびょう', 'きまぐれ']","[55.0, 43.3, 0.3, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'ラムのみ', 'ゴツゴツメット', 'こだわりスカーフ', 'オボンのみ', 'とつげきチョッキ', 'たべのこし', 'くろいメガネ']","[61.7, 13.3, 10.1, 3.6, 3.0, 2.4, 2.1, 2.1, 0.2, 0.2]","['でんき', 'ゴースト', 'あく', 'フェアリー', 'くさ', 'こおり', 'ほのお', 'どく', 'みず', 'じめん']","[45.6, 16.4, 11.2, 10.8, 5.3, 4.8, 2.7, 0.6, 0.6, 0.5]"
0892-001,6,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'ドレインパンチ', 'つるぎのまい', 'とんぼがえり', 'アイススピナー', 'れいとうパンチ', 'かみなりパンチ', 'ビルドアップ']","[99.9, 73.8, 63.2, 31.5, 31.0, 29.9, 22.5, 21.0, 6.7, 6.5]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'おだやか', 'がんばりや', 'まじめ']","[71.6, 26.0, 1.0, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'こだわりスカーフ', 'きあいのタスキ', 'こだわりハチマキ', 'とつげきチョッキ', 'しんぴのしずく', 'いのちのたま', 'おんみつマント', 'オボンのみ', 'たべのこし']","[42.5, 25.2, 17.2, 9.7, 1.3, 0.8, 0.5, 0.5, 0.4, 0.4]","['みず', 'どく', 'はがね', 'でんき', 'かくとう', 'ゴースト', 'ほのお', 'フェアリー', 'こおり', 'くさ']","[60.8, 21.9, 6.6, 3.6, 3.0, 1.7, 1.0, 0.6, 0.3, 0.2]"
1003-000,7,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ステルスロック', 'ふきとばし', 'テラバースト', 'ちょうはつ', 'ヘビーボンバー', 'じわれ', 'しっぺがえし', 'まもる']","[90.5, 90.1, 81.2, 69.7, 14.7, 14.4, 11.9, 5.4, 4.0, 2.8]","['わんぱく', 'いじっぱり', 'しんちょう', 'ゆうかん', 'のんき', 'ずぶとい', 'なまいき', 'ようき', 'まじめ', 'おだやか']","[61.2, 20.3, 14.7, 0.6, 0.6, 0.4, 0.4, 0.3, 0.2, 0.2]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'たべのこし', 'とつげきチョッキ', 'フィラのみ', 'おんみつマント', 'こだわりハチマキ', 'レッドカード', 'ゴツゴツメット', 'メンタルハーブ', 'ウイのみ']","[69.4, 13.1, 8.8, 2.5, 1.4, 1.2, 0.6, 0.6, 0.6, 0.4]","['どく', 'フェアリー', 'みず', 'はがね', 'でんき', 'じめん', 'ほのお', 'くさ', 'あく', 'むし']","[41.1, 38.9, 10.0, 4.7, 1.4, 1.1, 0.8, 0.6, 0.6, 0.3]"
