,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'めいそう', 'みがわり', 'マジカルフレイム', 'でんじは', 'ちょうはつ', 'パワージェム', 'いたみわけ', 'あまえる']","[87.3, 74.4, 34.4, 24.9, 21.5, 21.0, 18.3, 18.0, 17.2, 15.4]","['おくびょう', 'ずぶとい', 'ひかえめ', 'せっかち', 'おだやか', 'むじゃき', 'ようき', 'てれや', 'おっとり', 'すなお']","[78.8, 10.8, 9.0, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'あついいわ', 'ジャポのみ', 'こだわりスカーフ', 'とつげきチョッキ', 'ラムのみ', 'いのちのたま', 'たべのこし']","[67.1, 18.3, 6.4, 2.1, 1.8, 1.4, 0.8, 0.6, 0.5, 0.2]","['フェアリー', 'ステラ', 'みず', 'でんき', 'ほのお', 'ゴースト', 'じめん', 'ノーマル', 'はがね', 'くさ']","[33.1, 24.4, 23.2, 5.7, 4.8, 3.5, 1.8, 1.4, 1.0, 0.5]"
0149-000,2,149,0,カイリュー,,カイリュー,"['じしん', 'しんそく', 'りゅうのまい', 'はねやすめ', 'アイアンヘッド', 'スケイルショット', 'アンコール', 'テラバースト', 'げきりん', 'けたぐり']","[67.5, 61.6, 54.5, 37.4, 32.3, 31.7, 26.5, 16.5, 14.1, 10.6]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'ひかえめ', 'うっかりや', 'しんちょう', 'おだやか', 'やんちゃ']","[67.7, 14.3, 6.0, 5.3, 1.7, 0.8, 0.7, 0.5, 0.4, 0.4]","['マルチスケイル', 'せいしんりょく']","[99.5, 0.5]","['いかさまダイス', 'こだわりハチマキ', 'ゴツゴツメット', 'クリアチャーム', 'あつぞこブーツ', 'じゃくてんほけん', 'たべのこし', 'ラムのみ', 'とつげきチョッキ', 'ひかりのこな']","[28.5, 14.0, 11.3, 9.1, 8.4, 7.5, 6.7, 4.6, 3.8, 1.6]","['ノーマル', 'はがね', 'ひこう', 'フェアリー', 'じめん', 'でんき', 'みず', 'ほのお', 'ドラゴン', 'どく']","[32.2, 27.4, 20.9, 6.0, 5.9, 5.1, 1.0, 0.7, 0.4, 0.3]"
1017-000,3,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'アンコール', 'じゃれつく', 'がんせきふうじ', 'みがわり', 'でんこうせっか', 'やどりぎのタネ', 'パワーウィップ']","[98.2, 69.5, 41.9, 30.3, 26.7, 19.4, 17.8, 17.3, 12.7, 12.5]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'おくびょう', 'やんちゃ', 'ずぶとい']","[55.8, 30.9, 8.7, 2.6, 1.6, 0.1, 0.1, 0.0, 0.0, 0.0]",['まけんき'],"[61.3, 25.9, 8.7, 4.1]","['いかさまダイス', 'こだわりハチマキ', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'ゴツゴツメット', 'ラムのみ']","[41.7, 36.1, 5.6, 5.6, 5.6, 2.8, 2.8]",['くさ'],"[63.6, 26.1, 6.9, 3.3]"
1017-001,3,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'アンコール', 'じゃれつく', 'がんせきふうじ', 'みがわり', 'でんこうせっか', 'やどりぎのタネ', 'パワーウィップ']","[98.2, 69.5, 41.9, 30.3, 26.7, 19.4, 17.8, 17.3, 12.7, 12.5]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'おくびょう', 'やんちゃ', 'ずぶとい']","[55.8, 30.9, 8.7, 2.6, 1.6, 0.1, 0.1, 0.0, 0.0, 0.0]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,3,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'アンコール', 'じゃれつく', 'がんせきふうじ', 'みがわり', 'でんこうせっか', 'やどりぎのタネ', 'パワーウィップ']","[98.2, 69.5, 41.9, 30.3, 26.7, 19.4, 17.8, 17.3, 12.7, 12.5]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'おくびょう', 'やんちゃ', 'ずぶとい']","[55.8, 30.9, 8.7, 2.6, 1.6, 0.1, 0.1, 0.0, 0.0, 0.0]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,3,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'アンコール', 'じゃれつく', 'がんせきふうじ', 'みがわり', 'でんこうせっか', 'やどりぎのタネ', 'パワーウィップ']","[98.2, 69.5, 41.9, 30.3, 26.7, 19.4, 17.8, 17.3, 12.7, 12.5]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'しんちょう', 'むじゃき', 'せっかち', 'おくびょう', 'やんちゃ', 'ずぶとい']","[55.8, 30.9, 8.7, 2.6, 1.6, 0.1, 0.1, 0.0, 0.0, 0.0]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
1002-000,4,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'こおりのつぶて', 'テラバースト', 'かみくだく', 'つるぎのまい', 'サイコファング', 'ぜったいれいど', 'アイススピナー']","[94.7, 67.8, 64.2, 38.5, 33.7, 32.5, 22.5, 21.4, 12.4, 3.5]","['いじっぱり', 'ようき', 'やんちゃ', 'せっかち', 'むじゃき', 'さみしがり', 'わんぱく', 'てれや', 'まじめ', 'すなお']","[59.0, 38.9, 0.4, 0.4, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'オボンのみ', 'いのちのたま', 'ラムのみ', 'こだわりスカーフ', 'とつげきチョッキ', 'ゴツゴツメット', 'クリアチャーム', 'くろいメガネ']","[57.8, 19.4, 11.1, 8.0, 0.9, 0.6, 0.4, 0.3, 0.3, 0.2]","['でんき', 'あく', 'ゴースト', 'こおり', 'ステラ', 'フェアリー', 'どく', 'くさ', 'ほのお', 'かくとう']","[48.5, 25.9, 16.6, 2.8, 1.4, 1.1, 0.8, 0.7, 0.5, 0.4]"
0901-001,5,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'だいちのちから', 'しんくうは', 'ハイパーボイス', 'つきのひかり', 'あくび', 'ムーンフォース', 'めいそう', 'ちょうはつ', 'テラバースト']","[98.3, 87.2, 72.2, 49.4, 32.9, 31.0, 9.4, 7.9, 4.3, 3.1]","['ひかえめ', 'ずぶとい', 'れいせい', 'がんばりや', 'おだやか', 'おくびょう', 'のんき', 'なまいき', 'わんぱく', 'いじっぱり']","[72.1, 13.2, 7.2, 2.6, 2.2, 2.1, 0.4, 0.1, 0.0, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'たべのこし', 'シルクのスカーフ', 'オボンのみ', 'ゴツゴツメット', 'いのちのたま', 'きあいのタスキ', 'のどスプレー', 'おんみつマント', 'アッキのみ']","[41.0, 26.0, 14.6, 7.0, 2.0, 2.0, 1.8, 1.1, 0.8, 0.7]","['ノーマル', 'どく', 'フェアリー', 'みず', 'ゴースト', 'ほのお', 'かくとう', 'こおり', 'くさ', 'ドラゴン']","[53.1, 31.7, 11.5, 1.6, 0.6, 0.4, 0.3, 0.2, 0.1, 0.1]"
0892-001,6,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'ドレインパンチ', 'インファイト', 'つるぎのまい', 'とんぼがえり', 'アイススピナー', 'れいとうパンチ', 'かみなりパンチ', 'ビルドアップ']","[99.9, 78.2, 49.0, 46.1, 40.5, 26.2, 23.7, 11.2, 10.3, 6.9]","['いじっぱり', 'ようき', 'わんぱく', 'やんちゃ', 'しんちょう', 'せっかち', 'むじゃき', 'まじめ', 'さみしがり', 'てれや']","[76.8, 18.6, 2.7, 0.3, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'こだわりスカーフ', 'きあいのタスキ', 'こだわりハチマキ', 'しんぴのしずく', 'とつげきチョッキ', 'オボンのみ', 'ゴツゴツメット', 'たべのこし', 'いのちのたま']","[36.6, 19.5, 11.5, 9.6, 9.0, 3.9, 3.4, 2.1, 1.3, 0.8]","['みず', 'どく', 'でんき', 'はがね', 'かくとう', 'ゴースト', 'ほのお', 'フェアリー', 'ステラ', 'じめん']","[67.6, 16.4, 6.9, 4.9, 1.1, 1.1, 0.6, 0.5, 0.3, 0.3]"
1018-000,7,1018,0,ブリジュラス,,ブリジュラス,"['ステルスロック', 'ボディプレス', 'ラスターカノン', 'りゅうせいぐん', 'でんじは', 'アイアンヘッド', 'エレクトロビーム', 'ドラゴンテール', 'ほえる', 'ヘビーボンバー']","[60.8, 53.6, 42.2, 39.9, 35.0, 24.0, 19.3, 18.4, 17.7, 16.1]","['わんぱく', 'おくびょう', 'ひかえめ', 'ずぶとい', 'しんちょう', 'おだやか', 'うっかりや', 'のんき', 'ようき', 'なまいき']","[29.5, 18.1, 15.9, 10.3, 8.4, 7.1, 2.3, 2.0, 1.9, 0.9]","['じきゅうりょく', 'がんじょう', 'すじがねいり']","[64.7, 35.2, 0.0]","['オボンのみ', 'たべのこし', 'パワフルハーブ', 'ジャポのみ', 'イバンのみ', 'とつげきチョッキ', 'こだわりメガネ', 'ゴツゴツメット', 'おんみつマント', 'メンタルハーブ']","[30.4, 19.5, 13.4, 7.7, 6.5, 6.1, 5.2, 2.5, 1.7, 1.3]","['フェアリー', 'ひこう', 'ステラ', 'みず', 'どく', 'でんき', 'こおり', 'かくとう', 'ゴースト', 'ドラゴン']","[43.7, 15.4, 12.5, 6.5, 5.1, 3.7, 2.6, 2.5, 2.2, 1.7]"
