,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0149-000,1,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'はねやすめ', 'りゅうのまい', 'げきりん', 'テラバースト', 'アンコール', 'ほのおのパンチ', 'ドラゴンテール', 'でんじは']","[73.6, 72.4, 56.2, 44.0, 24.8, 23.2, 22.0, 11.6, 9.8, 8.4]","['いじっぱり', 'わんぱく', 'ようき', 'ずぶとい', 'ひかえめ', 'ゆうかん', 'しんちょう', 'おくびょう', 'やんちゃ', 'れいせい']","[64.0, 13.6, 9.0, 6.9, 1.3, 0.9, 0.8, 0.7, 0.4, 0.3]","['マルチスケイル', 'せいしんりょく']","[99.3, 0.7]","['ゴツゴツメット', 'こだわりハチマキ', 'ラムのみ', 'あつぞこブーツ', 'たべのこし', 'するどいくちばし', 'じゃくてんほけん', 'シルクのスカーフ', 'とつげきチョッキ', 'いのちのたま']","[33.8, 18.9, 14.0, 12.7, 5.7, 4.7, 3.2, 1.1, 0.9, 0.8]","['ノーマル', 'ひこう', 'フェアリー', 'はがね', 'みず', 'ほのお', 'でんき', 'どく', 'ドラゴン', 'じめん']","[47.6, 31.3, 8.0, 6.3, 3.0, 1.6, 0.8, 0.4, 0.4, 0.1]"
0987-000,2,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'マジカルフレイム', 'サイコショック', 'ほろびのうた', 'あまえる', 'パワージェム', 'めいそう', '１０まんボルト', 'いたみわけ']","[92.3, 85.8, 59.4, 38.6, 17.4, 14.8, 12.9, 12.7, 11.5, 10.8]","['おくびょう', 'ひかえめ', 'ずぶとい', 'おだやか', 'せっかち', 'むじゃき', 'おっとり', 'ようき', 'てれや', 'うっかりや']","[73.9, 21.1, 3.0, 0.4, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'こだわりスカーフ', 'きあいのタスキ', 'いのちのたま', 'たべのこし', 'とつげきチョッキ', 'ものしりメガネ', 'たつじんのおび', 'オボンのみ']","[43.4, 26.0, 13.8, 10.4, 1.8, 1.6, 1.5, 0.2, 0.2, 0.2]","['フェアリー', 'ほのお', 'ノーマル', 'ゴースト', 'みず', 'はがね', 'じめん', 'でんき', 'かくとう', 'くさ']","[60.1, 18.8, 7.2, 6.2, 3.5, 1.5, 1.0, 0.6, 0.5, 0.3]"
1003-000,3,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ステルスロック', 'ふきとばし', 'テラバースト', 'ヘビーボンバー', 'じわれ', 'ちょうはつ', 'しっぺがえし', 'じごくづき']","[89.4, 83.1, 60.9, 52.8, 24.6, 15.1, 13.5, 13.0, 12.1, 8.0]","['わんぱく', 'いじっぱり', 'しんちょう', 'ゆうかん', 'のんき', 'なまいき', 'ずぶとい', 'ようき', 'おだやか', 'きまぐれ']","[39.5, 37.5, 17.7, 1.0, 0.7, 0.7, 0.6, 0.5, 0.2, 0.2]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'こだわりハチマキ', 'フィラのみ', 'ゴツゴツメット', 'じゃくてんほけん', 'メンタルハーブ', 'カゴのみ', 'レッドカード']","[48.5, 27.7, 13.5, 2.6, 1.4, 1.2, 1.0, 0.9, 0.5, 0.5]","['フェアリー', 'どく', 'じめん', 'みず', 'でんき', 'くさ', 'はがね', 'あく', 'ほのお', 'ひこう']","[42.9, 27.2, 7.2, 6.8, 4.9, 3.2, 2.1, 1.4, 1.2, 1.0]"
1002-000,4,1002,0,パオジアン,,パオジアン,"['つららおとし', 'せいなるつるぎ', 'ふいうち', 'こおりのつぶて', 'つるぎのまい', 'テラバースト', 'かみくだく', 'じごくづき', 'アイススピナー', 'ぜったいれいど']","[81.3, 80.3, 75.3, 44.4, 29.4, 23.2, 21.3, 19.4, 11.2, 3.0]","['ようき', 'いじっぱり', 'むじゃき', 'わんぱく', 'せっかち', 'やんちゃ', 'さみしがり', 'おくびょう', 'がんばりや', 'しんちょう']","[56.4, 40.6, 0.4, 0.3, 0.3, 0.3, 0.2, 0.2, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'とつげきチョッキ', 'こだわりスカーフ', 'ラムのみ', 'たべのこし', 'くろいメガネ', 'とけないこおり', 'ちからのハチマキ']","[61.2, 22.5, 10.6, 1.0, 0.8, 0.7, 0.4, 0.3, 0.3, 0.3]","['でんき', 'あく', 'こおり', 'ゴースト', 'どく', 'フェアリー', 'かくとう', 'ほのお', 'くさ', 'ひこう']","[30.7, 23.0, 22.6, 13.4, 2.5, 1.9, 1.5, 1.3, 0.7, 0.6]"
1000-000,5,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'じこさいせい', 'わるだくみ', 'トリック', 'きあいだま', 'でんじは', 'たたりめ', '１０まんボルト', 'みがわり']","[82.9, 82.1, 52.7, 41.6, 38.1, 26.8, 17.8, 13.0, 10.1, 8.1]","['おくびょう', 'ひかえめ', 'ずぶとい', 'おだやか', 'おっとり', 'うっかりや', 'きまぐれ', 'まじめ', 'れいせい', 'わんぱく']","[34.8, 33.7, 28.8, 1.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['こだわりスカーフ', 'おんみつマント', 'ゴツゴツメット', 'こだわりメガネ', 'ふうせん', 'じゃくてんほけん', 'たべのこし', 'とつげきチョッキ', 'いのちのたま', 'オボンのみ']","[32.6, 19.6, 14.0, 10.9, 8.4, 5.5, 3.5, 1.2, 1.0, 0.7]","['ひこう', 'ノーマル', 'みず', 'かくとう', 'ゴースト', 'はがね', 'フェアリー', 'あく', 'ほのお', 'でんき']","[46.7, 14.4, 10.1, 9.1, 8.0, 6.3, 3.1, 1.3, 0.2, 0.2]"
1004-000,6,1004,0,イーユイ,,イーユイ,"['あくのはどう', 'オーバーヒート', 'かえんほうしゃ', 'テラバースト', 'サイコキネシス', 'ふんえん', 'おきみやげ', 'ねごと', 'だいもんじ', 'ニトロチャージ']","[98.3, 81.5, 71.7, 31.6, 25.7, 22.4, 10.7, 10.2, 9.0, 8.2]","['ひかえめ', 'おくびょう', 'ずぶとい', 'おだやか', 'おっとり', 'むじゃき', 'うっかりや', 'れいせい', 'せっかち', 'がんばりや']","[64.9, 31.5, 0.7, 0.5, 0.3, 0.2, 0.2, 0.2, 0.2, 0.2]",['わざわいのたま'],[100.0],"['こだわりスカーフ', 'こだわりメガネ', 'とつげきチョッキ', 'いのちのたま', 'きあいのタスキ', 'だっしゅつパック', 'たべのこし', 'もくたん', 'オボンのみ', 'ふうせん']","[56.5, 20.4, 9.4, 3.8, 2.7, 1.9, 0.9, 0.6, 0.5, 0.4]","['ほのお', 'フェアリー', 'くさ', 'あく', 'みず', 'ゴースト', 'ひこう', 'でんき', 'かくとう', 'エスパー']","[47.3, 17.6, 10.5, 10.3, 8.1, 1.9, 1.5, 0.7, 0.6, 0.5]"
0994-000,7,994,0,テツノドクガ,,テツノドクガ,"['ほのおのまい', 'ヘドロウェーブ', 'エナジーボール', 'マジカルシャイン', 'どくびし', 'オーバーヒート', 'あさのひざし', 'ふきとばし', 'サイコキネシス', 'テラバースト']","[93.3, 80.8, 51.1, 25.1, 20.3, 20.3, 15.4, 15.3, 13.8, 13.2]","['おくびょう', 'ひかえめ', 'おだやか', 'ずぶとい', 'ようき', 'せっかち', 'おっとり', 'むじゃき', 'てれや', 'うっかりや']","[52.4, 35.1, 7.3, 2.3, 1.1, 0.2, 0.2, 0.2, 0.1, 0.1]",['クォークチャージ'],[100.0],"['ブーストエナジー', 'とつげきチョッキ', 'こだわりメガネ', 'こだわりスカーフ', 'おんみつマント', 'くろいヘドロ', 'きあいのタスキ', 'ふうせん', 'あつぞこブーツ', 'イトケのみ']","[45.8, 15.1, 14.8, 4.9, 4.2, 2.5, 2.1, 1.6, 1.5, 1.4]","['くさ', 'みず', 'ほのお', 'フェアリー', 'どく', 'ひこう', 'ノーマル', 'こおり', 'むし', 'あく']","[50.4, 23.1, 9.3, 6.9, 5.4, 2.1, 0.5, 0.4, 0.4, 0.4]"
0991-000,8,991,0,テツノツツミ,,テツノツツミ,"['フリーズドライ', 'ハイドロポンプ', 'アンコール', 'みがわり', 'クイックターン', 'れいとうビーム', 'テラバースト', 'ちょうはつ', 'エレキフィールド', 'ひやみず']","[99.1, 97.6, 65.0, 55.8, 29.1, 27.4, 9.6, 6.5, 2.5, 1.5]","['おくびょう', 'ひかえめ', 'むじゃき', 'ずぶとい', 'せっかち', 'うっかりや', 'おだやか', 'てれや', 'おっとり', 'ようき']","[81.2, 14.7, 1.6, 0.4, 0.3, 0.3, 0.2, 0.2, 0.2, 0.1]",['クォークチャージ'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'いのちのたま', 'たべのこし', 'こだわりスカーフ', 'こうかくレンズ', 'ラムのみ', 'ひかりのねんど', 'たつじんのおび']","[61.5, 19.9, 6.7, 4.9, 1.6, 0.8, 0.6, 0.6, 0.4, 0.4]","['みず', 'こおり', 'ゴースト', 'じめん', 'かくとう', 'はがね', 'ほのお', 'フェアリー', 'どく', 'くさ']","[68.6, 13.7, 6.4, 3.0, 2.2, 2.1, 1.8, 0.8, 0.6, 0.4]"
0979-000,9,979,0,コノヨザル,,コノヨザル,"['ふんどのこぶし', 'ドレインパンチ', 'ちょうはつ', 'ビルドアップ', 'ステルスロック', 'いのちがけ', 'アンコール', 'じならし', 'インファイト', 'がんせきふうじ']","[97.2, 83.2, 56.3, 49.5, 41.6, 17.6, 10.7, 10.5, 7.3, 6.8]","['ようき', 'いじっぱり', 'わんぱく', 'しんちょう', 'むじゃき', 'がんばりや', 'てれや', 'やんちゃ', 'のうてんき', 'まじめ']","[60.4, 18.2, 12.1, 6.4, 0.3, 0.3, 0.2, 0.2, 0.2, 0.2]","['やるき', 'まけんき', 'せいしんりょく']","[68.7, 21.4, 9.9]","['きあいのタスキ', 'たべのこし', 'オボンのみ', 'おんみつマント', 'パンチグローブ', 'とつげきチョッキ', 'こだわりスカーフ', 'ロゼルのみ', 'でんきだま', 'ものまねハーブ']","[26.0, 25.7, 20.8, 5.3, 3.8, 3.6, 3.4, 2.6, 2.2, 1.4]","['ほのお', 'どく', 'はがね', 'ノーマル', 'みず', 'ひこう', 'かくとう', 'フェアリー', 'ゴースト', 'でんき']","[33.6, 20.3, 18.4, 9.4, 4.3, 4.0, 3.5, 2.6, 1.6, 0.8]"
0184-000,10,184,0,マリルリ,,マリルリ,"['アクアジェット', 'じゃれつく', 'アクアブレイク', 'ばかぢから', 'テラバースト', 'はらだいこ', 'アンコール', 'アイススピナー', 'みがわり', 'かわらわり']","[96.9, 96.9, 85.8, 45.2, 22.5, 21.3, 6.4, 5.4, 4.3, 4.0]","['いじっぱり', 'わんぱく', 'しんちょう', 'ようき', 'ゆうかん', 'まじめ', 'のんき', 'がんばりや', 'てれや', 'ずぶとい']","[94.0, 1.3, 0.7, 0.7, 0.7, 0.2, 0.2, 0.2, 0.2, 0.2]","['ちからもち', 'そうしょく', 'あついしぼう']","[98.6, 1.0, 0.4]","['とつげきチョッキ', 'オボンのみ', 'こだわりハチマキ', 'たべのこし', 'いのちのたま', 'ラムのみ', 'しんぴのしずく', 'ゴツゴツメット', 'ちからのハチマキ', 'おんみつマント']","[50.2, 30.6, 7.3, 4.3, 1.8, 1.2, 1.0, 0.5, 0.4, 0.3]","['みず', 'ほのお', 'フェアリー', 'でんき', 'くさ', 'じめん', 'ノーマル', 'はがね', 'かくとう', 'どく']","[32.4, 23.7, 23.0, 9.8, 4.6, 1.8, 1.4, 1.3, 0.7, 0.5]"
