,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'めいそう', 'マジカルフレイム', 'サイコショック', 'いたみわけ', 'あまえる', 'テラバースト', 'みがわり', 'ほろびのうた']","[92.2, 85.9, 37.1, 32.2, 27.0, 20.4, 16.6, 16.0, 15.9, 9.1]","['おくびょう', 'ひかえめ', 'ずぶとい', 'せっかち', 'おだやか', 'むじゃき', 'おっとり', 'れいせい', 'てれや', 'ようき']","[79.9, 15.3, 3.6, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'いのちのたま', 'たべのこし', 'ゴツゴツメット', 'ふうせん', 'せいれいプレート']","[59.2, 23.7, 7.3, 4.1, 3.1, 0.8, 0.4, 0.2, 0.2, 0.1]","['フェアリー', 'みず', 'じめん', 'ノーマル', 'ゴースト', 'ほのお', 'くさ', 'はがね', 'かくとう', 'でんき']","[43.6, 29.8, 9.0, 5.1, 4.9, 4.9, 0.8, 0.8, 0.4, 0.4]"
0149-000,2,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'はねやすめ', 'りゅうのまい', 'アンコール', 'テラバースト', 'げきりん', 'アイアンヘッド', 'ドラゴンテール', 'ほのおのパンチ']","[85.6, 83.8, 64.8, 53.8, 22.9, 17.3, 16.8, 7.7, 7.6, 4.8]","['いじっぱり', 'わんぱく', 'ようき', 'ずぶとい', 'ひかえめ', 'うっかりや', 'れいせい', 'しんちょう', 'ゆうかん', 'むじゃき']","[76.0, 8.4, 6.6, 3.4, 0.7, 0.7, 0.6, 0.6, 0.5, 0.5]","['マルチスケイル', 'せいしんりょく']","[99.5, 0.5]","['たべのこし', 'あつぞこブーツ', 'ゴツゴツメット', 'こだわりハチマキ', 'ラムのみ', 'おんみつマント', 'じゃくてんほけん', 'するどいくちばし', 'シルクのスカーフ', 'クリアチャーム']","[20.8, 20.5, 20.1, 13.7, 8.6, 4.0, 3.8, 2.6, 1.1, 0.9]","['ノーマル', 'ひこう', 'はがね', 'フェアリー', 'みず', 'でんき', 'ほのお', 'ドラゴン', 'こおり', 'どく']","[63.7, 20.0, 5.6, 5.2, 2.5, 1.4, 0.6, 0.4, 0.2, 0.2]"
1002-000,3,1002,0,パオジアン,,パオジアン,"['つららおとし', 'せいなるつるぎ', 'ふいうち', 'テラバースト', 'かみくだく', 'こおりのつぶて', 'つるぎのまい', 'じごくづき', 'ぜったいれいど', 'カタストロフィ']","[95.7, 73.3, 67.3, 48.0, 36.5, 34.8, 14.5, 7.9, 6.2, 4.7]","['ようき', 'いじっぱり', 'わんぱく', 'むじゃき', 'さみしがり', 'せっかち', 'やんちゃ', 'まじめ', 'がんばりや', 'おくびょう']","[58.8, 39.2, 0.4, 0.4, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'いのちのたま', 'こだわりスカーフ', 'とつげきチョッキ', 'ゴツゴツメット', 'ラムのみ', 'くろいメガネ', 'ちからのハチマキ', 'たべのこし']","[58.1, 13.0, 10.9, 5.4, 4.7, 2.9, 2.4, 0.5, 0.5, 0.2]","['でんき', 'フェアリー', 'ゴースト', 'あく', 'くさ', 'こおり', 'どく', 'ほのお', 'みず', 'かくとう']","[33.8, 22.6, 16.5, 9.4, 8.1, 5.8, 0.9, 0.9, 0.6, 0.5]"
0892-001,4,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'インファイト', 'アクアジェット', 'つるぎのまい', 'とんぼがえり', 'れいとうパンチ', 'ドレインパンチ', 'アイススピナー', 'かみなりパンチ', 'ビルドアップ']","[99.8, 74.8, 71.2, 39.2, 27.0, 22.5, 18.9, 15.0, 8.7, 5.4]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'やんちゃ', 'がんばりや', 'むじゃき', 'さみしがり', 'せっかち', 'まじめ']","[53.3, 42.6, 2.4, 0.5, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'こだわりスカーフ', 'きあいのタスキ', 'こだわりハチマキ', 'とつげきチョッキ', 'ぼうごパット', 'いのちのたま', 'オボンのみ', 'しんぴのしずく', 'たべのこし']","[51.6, 21.1, 11.3, 8.9, 1.4, 1.1, 0.9, 0.7, 0.7, 0.6]","['みず', 'でんき', 'どく', 'はがね', 'かくとう', 'フェアリー', 'ほのお', 'くさ', 'ゴースト', 'じめん']","[60.0, 10.0, 8.9, 8.8, 6.5, 1.8, 1.0, 0.8, 0.8, 0.6]"
1000-000,5,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'じこさいせい', 'わるだくみ', 'トリック', '１０まんボルト', 'サイコショック', 'でんじは', 'きあいだま', 'テラバースト']","[89.4, 79.7, 54.1, 48.1, 36.2, 20.8, 14.5, 12.2, 12.1, 9.2]","['ひかえめ', 'ずぶとい', 'おくびょう', 'おだやか', 'れいせい', 'すなお', 'がんばりや', 'わんぱく', 'ようき', 'うっかりや']","[44.2, 29.6, 22.8, 1.7, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['おんみつマント', 'こだわりメガネ', 'こだわりスカーフ', 'ゴツゴツメット', 'ふうせん', 'たべのこし', 'とつげきチョッキ', 'じゃくてんほけん', 'オボンのみ', 'いのちのたま']","[27.7, 26.0, 16.3, 12.9, 5.3, 3.6, 2.6, 1.6, 0.7, 0.6]","['みず', 'ひこう', 'はがね', 'ノーマル', 'かくとう', 'ゴースト', 'フェアリー', 'あく', 'じめん', 'ドラゴン']","[31.7, 30.4, 10.6, 9.5, 5.0, 4.8, 3.9, 2.0, 0.7, 0.4]"
0485-000,6,485,0,ヒードラン,,ヒードラン,"['だいちのちから', 'マグマストーム', 'ラスターカノン', 'テラバースト', 'ちょうはつ', 'まもる', 'みがわり', 'ふんえん', 'ヘビーボンバー', 'おにび']","[88.5, 79.6, 54.2, 43.8, 27.7, 24.6, 17.2, 12.6, 10.7, 9.2]","['ひかえめ', 'おだやか', 'おくびょう', 'ずぶとい', 'れいせい', 'なまいき', 'のんき', 'わんぱく', 'まじめ', 'うっかりや']","[50.2, 32.0, 7.7, 6.2, 1.0, 0.4, 0.3, 0.3, 0.2, 0.2]","['もらいび', 'ほのおのからだ']","[92.5, 7.5]","['とつげきチョッキ', 'たべのこし', 'ふうせん', 'ゴツゴツメット', 'オボンのみ', 'こだわりメガネ', 'こだわりスカーフ', 'いのちのたま', 'おんみつマント', 'きあいのタスキ']","[44.7, 37.7, 4.7, 3.8, 3.3, 2.1, 0.8, 0.6, 0.4, 0.2]","['くさ', 'むし', 'フェアリー', 'ひこう', 'みず', 'ほのお', 'こおり', 'ゴースト', 'はがね', 'ドラゴン']","[53.5, 23.9, 15.3, 2.7, 2.4, 1.2, 0.4, 0.2, 0.1, 0.1]"
0991-000,7,991,0,テツノツツミ,,テツノツツミ,"['フリーズドライ', 'ハイドロポンプ', 'アンコール', 'みがわり', 'クイックターン', 'れいとうビーム', 'テラバースト', 'ちょうはつ', 'ひやみず', 'ふぶき']","[99.7, 97.3, 72.8, 60.1, 24.9, 17.3, 13.8, 3.7, 2.2, 1.7]","['おくびょう', 'ひかえめ', 'むじゃき', 'ずぶとい', 'うっかりや', 'せっかち', 'おとなしい', 'おだやか', 'まじめ', 'ようき']","[87.8, 8.7, 1.8, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['クォークチャージ'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'ゴツゴツメット', 'いのちのたま', 'たべのこし', 'こうかくレンズ', 'ひかりのねんど', 'とけないこおり']","[66.4, 11.8, 8.8, 3.4, 2.9, 2.7, 0.8, 0.4, 0.3, 0.3]","['みず', 'ゴースト', 'こおり', 'じめん', 'フェアリー', 'はがね', 'かくとう', 'ほのお', 'どく', 'くさ']","[37.8, 28.1, 13.9, 6.1, 5.1, 4.9, 1.6, 1.3, 0.4, 0.4]"
1003-000,8,1003,0,ディンルー,,ディンルー,"['カタストロフィ', 'じしん', 'ステルスロック', 'ふきとばし', 'ヘビーボンバー', 'テラバースト', 'ちょうはつ', 'じわれ', 'しっぺがえし', 'がんせきふうじ']","[90.7, 86.2, 79.9, 66.6, 20.2, 14.7, 8.5, 5.7, 4.7, 3.5]","['わんぱく', 'いじっぱり', 'しんちょう', 'ゆうかん', 'ずぶとい', 'のんき', 'なまいき', 'ようき', 'おだやか', 'まじめ']","[58.2, 21.7, 16.5, 0.6, 0.5, 0.5, 0.3, 0.3, 0.3, 0.1]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'フィラのみ', 'こだわりハチマキ', 'ゴツゴツメット', 'レッドカード', 'おんみつマント', 'ウイのみ', 'じゃくてんほけん']","[69.9, 12.8, 9.0, 2.3, 1.6, 0.9, 0.6, 0.5, 0.4, 0.4]","['フェアリー', 'どく', 'みず', 'はがね', 'でんき', 'じめん', 'くさ', 'あく', 'ほのお', 'ひこう']","[34.6, 30.3, 19.4, 8.2, 3.1, 1.6, 0.8, 0.7, 0.4, 0.3]"
0645-001,9,645,1,ランドロス,れいじゅうフォルム,ランドロス(れいじゅう),"['じしん', 'とんぼがえり', 'がんせきふうじ', 'テラバースト', 'ステルスロック', 'ストーンエッジ', 'ちょうはつ', 'いわなだれ', 'うちおとす', 'ビルドアップ']","[99.3, 81.8, 49.3, 44.2, 39.8, 15.9, 15.0, 13.7, 11.8, 6.6]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'のんき', 'ゆうかん', 'ずぶとい', 'むじゃき', 'やんちゃ', 'まじめ']","[36.8, 33.2, 26.0, 1.3, 0.7, 0.3, 0.2, 0.1, 0.1, 0.1]",['いかく'],[100.0],"['こだわりスカーフ', 'オボンのみ', 'こだわりハチマキ', 'とつげきチョッキ', 'ゴツゴツメット', 'たべのこし', 'きあいのタスキ', 'いのちのたま', 'ラムのみ', 'おんみつマント']","[28.9, 26.8, 11.9, 8.4, 6.8, 6.4, 4.8, 1.3, 1.1, 0.9]","['ひこう', 'みず', 'フェアリー', 'はがね', 'じめん', 'こおり', 'でんき', 'かくとう', 'くさ', 'ほのお']","[43.7, 24.4, 9.7, 8.8, 5.3, 4.8, 1.5, 0.4, 0.3, 0.3]"
0901-000,10,901,0,ガチグマ,,ガチグマ,"['からげんき', 'じしん', 'ドレインパンチ', 'ぶちかまし', 'つるぎのまい', 'くさわけ', 'じゃれつく', 'まもる', 'ビルドアップ', 'れいとうパンチ']","[87.7, 65.3, 43.7, 32.0, 25.8, 23.1, 19.7, 15.0, 13.6, 12.3]","['いじっぱり', 'ようき', 'ゆうかん', 'わんぱく', 'しんちょう', 'のんき', 'なまいき', 'てれや', 'きまぐれ', 'すなお']","[59.9, 18.0, 13.9, 3.1, 2.8, 0.7, 0.2, 0.2, 0.1, 0.1]","['こんじょう', 'ぼうだん', 'きんちょうかん']","[95.3, 4.7, 0.0]","['かえんだま', 'とつげきチョッキ', 'たべのこし', 'オボンのみ', 'おんみつマント', 'ゴツゴツメット', 'こだわりハチマキ', 'カゴのみ', 'せんせいのツメ', 'いのちのたま']","[87.5, 5.9, 4.9, 0.6, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]","['ノーマル', 'みず', 'フェアリー', 'ゴースト', 'かくとう', 'どく', 'くさ', 'じめん', 'はがね', 'でんき']","[38.9, 19.7, 14.8, 12.3, 4.3, 2.8, 2.4, 2.2, 1.2, 0.6]"
