,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'いたみわけ', 'めいそう', 'ちょうはつ', 'マジカルフレイム', 'でんじは', 'あまえる', 'パワージェム', 'たたりめ']","[95.0, 54.8, 30.9, 27.4, 26.9, 26.5, 26.1, 19.5, 18.8, 16.4]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'せっかち', 'むじゃき', 'ようき', 'おっとり', 'てれや', 'きまぐれ']","[88.1, 7.3, 3.1, 0.4, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'ジャポのみ', 'こだわりスカーフ', 'いのちのたま', 'とつげきチョッキ', 'おんみつマント', 'ラムのみ', 'たべのこし']","[45.0, 25.8, 22.0, 2.6, 1.3, 1.0, 0.5, 0.3, 0.2, 0.2]","['フェアリー', 'ノーマル', 'じめん', 'ステラ', 'みず', 'ほのお', 'でんき', 'どく', 'ゴースト', 'はがね']","[34.7, 17.0, 11.5, 11.1, 6.8, 5.2, 5.0, 3.7, 2.0, 1.3]"
1002-000,2,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'つるぎのまい', 'こおりのつぶて', 'テラバースト', 'かみくだく', 'かわらわり', 'ぜったいれいど', 'サイコファング']","[94.4, 82.0, 43.0, 42.9, 41.4, 31.7, 25.9, 12.3, 12.2, 4.5]","['ようき', 'いじっぱり', 'せっかち', 'やんちゃ', 'むじゃき', 'さみしがり', 'わんぱく', 'しんちょう', 'まじめ', 'ゆうかん']","[49.1, 48.7, 0.4, 0.3, 0.3, 0.2, 0.2, 0.2, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'いのちのたま', 'くろいメガネ', 'こだわりスカーフ', 'とつげきチョッキ', 'オボンのみ', 'ラムのみ', 'とけないこおり', 'こわもてプレート']","[72.8, 10.4, 8.8, 3.7, 1.3, 0.6, 0.5, 0.4, 0.3, 0.2]","['でんき', 'ステラ', 'あく', 'ほのお', 'こおり', 'ゴースト', 'じめん', 'くさ', 'どく', 'フェアリー']","[36.6, 16.2, 12.7, 8.8, 8.6, 8.6, 6.2, 0.5, 0.5, 0.4]"
0892-001,3,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'インファイト', 'アクアジェット', 'とんぼがえり', 'アイススピナー', 'ドレインパンチ', 'つるぎのまい', 'れいとうパンチ', 'みがわり', 'ビルドアップ']","[99.9, 73.5, 73.1, 43.2, 29.9, 21.9, 14.3, 10.6, 7.9, 4.5]","['いじっぱり', 'ようき', 'わんぱく', 'やんちゃ', 'さみしがり', 'ゆうかん', 'てれや', 'しんちょう', 'おとなしい', 'せっかち']","[85.3, 11.9, 1.4, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['こだわりスカーフ', 'こだわりハチマキ', 'パンチグローブ', 'きあいのタスキ', 'とつげきチョッキ', 'ゴツゴツメット', 'しんぴのしずく', 'たべのこし', 'いのちのたま', 'オボンのみ']","[28.0, 24.4, 21.8, 19.9, 1.3, 1.2, 0.8, 0.5, 0.4, 0.4]","['みず', 'ステラ', 'ノーマル', 'どく', 'フェアリー', 'はがね', 'じめん', 'ゴースト', 'かくとう', 'でんき']","[68.5, 8.0, 7.6, 3.7, 3.2, 2.4, 1.9, 1.4, 1.1, 0.9]"
0149-000,4,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'りゅうのまい', 'げきりん', 'はねやすめ', 'スケイルショット', 'アイアンヘッド', 'アンコール', 'けたぐり', 'アイススピナー']","[82.0, 73.1, 43.8, 35.6, 29.8, 25.8, 23.4, 21.3, 17.2, 9.9]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'しんちょう', 'ひかえめ', 'おだやか', 'おくびょう', 'やんちゃ']","[82.6, 8.2, 2.6, 2.0, 1.1, 1.0, 0.5, 0.5, 0.4, 0.2]","['マルチスケイル', 'せいしんりょく']","[99.6, 0.4]","['こだわりハチマキ', 'いかさまダイス', 'ゴツゴツメット', 'あつぞこブーツ', 'たべのこし', 'とつげきチョッキ', 'シルクのスカーフ', 'おんみつマント', 'じゃくてんほけん', 'ラムのみ']","[38.5, 20.5, 15.4, 5.8, 4.6, 3.3, 2.9, 2.4, 2.1, 1.6]","['ノーマル', 'はがね', 'じめん', 'ひこう', 'フェアリー', 'ほのお', 'でんき', 'みず', 'どく', 'ドラゴン']","[69.8, 16.0, 5.2, 3.6, 2.6, 1.0, 0.6, 0.5, 0.3, 0.2]"
1003-000,5,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ステルスロック', 'ふきとばし', 'ヘビーボンバー', 'まきびし', 'しっぺがえし', 'テラバースト', 'じわれ', 'がんせきふうじ']","[73.9, 65.9, 59.5, 58.0, 32.8, 31.1, 27.8, 14.4, 11.3, 5.4]","['わんぱく', 'いじっぱり', 'しんちょう', 'なまいき', 'のんき', 'ゆうかん', 'ずぶとい', 'おだやか', 'てれや', 'すなお']","[41.0, 31.7, 22.6, 0.8, 0.8, 0.8, 0.8, 0.4, 0.2, 0.1]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'こだわりハチマキ', 'ゴツゴツメット', 'フィラのみ', 'メンタルハーブ', 'カゴのみ', 'レッドカード', 'おんみつマント']","[43.1, 35.4, 15.3, 2.9, 0.7, 0.6, 0.3, 0.2, 0.2, 0.2]","['どく', 'フェアリー', 'はがね', 'ほのお', 'でんき', 'じめん', 'みず', 'くさ', 'ひこう', 'あく']","[46.9, 20.4, 13.1, 6.5, 4.7, 2.8, 2.8, 1.4, 0.5, 0.3]"
1017-000,6,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'アンコール', 'でんこうせっか', 'じゃれつく', 'やどりぎのタネ', 'くさわけ', 'がんせきふうじ']","[96.8, 66.0, 49.9, 29.1, 24.9, 17.3, 14.3, 13.1, 12.2, 11.5]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'せっかち', 'おくびょう', 'まじめ']","[59.0, 27.5, 7.1, 3.3, 2.6, 0.1, 0.1, 0.1, 0.1, 0.0]",['まけんき'],"[65.4, 16.9, 10.5, 7.3]","['いかさまダイス', 'こだわりハチマキ', 'きあいのタスキ', 'いのちのたま', 'とつげきチョッキ', 'こだわりスカーフ', 'たべのこし']","[38.8, 29.9, 10.4, 7.5, 6.0, 4.5, 3.0]",['くさ'],"[66.2, 15.3, 15.0, 3.4]"
1017-001,6,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'アンコール', 'でんこうせっか', 'じゃれつく', 'やどりぎのタネ', 'くさわけ', 'がんせきふうじ']","[96.8, 66.0, 49.9, 29.1, 24.9, 17.3, 14.3, 13.1, 12.2, 11.5]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'せっかち', 'おくびょう', 'まじめ']","[59.0, 27.5, 7.1, 3.3, 2.6, 0.1, 0.1, 0.1, 0.1, 0.0]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,6,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'アンコール', 'でんこうせっか', 'じゃれつく', 'やどりぎのタネ', 'くさわけ', 'がんせきふうじ']","[96.8, 66.0, 49.9, 29.1, 24.9, 17.3, 14.3, 13.1, 12.2, 11.5]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'せっかち', 'おくびょう', 'まじめ']","[59.0, 27.5, 7.1, 3.3, 2.6, 0.1, 0.1, 0.1, 0.1, 0.0]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,6,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'アンコール', 'でんこうせっか', 'じゃれつく', 'やどりぎのタネ', 'くさわけ', 'がんせきふうじ']","[96.8, 66.0, 49.9, 29.1, 24.9, 17.3, 14.3, 13.1, 12.2, 11.5]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'やんちゃ', 'せっかち', 'おくびょう', 'まじめ']","[59.0, 27.5, 7.1, 3.3, 2.6, 0.1, 0.1, 0.1, 0.1, 0.0]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
0898-002,7,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),"['アストラルビット', 'テラバースト', 'サイコキネシス', 'ドレインキッス', 'わるだくみ', 'サイコショック', 'アンコール', 'トリック', 'くさむすび', 'リーフストーム']","[99.3, 37.4, 34.3, 33.5, 29.5, 25.7, 25.5, 19.2, 15.7, 13.5]","['おくびょう', 'ひかえめ', 'せっかち', 'ずぶとい', 'むじゃき', 'おっとり', 'まじめ', 'いじっぱり', 'うっかりや', 'れいせい']","[88.5, 10.6, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]",['じんばいったい'],[100.0],"['きあいのタスキ', 'こだわりメガネ', 'こだわりスカーフ', 'たべのこし', 'ラムのみ', 'オボンのみ', 'いのちのたま', 'のろいのおふだ', 'しろいハーブ', 'グラスシード']","[30.5, 23.8, 18.1, 7.6, 6.0, 4.6, 3.3, 1.5, 0.7, 0.6]","['フェアリー', 'かくとう', 'くさ', 'ゴースト', 'ノーマル', 'じめん', 'ステラ', 'みず', 'あく', 'はがね']","[47.4, 20.4, 12.0, 5.8, 4.8, 2.8, 2.4, 2.0, 0.8, 0.7]"
