,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
1007-000,1,1007,0,コライドン,,コライドン,"['フレアドライブ', 'とんぼがえり', 'げきりん', 'インファイト', 'ニトロチャージ', 'スケイルショット', 'アクセルブレイク', 'つるぎのまい', 'ドレインパンチ', 'ちょうはつ']","[77.0, 53.4, 47.2, 39.9, 32.4, 31.9, 25.8, 24.4, 18.4, 10.7]","['いじっぱり', 'ようき', 'きまぐれ', 'しんちょう', 'わんぱく', 'まじめ', 'やんちゃ', 'さみしがり', 'むじゃき', 'ゆうかん']","[51.3, 47.6, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.0, 0.0]",['ひひいろのこどう'],[100.0],"['こだわりスカーフ', 'いかさまダイス', 'こだわりハチマキ', 'とつげきチョッキ', 'オボンのみ', 'いのちのたま', 'たべのこし', 'ラムのみ', 'きあいのタスキ', 'だっしゅつパック']","[36.4, 27.7, 14.6, 9.2, 2.7, 2.3, 1.8, 1.5, 0.9, 0.5]","['ほのお', 'はがね', 'フェアリー', 'でんき', 'ノーマル', 'かくとう', 'ドラゴン', 'ひこう', 'いわ', 'じめん']","[75.8, 8.7, 7.1, 5.0, 1.2, 0.9, 0.7, 0.1, 0.1, 0.1]"
1003-000,2,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ステルスロック', 'ふきとばし', 'しっぺがえし', 'まきびし', 'ヘビーボンバー', 'じわれ', 'テラバースト', 'がんせきふうじ']","[81.0, 66.2, 55.2, 54.1, 29.4, 26.7, 25.2, 20.4, 14.3, 6.2]","['いじっぱり', 'わんぱく', 'しんちょう', 'なまいき', 'ゆうかん', 'のんき', 'ずぶとい', 'おだやか', 'すなお', 'がんばりや']","[37.2, 30.8, 26.7, 1.2, 1.0, 0.8, 0.6, 0.5, 0.2, 0.1]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'こだわりハチマキ', 'ゴツゴツメット', 'メンタルハーブ', 'じゃくてんほけん', 'フィラのみ', 'おんみつマント', 'レッドカード']","[46.0, 43.4, 6.0, 1.8, 0.9, 0.3, 0.3, 0.2, 0.2, 0.2]","['どく', 'フェアリー', 'はがね', 'ほのお', 'みず', 'くさ', 'じめん', 'でんき', 'あく', 'ひこう']","[38.1, 20.6, 17.6, 15.2, 4.3, 1.3, 0.9, 0.8, 0.3, 0.2]"
1002-000,3,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'こおりのつぶて', 'つるぎのまい', 'かみくだく', 'せいなるつるぎ', 'テラバースト', 'ぜったいれいど', 'ちょうはつ', 'かわらわり']","[87.4, 78.0, 58.7, 51.2, 37.6, 33.0, 24.1, 14.9, 4.3, 3.4]","['いじっぱり', 'ようき', 'せっかち', 'むじゃき', 'やんちゃ', 'わんぱく', 'さみしがり', 'うっかりや', 'がんばりや', 'まじめ']","[59.1, 38.5, 0.5, 0.4, 0.3, 0.3, 0.2, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'とけないこおり', 'いのちのたま', 'くろいメガネ', 'こだわりハチマキ', 'こだわりスカーフ', 'つららのプレート', 'こわもてプレート', 'ラムのみ', 'とつげきチョッキ']","[65.3, 9.4, 9.3, 7.7, 4.4, 0.7, 0.5, 0.4, 0.3, 0.3]","['でんき', 'ほのお', 'ステラ', 'あく', 'こおり', 'じめん', 'ゴースト', 'ノーマル', 'フェアリー', 'いわ']","[29.0, 27.4, 14.7, 9.7, 7.6, 5.0, 2.9, 1.2, 0.6, 0.6]"
0898-002,4,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),"['アストラルビット', 'アンコール', 'くさむすび', 'サイコショック', 'わるだくみ', 'ドレインキッス', 'サイコキネシス', 'トリック', 'テラバースト', 'ギガドレイン']","[98.8, 40.0, 33.6, 32.0, 31.6, 27.3, 24.9, 19.9, 18.2, 14.8]","['おくびょう', 'ひかえめ', 'せっかち', 'ずぶとい', 'むじゃき', 'おだやか', 'おっとり', 'ようき', 'まじめ', 'いじっぱり']","[91.8, 7.2, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.0, 0.0]",['じんばいったい'],[100.0],"['きあいのタスキ', 'こだわりメガネ', 'こだわりスカーフ', 'たべのこし', 'オボンのみ', 'ラムのみ', 'いのちのたま', 'のろいのおふだ', 'しろいハーブ', 'ひかりのねんど']","[40.7, 16.7, 15.9, 10.5, 3.8, 2.6, 2.6, 1.7, 1.2, 1.1]","['フェアリー', 'くさ', 'ノーマル', 'ゴースト', 'かくとう', 'じめん', 'みず', 'ステラ', 'あく', 'ほのお']","[41.8, 17.3, 14.2, 10.9, 6.7, 3.5, 1.9, 1.1, 1.0, 0.6]"
1008-000,5,1008,0,ミライドン,,ミライドン,"['イナズマドライブ', 'りゅうせいぐん', 'ボルトチェンジ', 'マジカルシャイン', 'テラバースト', 'パラボラチャージ', 'とんぼがえり', 'オーバーヒート', 'りゅうのはどう', 'こうそくいどう']","[93.0, 76.9, 50.9, 40.2, 31.3, 21.1, 19.2, 18.1, 13.1, 9.4]","['ひかえめ', 'おくびょう', 'おだやか', 'ずぶとい', 'きまぐれ', 'せっかち', 'ようき', 'れいせい', 'むじゃき', 'おっとり']","[58.3, 38.7, 1.8, 0.4, 0.4, 0.1, 0.1, 0.1, 0.1, 0.0]",['ハドロンエンジン'],[100.0],"['とつげきチョッキ', 'こだわりメガネ', 'こだわりスカーフ', 'エレキシード', 'だっしゅつパック', 'いのちのたま', 'じゃくてんほけん', 'きあいのタスキ', 'ひかりのねんど', 'じしゃく']","[28.9, 26.0, 22.3, 8.8, 3.5, 2.4, 1.6, 1.6, 1.1, 0.9]","['フェアリー', 'でんき', 'みず', 'こおり', 'ほのお', 'ノーマル', 'はがね', 'じめん', 'ひこう', 'ドラゴン']","[39.8, 19.7, 17.3, 15.3, 4.0, 1.4, 0.7, 0.4, 0.3, 0.3]"
0977-000,6,977,0,ヘイラッシャ,,ヘイラッシャ,"['ねむる', 'まもる', 'あくび', 'ウェーブタックル', 'じわれ', 'ゆきなだれ', 'じしん', 'ねごと', 'アクアブレイク', 'のろい']","[67.7, 66.9, 66.2, 65.7, 63.1, 16.9, 15.4, 12.1, 6.0, 5.6]","['わんぱく', 'のんき', 'ずぶとい', 'しんちょう', 'いじっぱり', 'ゆうかん', 'なまいき', 'のうてんき', 'まじめ', 'ようき']","[87.9, 4.0, 2.7, 1.9, 1.7, 0.4, 0.3, 0.2, 0.2, 0.1]","['てんねん', 'どんかん', 'みずのベール']","[99.3, 0.6, 0.2]","['たべのこし', 'ゴツゴツメット', 'オボンのみ', 'カゴのみ', 'とつげきチョッキ', 'おんみつマント', 'こだわりハチマキ', 'ラムのみ', 'エレキシード', 'とくせいガード']","[67.2, 27.4, 1.8, 0.9, 0.6, 0.5, 0.5, 0.2, 0.2, 0.1]","['フェアリー', 'ほのお', 'ノーマル', 'じめん', 'くさ', 'はがね', 'ゴースト', 'でんき', 'どく', 'あく']","[52.1, 14.9, 7.4, 6.5, 5.8, 4.6, 2.5, 1.5, 1.4, 1.4]"
0892-001,7,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'とんぼがえり', 'つるぎのまい', 'アイススピナー', 'みがわり', 'きあいパンチ', 'ドレインパンチ', 'れいとうパンチ']","[99.9, 83.6, 71.6, 34.9, 19.2, 18.8, 17.2, 13.8, 13.7, 4.8]","['いじっぱり', 'ようき', 'わんぱく', 'ゆうかん', 'しんちょう', 'やんちゃ', 'むじゃき', 'せっかち', 'さみしがり', 'がんばりや']","[83.6, 10.5, 3.5, 0.7, 0.4, 0.2, 0.2, 0.2, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['こだわりハチマキ', 'パンチグローブ', 'きあいのタスキ', 'こだわりスカーフ', 'しんぴのしずく', 'ゴツゴツメット', 'おんみつマント', 'いのちのたま', 'とつげきチョッキ', 'ラムのみ']","[34.5, 23.7, 19.6, 12.6, 2.4, 2.0, 1.2, 1.1, 0.7, 0.4]","['みず', 'ノーマル', 'フェアリー', 'ステラ', 'じめん', 'あく', 'どく', 'はがね', 'ほのお', 'かくとう']","[66.5, 11.8, 4.6, 3.9, 2.9, 2.5, 2.1, 1.6, 1.4, 1.2]"
0645-001,8,645,1,ランドロス,れいじゅうフォルム,ランドロス(れいじゅう),"['じしん', 'とんぼがえり', 'ステルスロック', 'ちょうはつ', 'がんせきふうじ', 'いわなだれ', 'テラバースト', 'かみくだく', 'からげんき', 'ストーンエッジ']","[98.1, 92.6, 48.9, 40.7, 28.4, 19.0, 15.2, 13.5, 12.6, 7.1]","['わんぱく', 'いじっぱり', 'ようき', 'のんき', 'ゆうかん', 'しんちょう', 'なまいき', 'やんちゃ', 'むじゃき', 'おくびょう']","[32.6, 32.6, 13.0, 9.8, 4.6, 4.4, 2.2, 0.1, 0.1, 0.1]",['いかく'],[100.0],"['ゴツゴツメット', 'こだわりハチマキ', 'とつげきチョッキ', 'こだわりスカーフ', 'オボンのみ', 'きあいのタスキ', 'でんきだま', 'おんみつマント', 'たべのこし', 'ラムのみ']","[43.1, 20.9, 13.7, 9.0, 6.6, 3.0, 1.8, 0.4, 0.3, 0.2]","['みず', 'ノーマル', 'フェアリー', 'ひこう', 'ほのお', 'はがね', 'じめん', 'あく', 'くさ', 'こおり']","[37.8, 19.1, 13.8, 8.9, 7.6, 6.1, 2.5, 1.2, 1.1, 1.0]"
0987-000,9,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'ちょうはつ', 'でんじは', 'いたみわけ', 'たたりめ', 'パワージェム', 'マジカルフレイム', 'あまえる', 'ほろびのうた']","[93.1, 56.9, 41.9, 41.5, 28.1, 26.5, 23.2, 19.9, 9.0, 8.2]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'せっかち', 'むじゃき', 'ようき', 'おとなしい', 'おっとり', 'てれや']","[91.2, 4.5, 2.6, 0.4, 0.3, 0.2, 0.1, 0.1, 0.1, 0.0]",['こだいかっせい'],[100.0],"['きあいのタスキ', 'ブーストエナジー', 'こだわりメガネ', 'いのちのたま', 'こだわりスカーフ', 'ジャポのみ', 'とつげきチョッキ', 'おんみつマント', 'ラムのみ', 'ゴツゴツメット']","[44.7, 32.5, 17.7, 1.1, 0.7, 0.7, 0.4, 0.3, 0.3, 0.2]","['フェアリー', 'ノーマル', 'ステラ', 'じめん', 'ほのお', 'みず', 'ゴースト', 'でんき', 'あく', 'いわ']","[35.3, 31.1, 10.3, 7.6, 3.8, 3.5, 2.0, 1.8, 1.5, 1.1]"
0472-000,10,472,0,グライオン,,グライオン,"['まもる', 'みがわり', 'どくどく', 'じしん', 'はたきおとす', 'ちょうはつ', 'どくびし', 'じならし', 'ステルスロック', 'つるぎのまい']","[92.3, 91.0, 76.0, 55.2, 31.7, 26.9, 10.2, 4.6, 2.4, 1.7]","['ようき', 'しんちょう', 'わんぱく', 'いじっぱり', 'おくびょう', 'のんき', 'ずぶとい', 'おだやか', 'なまいき', 'がんばりや']","[37.5, 29.4, 27.2, 3.0, 0.8, 0.4, 0.4, 0.3, 0.1, 0.1]","['ポイズンヒール', 'かいりきバサミ', 'すながくれ']","[98.3, 1.4, 0.3]","['どくどくだま', 'きあいのタスキ', 'レッドカード', 'ゴツゴツメット', 'でんきだま', 'こだわりスカーフ', 'いかさまダイス', 'メンタルハーブ', 'こだわりハチマキ', 'いのちのたま']","[90.8, 8.6, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","['はがね', 'みず', 'ノーマル', 'フェアリー', 'あく', 'ほのお', 'じめん', 'ひこう', 'どく', 'こおり']","[48.6, 14.7, 13.8, 12.6, 8.5, 0.5, 0.3, 0.2, 0.2, 0.2]"
