,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
1003-000,1,1003,0,ディンルー,,ディンルー,"['じしん', 'ステルスロック', 'カタストロフィ', 'ふきとばし', 'しっぺがえし', 'まきびし', 'ヘビーボンバー', 'テラバースト', 'じわれ', 'がんせきふうじ']","[83.3, 61.3, 60.4, 59.8, 27.4, 27.1, 17.5, 15.9, 14.7, 6.3]","['わんぱく', 'いじっぱり', 'しんちょう', 'なまいき', 'のんき', 'ずぶとい', 'ゆうかん', 'おだやか', 'すなお', 'がんばりや']","[43.9, 32.0, 19.4, 1.0, 0.8, 0.8, 0.8, 0.2, 0.2, 0.1]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'こだわりハチマキ', 'ゴツゴツメット', 'メンタルハーブ', 'フィラのみ', 'カゴのみ', 'レッドカード', 'じゃくてんほけん']","[51.2, 34.8, 8.2, 3.0, 0.8, 0.3, 0.3, 0.3, 0.2, 0.2]","['どく', 'ほのお', 'フェアリー', 'はがね', 'みず', 'くさ', 'でんき', 'じめん', 'ひこう', 'あく']","[37.9, 22.9, 22.5, 6.8, 5.1, 1.7, 1.2, 0.8, 0.3, 0.3]"
0898-002,2,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),"['アストラルビット', 'アンコール', 'くさむすび', 'サイコショック', 'わるだくみ', 'サイコキネシス', 'トリック', 'ドレインキッス', 'ギガドレイン', 'テラバースト']","[98.7, 42.7, 40.0, 35.9, 31.5, 24.0, 21.6, 20.4, 16.4, 15.8]","['おくびょう', 'ひかえめ', 'ずぶとい', 'むじゃき', 'せっかち', 'ようき', 'いじっぱり', 'おだやか', 'ゆうかん', 'うっかりや']","[92.8, 6.2, 0.2, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0]",['じんばいったい'],[100.0],"['きあいのタスキ', 'こだわりスカーフ', 'こだわりメガネ', 'たべのこし', 'ラムのみ', 'オボンのみ', 'いのちのたま', 'ひかりのねんど', 'しろいハーブ', 'のろいのおふだ']","[46.8, 17.5, 16.7, 6.5, 2.3, 2.1, 2.1, 1.3, 1.3, 0.9]","['フェアリー', 'くさ', 'ノーマル', 'ゴースト', 'かくとう', 'じめん', 'みず', 'ステラ', 'あく', 'ほのお']","[30.8, 23.2, 16.8, 14.1, 6.7, 3.4, 1.8, 1.5, 0.6, 0.3]"
1002-000,3,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'こおりのつぶて', 'つるぎのまい', 'かみくだく', 'テラバースト', 'せいなるつるぎ', 'ぜったいれいど', 'ちょうはつ', 'かわらわり']","[78.8, 78.2, 64.0, 58.0, 44.3, 27.9, 24.8, 7.9, 5.5, 2.6]","['いじっぱり', 'ようき', 'むじゃき', 'やんちゃ', 'せっかち', 'さみしがり', 'わんぱく', 'がんばりや', 'うっかりや', 'まじめ']","[67.2, 30.3, 0.6, 0.3, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'くろいメガネ', 'いのちのたま', 'こだわりハチマキ', 'とけないこおり', 'こわもてプレート', 'こだわりスカーフ', 'とつげきチョッキ', 'オボンのみ', 'あつぞこブーツ']","[55.1, 15.4, 15.1, 5.4, 5.0, 0.7, 0.6, 0.4, 0.4, 0.3]","['でんき', 'ほのお', 'ステラ', 'あく', 'こおり', 'じめん', 'ゴースト', 'いわ', 'フェアリー', 'みず']","[32.2, 29.0, 12.9, 11.2, 6.4, 3.8, 2.8, 0.3, 0.3, 0.3]"
1008-000,4,1008,0,ミライドン,,ミライドン,"['イナズマドライブ', 'りゅうせいぐん', 'ボルトチェンジ', 'マジカルシャイン', 'テラバースト', 'パラボラチャージ', 'とんぼがえり', 'オーバーヒート', 'りゅうのはどう', 'ミラーコート']","[92.3, 78.8, 60.9, 37.0, 32.3, 20.7, 16.1, 12.3, 11.9, 8.4]","['ひかえめ', 'おくびょう', 'おだやか', 'ずぶとい', 'きまぐれ', 'せっかち', 'おっとり', 'れいせい', 'うっかりや', 'おとなしい']","[67.4, 30.9, 0.5, 0.4, 0.4, 0.1, 0.1, 0.1, 0.0, 0.0]",['ハドロンエンジン'],[100.0],"['とつげきチョッキ', 'こだわりメガネ', 'こだわりスカーフ', 'エレキシード', 'だっしゅつパック', 'きあいのタスキ', 'いのちのたま', 'じゃくてんほけん', 'じしゃく', 'ひかりのねんど']","[33.3, 24.3, 21.3, 6.1, 3.3, 2.5, 2.1, 2.0, 1.1, 0.9]","['フェアリー', 'でんき', 'こおり', 'みず', 'ほのお', 'ノーマル', 'はがね', 'ステラ', 'じめん', 'ドラゴン']","[37.6, 21.3, 17.0, 16.5, 3.6, 2.0, 0.5, 0.4, 0.4, 0.3]"
1007-000,5,1007,0,コライドン,,コライドン,"['フレアドライブ', 'とんぼがえり', 'げきりん', 'ニトロチャージ', 'スケイルショット', 'インファイト', 'つるぎのまい', 'アクセルブレイク', 'ドレインパンチ', 'ちょうはつ']","[71.5, 50.4, 41.5, 37.2, 32.7, 32.6, 27.6, 27.5, 22.7, 13.0]","['いじっぱり', 'ようき', 'しんちょう', 'きまぐれ', 'わんぱく', 'むじゃき', 'やんちゃ', 'せっかち', 'おくびょう', 'ひかえめ']","[57.9, 41.1, 0.3, 0.2, 0.2, 0.1, 0.1, 0.0, 0.0, 0.0]",['ひひいろのこどう'],[100.0],"['こだわりスカーフ', 'いかさまダイス', 'とつげきチョッキ', 'こだわりハチマキ', 'オボンのみ', 'ラムのみ', 'いのちのたま', 'たべのこし', 'きあいのタスキ', 'クリアチャーム']","[32.6, 30.3, 14.1, 10.8, 2.9, 1.9, 1.4, 1.3, 1.2, 0.6]","['ほのお', 'はがね', 'でんき', 'フェアリー', 'かくとう', 'ノーマル', 'ドラゴン', 'じめん', 'こおり', 'ひこう']","[74.7, 10.5, 7.2, 4.3, 1.4, 0.9, 0.3, 0.1, 0.1, 0.1]"
0892-001,6,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'とんぼがえり', 'アイススピナー', 'つるぎのまい', 'ドレインパンチ', 'みがわり', 'きあいパンチ', 'れいとうパンチ']","[100.0, 84.2, 75.6, 34.4, 28.2, 20.8, 15.7, 9.6, 6.7, 4.5]","['いじっぱり', 'ようき', 'わんぱく', 'ゆうかん', 'やんちゃ', 'むじゃき', 'しんちょう', 'さみしがり', 'がんばりや', 'せっかち']","[85.4, 8.4, 4.8, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['こだわりハチマキ', 'きあいのタスキ', 'パンチグローブ', 'こだわりスカーフ', 'ゴツゴツメット', 'しんぴのしずく', 'おんみつマント', 'いのちのたま', 'オボンのみ', 'とつげきチョッキ']","[41.3, 23.0, 15.8, 10.8, 3.0, 2.1, 1.2, 0.7, 0.6, 0.5]","['みず', 'ノーマル', 'ステラ', 'フェアリー', 'じめん', 'どく', 'ほのお', 'はがね', 'かくとう', 'でんき']","[60.8, 15.2, 7.4, 4.9, 2.6, 2.6, 2.0, 1.4, 1.4, 0.6]"
0987-000,7,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'でんじは', 'シャドーボール', 'ちょうはつ', 'たたりめ', 'パワージェム', 'いたみわけ', 'マジカルフレイム', 'あまえる', 'ほろびのうた']","[93.3, 50.0, 47.9, 37.7, 32.6, 24.5, 23.4, 19.4, 10.1, 9.4]","['おくびょう', 'ずぶとい', 'ひかえめ', 'むじゃき', 'おだやか', 'せっかち', 'ようき', 'おっとり', 'れいせい', 'おとなしい']","[90.8, 5.3, 2.5, 0.3, 0.3, 0.2, 0.1, 0.1, 0.0, 0.0]",['こだいかっせい'],[100.0],"['きあいのタスキ', 'ブーストエナジー', 'こだわりメガネ', 'ジャポのみ', 'いのちのたま', 'こだわりスカーフ', 'ラムのみ', 'とつげきチョッキ', 'おんみつマント', 'ふうせん']","[40.7, 35.9, 18.4, 0.9, 0.7, 0.7, 0.7, 0.3, 0.3, 0.3]","['フェアリー', 'ノーマル', 'ステラ', 'じめん', 'ほのお', 'みず', 'ゴースト', 'でんき', 'あく', 'いわ']","[31.3, 30.9, 11.6, 8.3, 4.6, 3.9, 2.0, 1.9, 1.6, 1.1]"
0472-000,8,472,0,グライオン,,グライオン,"['まもる', 'みがわり', 'どくどく', 'じしん', 'はたきおとす', 'ちょうはつ', 'どくびし', 'じならし', 'ステルスロック', 'つるぎのまい']","[93.4, 91.7, 73.1, 48.7, 35.7, 34.8, 9.3, 4.3, 2.3, 1.3]","['ようき', 'しんちょう', 'わんぱく', 'いじっぱり', 'おくびょう', 'ずぶとい', 'なまいき', 'のんき', 'おだやか', 'まじめ']","[39.4, 31.1, 24.2, 2.7, 0.9, 0.2, 0.2, 0.2, 0.1, 0.1]","['ポイズンヒール', 'かいりきバサミ', 'すながくれ']","[98.2, 1.5, 0.3]","['どくどくだま', 'きあいのタスキ', 'でんきだま', 'いかさまダイス', 'メンタルハーブ', 'こだわりスカーフ', 'ねばりのかぎづめ', 'たべのこし', 'とつげきチョッキ', 'いのちのたま']","[91.1, 8.4, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","['はがね', 'ノーマル', 'みず', 'フェアリー', 'あく', 'ほのお', 'ひこう', 'くさ', 'こおり', 'どく']","[45.9, 16.7, 15.1, 10.5, 10.4, 0.4, 0.2, 0.2, 0.2, 0.1]"
0888-000,9,888,0,ザシアン,れきせんのゆうしゃ,ザシアン(れきせん),"['アイアンヘッド', 'つるぎのまい', 'じゃれつく', 'くさわけ', 'テラバースト', 'インファイト', 'でんこうせっか', 'ワイルドボルト', 'せいなるつるぎ', 'みがわり']","[98.7, 58.2, 53.8, 51.2, 40.0, 39.5, 23.1, 17.0, 6.1, 3.6]","['ようき', 'いじっぱり', 'わんぱく', 'しんちょう', 'むじゃき', 'せっかち', 'まじめ', 'やんちゃ', 'さみしがり', 'てれや']","[60.4, 37.8, 0.5, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['ふとうのけん'],[100.0],"['くちたけん', 'ゴツゴツメット', 'こだわりハチマキ', 'こだわりスカーフ', 'とつげきチョッキ', 'いのちのたま', 'たべのこし', 'ラムのみ', 'どくどくだま', 'メトロノーム']","[99.5, 0.2, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['じめん', 'ノーマル', 'みず', 'でんき', 'フェアリー', 'ステラ', 'かくとう', 'いわ', 'くさ', 'ほのお']","[30.6, 28.4, 19.1, 7.6, 4.0, 3.3, 2.1, 2.1, 0.7, 0.6]"
0149-000,10,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'げきりん', 'りゅうのまい', 'はねやすめ', 'けたぐり', 'アンコール', 'からげんき', 'スケイルショット', 'アイアンヘッド']","[86.1, 82.2, 50.5, 30.7, 28.4, 20.6, 18.1, 15.7, 14.5, 10.5]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'おだやか', 'やんちゃ', 'しんちょう', 'ひかえめ', 'さみしがり']","[82.1, 6.5, 4.1, 2.3, 1.0, 0.8, 0.6, 0.6, 0.4, 0.3]","['マルチスケイル', 'せいしんりょく']","[99.3, 0.7]","['こだわりハチマキ', 'いかさまダイス', 'ゴツゴツメット', 'おんみつマント', 'あつぞこブーツ', 'じゃくてんほけん', 'たべのこし', 'ラムのみ', 'シルクのスカーフ', 'とつげきチョッキ']","[53.9, 12.6, 10.2, 6.5, 3.8, 3.7, 2.8, 1.7, 1.3, 1.0]","['ノーマル', 'はがね', 'じめん', 'フェアリー', 'ひこう', 'ほのお', 'どく', 'ドラゴン', 'でんき', 'みず']","[79.9, 8.2, 3.6, 2.8, 2.2, 1.1, 0.8, 0.4, 0.3, 0.3]"
