,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
1003-000,1,1003,0,ディンルー,,ディンルー,"['じしん', 'ふきとばし', 'カタストロフィ', 'ステルスロック', 'しっぺがえし', 'まきびし', 'ヘビーボンバー', 'じわれ', 'ねむる', 'テラバースト']","[86.5, 55.7, 53.0, 47.3, 29.2, 28.1, 27.0, 23.9, 11.8, 9.6]","['わんぱく', 'いじっぱり', 'しんちょう', 'ゆうかん', 'なまいき', 'のんき', 'ずぶとい', 'おだやか', 'ようき', 'おとなしい']","[42.4, 30.3, 22.9, 1.4, 1.1, 0.5, 0.4, 0.3, 0.1, 0.1]",['わざわいのうつわ'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'こだわりハチマキ', 'ゴツゴツメット', 'メンタルハーブ', 'おんみつマント', 'フィラのみ', 'カゴのみ', 'じゃくてんほけん']","[41.2, 39.1, 14.6, 1.8, 1.1, 0.4, 0.3, 0.3, 0.3, 0.2]","['どく', 'フェアリー', 'はがね', 'ほのお', 'みず', 'じめん', 'くさ', 'でんき', 'ひこう', 'ゴースト']","[36.7, 22.7, 17.6, 14.4, 3.7, 2.0, 1.3, 0.4, 0.4, 0.2]"
1002-000,2,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'こおりのつぶて', 'せいなるつるぎ', 'つるぎのまい', 'かみくだく', 'テラバースト', 'ぜったいれいど', 'ちょうはつ', 'かわらわり']","[91.6, 76.3, 54.9, 44.6, 42.4, 33.2, 25.3, 15.3, 5.9, 2.0]","['いじっぱり', 'ようき', 'せっかち', 'わんぱく', 'むじゃき', 'さみしがり', 'やんちゃ', 'おくびょう', 'きまぐれ', 'れいせい']","[56.7, 41.3, 0.5, 0.4, 0.4, 0.2, 0.1, 0.1, 0.0, 0.0]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'とけないこおり', 'くろいメガネ', 'つららのプレート', 'こわもてプレート', 'こだわりスカーフ', 'とつげきチョッキ', 'ラムのみ']","[67.5, 14.0, 5.1, 3.9, 3.2, 1.7, 1.2, 0.8, 0.4, 0.4]","['でんき', 'ゴースト', 'ほのお', 'こおり', 'あく', 'ステラ', 'じめん', 'フェアリー', 'いわ', 'くさ']","[37.8, 17.7, 15.0, 9.1, 7.9, 7.7, 2.1, 0.6, 0.6, 0.3]"
0898-002,3,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),"['アストラルビット', 'サイコキネシス', 'アンコール', 'くさむすび', 'トリック', 'ドレインキッス', 'わるだくみ', 'サイコショック', 'テラバースト', 'ギガドレイン']","[98.7, 40.1, 38.0, 32.8, 31.8, 29.9, 27.5, 23.7, 18.9, 10.3]","['おくびょう', 'ひかえめ', 'せっかち', 'むじゃき', 'ずぶとい', 'ようき', 'おっとり', 'まじめ', 'いじっぱり', 'きまぐれ']","[88.4, 10.4, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0]",['じんばいったい'],[100.0],"['きあいのタスキ', 'こだわりスカーフ', 'こだわりメガネ', 'たべのこし', 'いのちのたま', 'ラムのみ', 'オボンのみ', 'のろいのおふだ', 'しろいハーブ', 'ひかりのねんど']","[36.2, 25.7, 15.8, 7.7, 4.6, 2.3, 2.1, 1.2, 1.2, 0.5]","['フェアリー', 'ノーマル', 'くさ', 'かくとう', 'ゴースト', 'じめん', 'みず', 'あく', 'ステラ', 'はがね']","[42.0, 15.3, 13.5, 11.7, 9.3, 2.8, 1.8, 1.2, 1.0, 0.4]"
1007-000,4,1007,0,コライドン,,コライドン,"['フレアドライブ', 'とんぼがえり', 'げきりん', 'スケイルショット', 'インファイト', 'アクセルブレイク', 'つるぎのまい', 'ニトロチャージ', 'ドレインパンチ', 'アイアンヘッド']","[74.1, 47.7, 42.5, 38.7, 35.3, 33.0, 28.6, 28.4, 16.7, 15.4]","['ようき', 'いじっぱり', 'しんちょう', 'きまぐれ', 'わんぱく', 'むじゃき', 'やんちゃ', 'さみしがり', 'ゆうかん', 'せっかち']","[51.1, 47.5, 0.3, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1]",['ひひいろのこどう'],[100.0],"['いかさまダイス', 'こだわりスカーフ', 'こだわりハチマキ', 'とつげきチョッキ', 'いのちのたま', 'ラムのみ', 'オボンのみ', 'たべのこし', 'きあいのタスキ', 'エレキシード']","[33.3, 29.9, 15.5, 9.2, 4.0, 2.1, 1.3, 0.8, 0.7, 0.4]","['ほのお', 'はがね', 'でんき', 'フェアリー', 'かくとう', 'ノーマル', 'ドラゴン', 'ゴースト', 'じめん', 'ステラ']","[69.7, 15.2, 6.5, 4.5, 1.1, 1.0, 0.8, 0.5, 0.2, 0.1]"
0977-000,5,977,0,ヘイラッシャ,,ヘイラッシャ,"['ねむる', 'ウェーブタックル', 'じわれ', 'あくび', 'まもる', 'ねごと', 'ゆきなだれ', 'じしん', 'のろい', 'アクアブレイク']","[69.2, 68.7, 68.2, 65.5, 57.6, 13.4, 11.5, 10.3, 7.2, 7.0]","['わんぱく', 'のんき', 'しんちょう', 'いじっぱり', 'ずぶとい', 'なまいき', 'ゆうかん', 'おだやか', 'きまぐれ', 'のうてんき']","[89.5, 3.3, 2.2, 1.6, 1.6, 0.3, 0.2, 0.2, 0.2, 0.2]","['てんねん', 'どんかん', 'みずのベール']","[99.2, 0.6, 0.2]","['たべのこし', 'ゴツゴツメット', 'カゴのみ', 'おんみつマント', 'オボンのみ', 'こだわりハチマキ', 'とつげきチョッキ', 'ラムのみ', 'ひかりのこな', 'とくせいガード']","[57.6, 38.2, 0.9, 0.8, 0.7, 0.4, 0.3, 0.2, 0.2, 0.1]","['フェアリー', 'はがね', 'ほのお', 'ノーマル', 'あく', 'じめん', 'くさ', 'ゴースト', 'どく', 'でんき']","[44.8, 9.9, 9.2, 7.7, 7.2, 6.4, 6.3, 2.8, 1.6, 1.1]"
0987-000,6,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'でんじは', 'ちょうはつ', 'たたりめ', 'パワージェム', 'いたみわけ', 'マジカルフレイム', 'あまえる', 'ほろびのうた']","[94.8, 52.3, 43.1, 40.4, 25.9, 24.2, 23.0, 20.3, 14.7, 9.4]","['おくびょう', 'ずぶとい', 'ひかえめ', 'せっかち', 'おだやか', 'むじゃき', 'おっとり', 'ようき', 'きまぐれ', 'すなお']","[88.4, 7.0, 2.7, 0.4, 0.4, 0.2, 0.1, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'きあいのタスキ', 'こだわりメガネ', 'いのちのたま', 'ジャポのみ', 'こだわりスカーフ', 'ふうせん', 'ラムのみ', 'とつげきチョッキ', 'おんみつマント']","[40.2, 33.2, 20.8, 1.4, 1.0, 0.6, 0.6, 0.4, 0.4, 0.2]","['フェアリー', 'ノーマル', 'ステラ', 'じめん', 'みず', 'ほのお', 'ゴースト', 'あく', 'でんき', 'いわ']","[36.4, 25.2, 12.5, 7.0, 5.7, 4.2, 2.1, 1.9, 1.3, 1.1]"
1008-000,7,1008,0,ミライドン,,ミライドン,"['イナズマドライブ', 'りゅうせいぐん', 'ボルトチェンジ', 'マジカルシャイン', 'テラバースト', 'オーバーヒート', 'とんぼがえり', 'パラボラチャージ', 'りゅうのはどう', 'こうそくいどう']","[94.1, 77.5, 59.8, 41.4, 34.4, 16.5, 16.3, 14.4, 12.4, 7.8]","['ひかえめ', 'おくびょう', 'おだやか', 'ずぶとい', 'きまぐれ', 'せっかち', 'うっかりや', 'ようき', 'いじっぱり', 'むじゃき']","[56.1, 42.3, 0.6, 0.3, 0.3, 0.1, 0.1, 0.1, 0.1, 0.0]",['ハドロンエンジン'],[100.0],"['こだわりスカーフ', 'こだわりメガネ', 'とつげきチョッキ', 'エレキシード', 'だっしゅつパック', 'いのちのたま', 'きあいのタスキ', 'じしゃく', 'じゃくてんほけん', 'ひかりのねんど']","[29.1, 26.6, 21.9, 8.8, 4.6, 2.9, 0.9, 0.8, 0.8, 0.6]","['フェアリー', 'こおり', 'みず', 'でんき', 'ノーマル', 'ほのお', 'ゴースト', 'はがね', 'じめん', 'ひこう']","[42.0, 17.6, 17.0, 15.2, 2.5, 1.8, 1.1, 0.6, 0.4, 0.4]"
0892-001,8,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'とんぼがえり', 'アイススピナー', 'みがわり', 'つるぎのまい', 'ドレインパンチ', 'きあいパンチ', 'からげんき']","[100.0, 84.5, 78.2, 40.5, 15.3, 13.7, 13.5, 13.0, 11.6, 4.5]","['いじっぱり', 'ようき', 'わんぱく', 'ゆうかん', 'しんちょう', 'やんちゃ', 'さみしがり', 'むじゃき', 'すなお', 'まじめ']","[85.3, 11.1, 1.7, 0.4, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['こだわりハチマキ', 'パンチグローブ', 'きあいのタスキ', 'こだわりスカーフ', 'しんぴのしずく', 'おんみつマント', 'ゴツゴツメット', 'とつげきチョッキ', 'いのちのたま', 'しずくプレート']","[38.4, 19.1, 18.8, 14.5, 3.4, 1.2, 0.9, 0.8, 0.7, 0.4]","['みず', 'ノーマル', 'ステラ', 'フェアリー', 'ほのお', 'はがね', 'じめん', 'ゴースト', 'かくとう', 'どく']","[66.7, 9.7, 4.6, 3.5, 3.0, 2.8, 2.4, 2.4, 1.5, 1.4]"
0493-000,9,493,0,アルセウス,アルセウスのすがた,アルセウス,"['しんそく', 'つるぎのまい', 'じしん', 'じこさいせい', 'シャドークロー', 'ちょうはつ', 'りゅうのまい', 'コスモパワー', 'ボディプレス', 'アシストパワー']","[81.0, 57.4, 57.1, 51.3, 30.0, 14.9, 14.6, 9.7, 8.8, 8.7]","['いじっぱり', 'おくびょう', 'ずぶとい', 'ひかえめ', 'ようき', 'ゆうかん', 'おだやか', 'しんちょう', 'わんぱく', 'さみしがり']","[69.3, 7.7, 5.3, 4.2, 3.6, 2.1, 1.5, 1.3, 1.3, 0.9]",['マルチタイプ'],[100.0],"['シルクのスカーフ', 'たべのこし', 'いのちのたま', 'おんみつマント', 'ラムのみ', 'メンタルハーブ', 'こだわりハチマキ', 'オボンのみ', 'パワフルハーブ', 'とつげきチョッキ']","[32.8, 15.5, 13.2, 10.3, 7.0, 6.1, 3.3, 1.8, 1.6, 1.6]","['ノーマル', 'どく', 'ゴースト', 'じめん', 'フェアリー', 'ほのお', 'ひこう', 'みず', 'ステラ', 'くさ']","[63.9, 9.4, 7.8, 7.2, 4.2, 2.1, 1.5, 0.8, 0.8, 0.6]"
0645-001,10,645,1,ランドロス,れいじゅうフォルム,ランドロス(れいじゅう),"['じしん', 'とんぼがえり', 'ステルスロック', 'がんせきふうじ', 'ちょうはつ', 'テラバースト', 'いわなだれ', 'かみくだく', 'からげんき', 'じわれ']","[98.3, 91.5, 44.5, 35.9, 32.3, 15.2, 14.4, 14.0, 10.4, 9.7]","['いじっぱり', 'わんぱく', 'ようき', 'のんき', 'しんちょう', 'ゆうかん', 'なまいき', 'ずぶとい', 'ひかえめ', 'せっかち']","[34.8, 28.2, 12.2, 7.3, 6.6, 6.2, 3.3, 0.2, 0.2, 0.1]",['いかく'],[100.0],"['ゴツゴツメット', 'とつげきチョッキ', 'こだわりハチマキ', 'こだわりスカーフ', 'オボンのみ', 'きあいのタスキ', 'でんきだま', 'おんみつマント', 'たべのこし', 'いのちのたま']","[35.3, 25.0, 16.2, 8.1, 6.6, 3.2, 2.5, 1.0, 0.4, 0.3]","['みず', 'ノーマル', 'フェアリー', 'ひこう', 'はがね', 'ほのお', 'じめん', 'あく', 'くさ', 'こおり']","[32.7, 20.0, 12.9, 10.4, 9.1, 6.5, 3.1, 1.6, 1.5, 0.9]"
