,rank,id,form-id,name,form,alias,move,move-rate,nature,nature-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0987-000,1,987,0,ハバタクカミ,,ハバタクカミ,"['ムーンフォース', 'シャドーボール', 'マジカルフレイム', 'でんじは', 'ちょうはつ', 'パワージェム', 'いたみわけ', 'たたりめ', 'めいそう', 'あまえる']","[95.6, 59.8, 35.4, 29.6, 22.7, 21.5, 20.3, 19.5, 16.3, 14.1]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'せっかち', 'むじゃき', 'きまぐれ', 'いじっぱり', 'ようき', 'おっとり']","[86.6, 8.5, 3.2, 0.4, 0.3, 0.3, 0.2, 0.1, 0.1, 0.1]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'きあいのタスキ', 'いのちのたま', 'こだわりスカーフ', 'とつげきチョッキ', 'ジャポのみ', 'ふうせん', 'たべのこし', 'ラムのみ']","[42.8, 29.3, 22.8, 1.3, 1.0, 0.6, 0.6, 0.3, 0.2, 0.2]","['フェアリー', 'ノーマル', 'ステラ', 'じめん', 'ほのお', 'みず', 'でんき', 'ゴースト', 'はがね', 'ひこう']","[38.7, 16.3, 14.2, 11.7, 6.1, 5.7, 2.3, 2.0, 1.0, 0.5]"
1002-000,2,1002,0,パオジアン,,パオジアン,"['つららおとし', 'ふいうち', 'せいなるつるぎ', 'こおりのつぶて', 'テラバースト', 'つるぎのまい', 'かみくだく', 'ぜったいれいど', 'かわらわり', 'サイコファング']","[97.4, 76.7, 45.8, 40.8, 37.3, 33.4, 30.1, 12.6, 9.4, 6.5]","['いじっぱり', 'ようき', 'むじゃき', 'せっかち', 'やんちゃ', 'さみしがり', 'わんぱく', 'すなお', 'きまぐれ', 'まじめ']","[49.3, 48.4, 0.5, 0.3, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1]",['わざわいのつるぎ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'いのちのたま', 'こだわりスカーフ', 'ラムのみ', 'オボンのみ', 'とつげきチョッキ', 'とけないこおり', 'ゴツゴツメット', 'おうじゃのしるし']","[70.0, 14.3, 12.0, 1.4, 0.5, 0.4, 0.3, 0.2, 0.1, 0.1]","['でんき', 'ステラ', 'あく', 'ゴースト', 'こおり', 'じめん', 'ほのお', 'フェアリー', 'いわ', 'くさ']","[37.5, 16.6, 14.7, 9.9, 8.4, 7.1, 3.6, 0.5, 0.4, 0.3]"
0149-000,3,149,0,カイリュー,,カイリュー,"['しんそく', 'じしん', 'りゅうのまい', 'はねやすめ', 'げきりん', 'アンコール', 'スケイルショット', 'アイアンヘッド', 'けたぐり', 'でんじは']","[79.3, 78.4, 41.2, 37.3, 32.3, 25.6, 23.3, 15.7, 10.5, 8.6]","['いじっぱり', 'ようき', 'ずぶとい', 'わんぱく', 'ゆうかん', 'ひかえめ', 'おだやか', 'しんちょう', 'やんちゃ', 'おくびょう']","[79.0, 8.3, 4.6, 2.7, 1.5, 0.6, 0.6, 0.5, 0.3, 0.3]","['マルチスケイル', 'せいしんりょく']","[99.3, 0.7]","['こだわりハチマキ', 'いかさまダイス', 'ゴツゴツメット', 'たべのこし', 'あつぞこブーツ', 'じゃくてんほけん', 'ラムのみ', 'とつげきチョッキ', 'おんみつマント', 'シルクのスカーフ']","[34.3, 20.4, 17.2, 6.8, 5.0, 4.1, 2.9, 2.0, 2.0, 1.8]","['ノーマル', 'はがね', 'じめん', 'ひこう', 'フェアリー', 'ほのお', 'でんき', 'みず', 'どく', 'ドラゴン']","[64.8, 13.2, 7.8, 5.7, 4.1, 1.5, 0.9, 0.6, 0.5, 0.5]"
0892-001,4,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),"['すいりゅうれんだ', 'アクアジェット', 'インファイト', 'とんぼがえり', 'ドレインパンチ', 'アイススピナー', 'つるぎのまい', 'みがわり', 'れいとうパンチ', 'ビルドアップ']","[100.0, 71.3, 62.0, 35.9, 31.5, 23.7, 17.2, 13.9, 13.0, 9.2]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'ゆうかん', 'やんちゃ', 'さみしがり', 'がんばりや', 'むじゃき', 'すなお']","[84.5, 12.5, 1.4, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1]",['ふかしのこぶし'],[100.0],"['パンチグローブ', 'こだわりハチマキ', 'こだわりスカーフ', 'きあいのタスキ', 'とつげきチョッキ', 'ゴツゴツメット', 'しんぴのしずく', 'おんみつマント', 'オボンのみ', 'たべのこし']","[32.0, 26.5, 19.5, 14.4, 1.5, 1.4, 1.0, 0.5, 0.5, 0.5]","['みず', 'ノーマル', 'どく', 'フェアリー', 'はがね', 'ステラ', 'じめん', 'でんき', 'かくとう', 'ほのお']","[63.7, 8.9, 6.4, 5.7, 5.2, 3.2, 2.4, 1.4, 1.2, 1.1]"
0901-001,5,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),"['ブラッドムーン', 'だいちのちから', 'しんくうは', 'ハイパーボイス', 'つきのひかり', 'あくび', 'めいそう', 'ムーンフォース', 'ちょうはつ', 'テラバースト']","[95.7, 86.0, 75.8, 59.7, 26.4, 16.6, 15.9, 13.2, 3.6, 1.6]","['ひかえめ', 'ずぶとい', 'れいせい', 'がんばりや', 'おだやか', 'おくびょう', 'のんき', 'なまいき', 'わんぱく', 'のうてんき']","[72.4, 11.7, 9.3, 2.9, 2.5, 0.7, 0.2, 0.2, 0.0, 0.0]",['しんがん'],[100.0],"['とつげきチョッキ', 'シルクのスカーフ', 'たべのこし', 'きあいのタスキ', 'オボンのみ', 'ゴツゴツメット', 'いのちのたま', 'おんみつマント', 'アッキのみ', 'ラムのみ']","[44.1, 13.4, 8.5, 8.5, 4.8, 4.5, 4.3, 3.3, 3.0, 1.4]","['ノーマル', 'どく', 'フェアリー', 'みず', 'ほのお', 'ゴースト', 'でんき', 'はがね', 'かくとう', 'ステラ']","[58.4, 16.3, 11.3, 7.8, 3.9, 1.1, 0.2, 0.2, 0.2, 0.1]"
1017-000,6,1017,0,オーガポン,みどりのめん,オーガポン(みどり),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'アンコール', 'くさわけ', 'じゃれつく', 'やどりぎのタネ', 'ちょうはつ', 'みがわり']","[96.8, 68.2, 47.2, 21.1, 18.2, 17.8, 17.7, 15.8, 14.6, 14.0]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'せっかち', 'やんちゃ', 'まじめ', 'おくびょう']","[53.7, 32.0, 6.9, 3.6, 3.2, 0.2, 0.1, 0.1, 0.0, 0.0]",['まけんき'],"[64.1, 19.3, 8.5, 8.1]","['いかさまダイス', 'こだわりハチマキ', 'きあいのタスキ', 'とつげきチョッキ', 'いのちのたま', 'たべのこし', 'こだわりスカーフ']","[29.6, 25.4, 19.7, 7.0, 7.0, 7.0, 4.2]",['くさ'],"[64.6, 16.6, 15.4, 3.3]"
1017-001,6,1017,1,オーガポン,いどのめん,オーガポン(いど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'アンコール', 'くさわけ', 'じゃれつく', 'やどりぎのタネ', 'ちょうはつ', 'みがわり']","[96.8, 68.2, 47.2, 21.1, 18.2, 17.8, 17.7, 15.8, 14.6, 14.0]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'せっかち', 'やんちゃ', 'まじめ', 'おくびょう']","[53.7, 32.0, 6.9, 3.6, 3.2, 0.2, 0.1, 0.1, 0.0, 0.0]",['ちょすい'],[100.0],['いどのめん'],[100.0],['みず'],[100.0]
1017-002,6,1017,2,オーガポン,かまどのめん,オーガポン(かまど),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'アンコール', 'くさわけ', 'じゃれつく', 'やどりぎのタネ', 'ちょうはつ', 'みがわり']","[96.8, 68.2, 47.2, 21.1, 18.2, 17.8, 17.7, 15.8, 14.6, 14.0]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'せっかち', 'やんちゃ', 'まじめ', 'おくびょう']","[53.7, 32.0, 6.9, 3.6, 3.2, 0.2, 0.1, 0.1, 0.0, 0.0]",['かたやぶり'],[100.0],['かまどのめん'],[100.0],['ほのお'],[100.0]
1017-003,6,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),"['ツタこんぼう', 'ウッドホーン', 'つるぎのまい', 'はたきおとす', 'アンコール', 'くさわけ', 'じゃれつく', 'やどりぎのタネ', 'ちょうはつ', 'みがわり']","[96.8, 68.2, 47.2, 21.1, 18.2, 17.8, 17.7, 15.8, 14.6, 14.0]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'さみしがり', 'むじゃき', 'せっかち', 'やんちゃ', 'まじめ', 'おくびょう']","[53.7, 32.0, 6.9, 3.6, 3.2, 0.2, 0.1, 0.1, 0.0, 0.0]",['がんじょう'],[100.0],['いしずえのめん'],[100.0],['いわ'],[100.0]
1003-000,7,1003,0,ディンルー,,ディンルー,"['じしん', 'カタストロフィ', 'ステルスロック', 'ふきとばし', 'ヘビーボンバー', 'しっぺがえし', 'テラバースト', 'じわれ', 'まきびし', 'がんせきふうじ']","[87.2, 65.4, 48.9, 47.9, 35.3, 26.5, 26.1, 15.6, 12.8, 12.6]","['いじっぱり', 'わんぱく', 'しんちょう', 'ゆうかん', 'のんき', 'なまいき', 'ずぶとい', 'おだやか', 'がんばりや', 'ようき']","[39.5, 33.8, 21.3, 1.3, 1.1, 1.0, 0.5, 0.5, 0.2, 0.1]",['わざわいのうつわ'],[100.0],"['とつげきチョッキ', 'オボンのみ', 'たべのこし', 'こだわりハチマキ', 'フィラのみ', 'ゴツゴツメット', 'メンタルハーブ', 'レッドカード', 'カゴのみ', 'じゃくてんほけん']","[48.3, 32.9, 13.7, 0.9, 0.9, 0.8, 0.4, 0.4, 0.4, 0.4]","['どく', 'フェアリー', 'はがね', 'ほのお', 'みず', 'でんき', 'くさ', 'じめん', 'あく', 'ひこう']","[42.0, 32.4, 13.0, 3.2, 3.0, 2.5, 1.6, 1.0, 0.3, 0.3]"
